,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
835,中外テクノス（株）,11-02438,広島県,大手,341,,97,,376,,,,,,20200221
836,中電技術コンサルタント（株）,11-01275,広島県,大手,34,,1,,116,,174,,27,,20200221
837,中部地質（株）,11-01969,石川県,中小,540,,461,,,,,,39,,20200221
838,（株）中部テクノス,11-04701,愛知県,中小,209,,929,,,,,,,,20200221
839,（株）長大,11-00472,東京都,大手,140,,1,,116,,,,44,,20200221
840,（株）長大テック,11-04333,東京都,大手,506,,256,,,,,,,,20200221
841,（株）千代田コンサルタント,11-00688,東京都,大手,140,,1,,289,,174,,142,,20200221
842,通信土木コンサルタント（株）,11-04251,東京都,大手,140,,1,,,,,,,,20200221
843,通信土木設計（株）,21-02519,札幌市,中小,506,,,,,,,,,,20200221
844,（株）ツカサ技研,23-00149,函館市,中小,413,,929,,,,174,,,,20200221
845,月館測量設計（株）,23-00600,函館市,中小,413,,731,,,,,,,,20200221
846,（株）津村測量設計,27-00424,標津郡中標津町,中小,413,,929,,,,,,,,20200221
847,テーエス測量設計（株）,22-00485,恵庭市,中小,807,,1159,,,,,,,,20200221
848,Ｔ・Ｅ・Ｃ（株）,21-02986,札幌市,中小,540,,,,,,,,,,20200221
849,（株）ティーネットジャパン,11-00947,香川県,大手,140,,1,,289,,174,,247,,20200221
850,ティ・ケイエンジ（株）,11-03586,宮城県,中小,703,,461,,571,,,,429,,20200221
851,（株）テイコク,11-04930,岐阜県,大手,16,,1,,289,,31,,73,,20200221
852,（株）帝国コンサルタント,11-02222,福井県,中小,34,,185,,,,174,,108,,20200221
853,（株）帝国設計事務所,21-01370,札幌市,中小,277,,314,,435,,,,247,,20200221
854,（株）テクノ,11-04617,福岡県,中小,413,,361,,435,,109,,247,,20200221
855,（有）テクノ関西,11-05388,大阪府,中小,916,,,,,,,,,,20200221
856,（株）テクノマップ,11-04026,石川県,中小,275,,,,,,,,,,20200221
857,鉄建建設（株）,11-00013,東京都,中小,413,,461,,,,,,,,20200221
858,（株）データ設計,11-03668,東京都,中小,817,,610,,,,,,,,20200221
859,（株）データベース,21-01732,札幌市,大手,540,,731,,435,,,,,,20200221
860,（株）ディ・エス・ジー,29-00835,斜里郡小清水町,中小,768,,,,,,,,484,,20200221
861,（株）トーアテック,11-04263,神奈川県,中小,413,,929,,,,174,,,,20200221
862,（株）トーコー地質,11-04351,東京都,中小,540,,567,,,,,,65,,20200221
863,（株）トーコーテック,11-03108,東京都,中小,870,,328,,,,,,,,20200221
864,（株）トータル測量設計,26-00220,苫小牧市,中小,703,,1060,,,,,,,,20200221
865,（株）トーニチコンサルタント,11-00067,東京都,大手,140,,1,,289,,,,142,,20200221
866,（株）トーホーエンジニアリング,21-02593,札幌市,中小,209,,361,,,,,,,,20200221
867,（株）東亜エンジニアリング,21-00798,札幌市,中小,363,,361,,435,,174,,247,,20200221
868,東亜建設技術（株）,11-03944,福岡県,大手,34,,185,,289,,31,,247,,20200221
869,東亜建設工業（株）,11-00080,東京都,大手,209,,328,,215,,,,91,,20200221
870,東亜道路工業（株）,11-00012,東京都,大手,540,,361,,,,,,,,20200221
871,東央測量設計（株）,23-00550,北斗市,中小,870,,,,,,,,,,20200221
872,（株）東海建設コンサルタント,11-03610,静岡県,中小,209,,361,,435,,174,,247,,20200221
873,（株）トウカイコンサル,23-01121,函館市,中小,768,,,,,,391,,,,20200221
874,東京カートグラフィック（株）,11-04916,東京都,中小,209,,,,,,,,,,20200221
875,（株）東京久栄,11-00309,東京都,中小,807,,267,,649,,,,,,20200221
876,（株）東京建設コンサルタント,11-00752,東京都,大手,34,,1,,289,,,,73,,20200221
877,東京コンサルタンツ（株）,11-00878,東京都,大手,140,,106,,,,,,91,,20200221
878,（株）東京設計事務所,11-02331,東京都,大手,277,,1,,116,,,,247,,20200221
879,（株）東京ソイルリサーチ,11-00324,東京都,大手,34,,185,,93,,,,1,,20200221
880,（株）東京ランドスケープ研究所,11-00651,東京都,中小,817,,610,,289,,,,,,20200221
881,（株）東建工営,11-03241,宮城県,大手,140,,1,,289,,109,,,,20200221
882,（株）東建ジオテック,11-04604,埼玉県,大手,277,,267,,,,,,9,,20200221
883,（株）東研測量,21-01239,札幌市,中小,540,,,,,,174,,,,20200221
884,（株）東光コンサルタンツ,11-00588,東京都,大手,34,,1,,435,,,,142,,20200221
885,東光コンサルタント（株）,25-00108,旭川市,中小,363,,929,,,,109,,,,20200221
886,東信技術（株）,11-03937,青森県,中小,413,,731,,435,,109,,247,,20200221
887,（株）東設土木コンサルタント,11-03062,東京都,中小,201,,328,,,,,,215,,20200221
888,（株）東鵬開発,23-00339,函館市,中小,140,,185,,,,174,,247,,20200221
889,東邦コンサルタント（株）,27-00007,釧路市,中小,34,,361,,,,109,,142,,20200221
890,東邦地水（株）,11-01590,三重県,中小,277,,328,,,,,,9,,20200221
891,東北測量（株）,11-00050,青森県,中小,209,,929,,435,,109,,247,,20200221
892,東北緑化環境保全（株）,11-02574,宮城県,大手,540,,1,,,,,,247,,20200221
893,東友エンジニアリング（株）,11-02622,宮城県,中小,703,,829,,571,,343,,215,,20200221
894,東洋技建（株）,11-03956,東京都,中小,540,,929,,289,,59,,247,,20200221
895,東洋技研コンサルタント（株）,11-00290,大阪府,大手,140,,106,,,,,,142,,20200221
896,東洋建設（株）,11-00002,東京都,中小,413,,610,,435,,,,142,,20200221
897,（株）東洋コンサルタント,11-00775,東京都,中小,277,,185,,435,,,,142,,20200221
898,（株）東洋設計,11-00911,石川県,大手,140,,1,,289,,109,,247,,20200221
899,（株）東洋設計事務所,11-04249,東京都,中小,540,,450,,289,,,,247,,20200221
900,東和工研（株）,28-00003,帯広市,中小,34,,361,,435,,109,,,,20200221
901,東和コンサルタント（株）,21-01872,札幌市,中小,363,,731,,,,174,,,,20200221
902,（株）東和設計,11-03986,千葉県,中小,870,,531,,,,,,429,,20200221
903,（有）東和測量,22-03174,滝川市,中小,953,,1172,,,,,,,,20200221
904,トキワ地研（株）,21-00011,札幌市,中小,413,,361,,,,,,53,,20200221
905,都市再生調査事業（同）,11-04344,東京都,中小,934,,1147,,,,411,,,,20200221
906,（株）トップライズ,11-03671,新潟県,大手,33,,450,,394,,391,,,,20200221
907,飛島建設（株）,11-00070,東京都,中小,413,,328,,108,,,,91,,20200221
908,（有）苫小牧測量社,26-00401,苫小牧市,中小,540,,,,,,,,,,20200221
909,（株）巴設計,29-00408,北見市,中小,703,,687,,,,,,,,20200221
910,豊福設計（株）,11-05004,長崎県,中小,277,,267,,,,,,,,20200221
911,（株）トラスト技研,21-01750,札幌市,中小,703,,,,,,,,,,20200221
912,トラバース測量設計（有）,29-00903,紋別郡興部町,中小,945,,,,,,,,,,20200221
913,（株）ドーコン,21-00130,札幌市,大手,34,,1,,35,,59,,27,,20200221
914,（株）ドート,21-01593,札幌市,中小,703,,687,,,,,,,,20200221
915,道建コンサルタント（株）,26-00127,伊達市,中小,540,,489,,,,,,247,,20200221
916,（株）道測テクニス,21-01424,札幌市,中小,363,,929,,,,174,,,,20200221
917,道南測量（株）,26-01037,勇払郡厚真町,中小,945,,,,,,,,,,20200221
918,道南測量設計（株）,23-00416,檜山郡江差町,中小,703,,,,,,,,,,20200221
919,（株）道路計画,11-03955,東京都,中小,817,,450,,435,,,,,,20200221
920,（株）道路建設コンサルタント,11-00905,千葉県,中小,341,,165,,,,,,429,,20200221
921,（株）土木開発センター,25-00082,旭川市,中小,540,,929,,435,,174,,,,20200221
922,（株）ドボク管理,29-00186,北見市,中小,34,,185,,,,109,,,,20200221
923,（株）土木技研,11-04623,岩手県,中小,34,,361,,,,59,,247,,20200221
924,（株）土木技術コンサルタント,28-00321,帯広市,中小,34,,185,,,,,,247,,20200221
925,土木測量設計（株）,28-00385,足寄郡足寄町,中小,540,,929,,,,,,,,20200221
926,（株）ドラムエンジニアリング,11-00491,東京都,中小,817,,314,,,,,,,,20200221
927,若鈴コンサルタンツ（株）,11-00660,愛知県,大手,34,,106,,289,,174,,228,,20200221
928,和歌山航測（株）,11-03058,和歌山県,中小,209,,361,,,,174,,247,,20200221
929,（株）ワコー,11-03634,福岡県,中小,870,,,,,,,,,,20200221
930,和光技研（株）,21-00653,札幌市,中小,34,,185,,435,,109,,91,,20200221
931,（有）和光測量,25-00518,旭川市,中小,540,,,,,,,,,,20200221
932,（株）和田建築設計事務所,11-05050,福島県,中小,945,,1159,,649,,,,,,20200221
933,野外科学（株）,21-00849,札幌市,中小,209,,361,,,,174,,142,,20200221
934,（株）安井測量設計事務所,28-00219,帯広市,中小,209,,489,,,,174,,,,20200221
935,（株）安川測量,25-00584,旭川市,中小,540,,,,,,,,,,20200221
936,八千代エンジニヤリング（株）,11-00164,東京都,大手,140,,1,,76,,174,,27,,20200221
937,（株）山口技研コンサルタント,26-00171,苫小牧市,中小,540,,929,,,,174,,,,20200221
