,firm_name,ceo_name,firm_address,firm_id,civilEngineering_qualification,civilEngineering_rank,civilEngineering_exception,civilEngineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,date
1078,（株）庄田組,庄田　秀憲,愛知県新城市井代字堀之内２７－１,5180301024130,C, 848, ,919,897,1816,C,1066, ,705,0,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 616, ,786,0,786,○, 787, ,853,0,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1079,湘南テクノ（株）,西村　晴幸,神奈川県横浜市旭区さちが丘３－４,3021001031715,C,1233, ,749,836,1585,,,,,,,○, 440, ,802,0,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1134, ,633,0,633,○, 585, ,820,910,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1080,昭和建設（株）,浅野　高司,岐阜県羽島市竹鼻町狐穴１３７４,5200001011112,C,1047, ,972,727,1699,C, 153, ,950,582,1532,,,,,,,,,,,,,D, 476, ,915,0,915,,,,,,,,,,,,,C,1058, ,699,0,699,,,,,,,,,,,,,,,,,,,○, 843, ,702,0,702,○,1535, ,855,0,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1081,昭和コンクリート工業（株）,村瀬　大一郎,岐阜県岐阜市香蘭１－１,2200001002601,C,  92, ,1296,1261,2557,,,,,,,○,  45, ,1146,921,2067,,,,,,,,,,,,,,,,,,,,,,,,,C, 128, ,1075,0,1075,,,,,,,○,  17, ,1387,1611,2998,,,,,,,,,,,,,○, 132, ,1257,1018,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1082,昭和土建（株）,尾関　栄司,愛知県一宮市西島町５－８,9180001084867,C, 443, ,986,1133,2119,C, 147, ,862,679,1541,,,,,,,B, 686, ,690,0,690,C,  特,-03,999,1537,2536,○, 507, ,825,0,825,,,,,,,C,1087, ,692,0,692,○, 521, ,799,0,799,,,,,,,○, 843, ,840,0,840,○, 620, ,750,0,750,○, 491, ,840,993,1833,,,,,,,,,,,,,,,,,,,,,,,,,○, 307, ,825,0,825,,,,,,,,,,,,,,,,,,,20200201
1083,昭和土木（株）,神野　晋也,愛知県名古屋市天白区植田山５－２３０１,7180001023711,C,  41, ,1143,1505,2648,B,  28, ,1113,1115,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 183, ,949,0,949,○, 264, ,899,0,899,○, 525, ,958,0,958,○, 690, ,734,0,734,○,  99, ,958,1429,2387,○, 310, ,734,0,734,○, 197, ,958,0,958,○, 459, ,734,0,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1084,ショーボンド建設（株）,岸本　達也,東京都中央区日本橋箱崎町７－８,2010001131980,C,  特,-03,1583,1425,3008,C, 288, ,1087,0,1087,○,  14, ,1532,1446,2978,,,,,,,B, 128, ,1475,791,2266,,,,,,,,,,,,,C,  85, ,1137,0,1137,○, 133, ,1010,0,1010,○,  27, ,1462,1082,2544,○,  26, ,1306,996,2302,○,   1, ,1318,1188,2506,○,   1, ,1569,1959,3528,,,,,,,○,  50, ,1383,0,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1085,白石建設工業（株）,白石　尚寛,愛媛県新居浜市久保田町３－９－２０,7500001018967,C, 167, ,1067,1367,2434,,,,,,,,,,,,,,,,,,,C, 137, ,1054,933,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1086,（株）白鳥建設,白鳥　太郎,静岡県静岡市葵区梅ヶ島６９２－１,7080001002196,C, 120, ,1058,1448,2506,C,1037, ,712,0,712,○, 369, ,846,0,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 817, ,712,0,712,,,,,,,○,  39, ,963,1240,2203,,,,,,,○, 271, ,908,1139,2047,○, 517, ,682,0,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1087,伸栄建設（株）,出雲　大俊,静岡県静岡市葵区慈悲尾６７－１,3080001001887,C, 526, ,954,1093,2047,C, 584, ,827,0,827,○, 798, ,662,0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1840, ,806,0,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1088,（株）シンキ・コーポレーション,早川　徳道,愛知県東海市加木屋町鈴井田２７－１,4180001088864,C, 954, ,964,785,1749,C, 459, ,874,0,874,,,,,,,,,,,,,D, 886, ,788,0,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1089,シンクコンストラクション（株）,正路　隆弘,広島県東広島市西条土与丸１－５－５５,6240001022609,C, 600, ,1001,981,1982,B,  73, ,906,1179,2085,,,,,,,,,,,,,D, 539, ,899,0,899,○, 440, ,849,0,849,,,,,,,,,,,,,○, 323, ,861,0,861,,,,,,,○, 271, ,924,626,1550,,,,,,,○, 732, ,949,665,1614,,,,,,,,,,,,,,,,,,,,,,,,,○, 344, ,804,0,804,,,,,,,,,,,,,,,,,,,20200201
1090,（株）眞建,小倉　眞左美,三重県南牟婁郡御浜町大字下市木４６４７－３４,1190001004410,C, 812, ,837,1001,1838,C,1368, ,624,0,624,,,,,,,,,,,,,D,1240, ,700,0,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 302, ,746,717,1463,,,,,,,○, 887, ,726,753,1479,○,  63, ,624,831,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1091,信号器材（株）,前島　敏雄,神奈川県川崎市中原区市ノ坪１６０,2020001069493,C, 362, ,1128,1070,2198,C, 414, ,901,0,901,○, 220, ,1026,0,1026,,,,,,,D, 193, ,1094,0,1094,,,,,,,B, 183, ,1088,765,1853,,,,,,,○, 325, ,861,0,861,○, 140, ,1026,0,1026,○, 509, ,968,0,968,○,   8, ,1164,1032,2196,○, 197, ,1232,932,2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 402, ,886,0,886,○, 300, ,950,0,950,20200201
1092,（株）真光組,矢田　慶典,三重県三重郡菰野町大字神森字南川原６１２,7190001016887,C, 565, ,951,1056,2007,C, 628, ,813,0,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1700, ,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1093,信幸建設（株）,高橋　功,東京都千代田区神田司町２－２－７,1010001018642,C, 521, ,1201,850,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,  35, ,1098,672,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1094,（株）新光土木,小沢　和也,山梨県甲斐市竜王２４７６－１,6090001002618,C, 518, ,815,1239,2054,C,1328, ,642,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1082, ,615,0,615,○, 931, ,641,0,641,○,1384, ,683,0,683,,,,,,,○, 662, ,683,980,1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1095,シンコー開発（株）,星山　寿也,京都府舞鶴市字伊佐津６５,1130001043447,C, 574, ,953,1048,2001,B, 242, ,867,901,1768,○, 522, ,768,0,768,B, 566, ,711,0,711,D, 694, ,843,0,843,○, 683, ,768,0,768,,,,,,,C, 641, ,791,0,791,○, 633, ,767,0,767,○, 588, ,794,0,794,○, 903, ,826,0,826,○, 665, ,737,0,737,○, 737, ,846,762,1608,,,,,,,○, 453, ,826,0,826,○, 368, ,768,0,768,,,,,,,○, 438, ,752,0,752,,,,,,,,,,,,,,,,,,,20200201
1096,シンコー・テクノ（株）,大場　達也,東京都港区港区海岸３－１８－２１,6010401093512,C,1253, ,851,719,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1066, ,626,0,626,○, 894, ,671,0,671,,,,,,,,,,,,,○,2522, ,696,0,696,○, 569, ,671,0,671,○, 642, ,696,0,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1097,新拓興産（株）,久保田　弘司,岐阜県養老郡養老町高田６６８－３,8200001015003,C, 988,-01,890,838,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1456,-01,872,0,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1098,（株）新東建設,加藤　照彦,岐阜県関市東新町４丁目９９－２,3200001019223,C, 842, ,938,882,1820,C,  16, ,810,871,1681,,,,,,,,,,,,,C, 226, ,1040,807,1847,○, 392, ,866,0,866,,,,,,,,,,,,,,,,,,,,,,,,,○, 873, ,832,0,832,,,,,,,○,1673, ,832,0,832,,,,,,,,,,,,,,,,,,,,,,,,,○, 240, ,866,0,866,,,,,,,,,,,,,,,,,,,20200201
1099,信藤建設（株）,伊藤　秀樹,三重県四日市市川合町２,9190001015136,C,  91, ,1070,1488,2558,C, 367, ,929,0,929,,,,,,,B, 522, ,719,0,719,D, 915, ,781,0,781,,,,,,,,,,,,,,,,,,,○, 318, ,865,0,865,○, 382, ,851,0,851,○, 626, ,904,0,904,,,,,,,○, 470, ,904,949,1853,,,,,,,,,,,,,○, 500, ,719,0,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1100,新富産業（株）,冨田　行雄,福井県福井市成和１－２０２,4210001001534,C,1342, ,742,760,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 659, ,768,0,768,B, 110, ,974,989,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 135, ,689,0,689,,,,,,,○, 123, ,930,989,1919,,,,,,,○, 471, ,835,0,835,20200201
1101,（株）新内,吉田　秀則,福井県福井市花堂中１－５－６,3210001001535,C,1038, ,909,795,1704,C,  37, ,856,802,1658,,,,,,,,,,,,,D, 586, ,879,0,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2023, ,779,0,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1102,新日本工業（株）,金子　佳正,東京都江東区佐賀１－１１－１１,9010601002113,C, 161, ,1106,1337,2443,,,,,,,,,,,,,B, 169, ,841,0,841,C, 246, ,1097,718,1815,,,,,,,,,,,,,,,,,,,,,,,,,○, 346, ,864,0,864,○, 816, ,845,0,845,,,,,,,○, 460, ,864,1004,1868,○,  12, ,928,1271,2199,○,  21, ,864,933,1797,○, 199, ,864,0,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1103,神野建設（株）,平野　治,愛知県豊橋市神野新田町字コノ割９－１,5180301005881,C, 116, ,1122,1393,2515,C, 392, ,914,0,914,,,,,,,B, 462, ,729,0,729,C,   4, ,1097,1142,2239,○, 321, ,899,0,899,,,,,,,,,,,,,○, 304, ,871,0,871,○, 317, ,875,0,875,,,,,,,,,,,,,○, 269, ,933,1115,2048,○,  40, ,912,801,1713,,,,,,,○, 235, ,834,0,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1104,新橋屋建設（株）,丸山　篤志,長野県上伊那郡箕輪町大字東箕輪５１８３,4100001021535,C,1287, ,898,642,1540,C, 895, ,742,0,742,,,,,,,B, 557, ,713,0,713,C, 293, ,862,879,1741,○, 513, ,822,0,822,,,,,,,C, 871, ,736,0,736,,,,,,,,,,,,,,,,,,,○, 753, ,718,0,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1105,（株）新村組,新村　奈津江,静岡県静岡市葵区入島２５５番地,4080001002083,C,1169, ,831,799,1630,C,1215, ,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 949, ,678,0,678,,,,,,,○, 159, ,737,994,1731,,,,,,,○, 537, ,737,1052,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1106,新陽工業（株）,新井　政智,三重県四日市市大字塩浜４１０１－５,9190001015160,C, 955, ,946,803,1749,C, 522, ,849,0,849,○, 658, ,716,0,716,,,,,,,D, 974, ,763,0,763,,,,,,,,,,,,,C, 876, ,735,0,735,,,,,,,,,,,,,,,,,,,,,,,,,○,1786, ,814,0,814,○, 529, ,681,0,681,,,,,,,,,,,,,,,,,,,,,,,,,○, 893, ,681,0,681,,,,,,,,,,,,,20200201
1107,親和建設（株）,新美　慶太郎,愛知県碧南市松本町３６－２,7180301015953,C,1197, ,902,708,1610,C, 618, ,815,0,815,○, 614, ,734,0,734,B, 517, ,720,0,720,C,  73, ,950,1157,2107,○, 261, ,934,0,934,,,,,,,,,,,,,○, 555, ,789,0,789,○, 640, ,775,0,775,○, 979, ,809,0,809,○, 656, ,739,0,739,○,1492, ,863,0,863,,,,,,,,,,,,,○, 460, ,734,0,734,,,,,,,○, 299, ,826,0,826,,,,,,,,,,,,,,,,,,,20200201
1108,伸和建設（株）,新木　正明,愛知県北設楽郡豊根村三沢字上平７－４,7180301024203,C,1062, ,873,815,1688,,,,,,,,,,,,,,,,,,,D, 962, ,767,0,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2149, ,757,0,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1109,須賀（株）,岡田　達也,三重県鈴鹿市須賀２－５１７－１,1190001005557,C,1168, ,893,737,1630,C, 713, ,788,0,788,○, 776, ,673,0,673,,,,,,,,,,,,,,,,,,,,,,,,,C,1227, ,660,0,660,○, 678, ,755,0,755,○, 720, ,750,0,750,○,1078, ,782,0,782,,,,,,,○,2003, ,782,0,782,,,,,,,○, 529, ,782,0,782,○, 612, ,673,0,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1110,菅沼建設（株）,菅沼　敬夫,静岡県田方郡函南町仁田１３－９,6080101005736,C,1158, ,931,705,1636,C, 838, ,755,0,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 994, ,805,0,805,,,,,,,○,1846, ,805,0,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1111,菅原建設（株）,下田　徳行,茨城県水戸市白梅１－２－３３,5050001001392,C, 136, ,1167,1312,2479,B, 130, ,1007,937,1944,,,,,,,B, 497, ,724,0,724,,,,,,,,,,,,,,,,,,,,,,,,,○, 268, ,892,0,892,○, 262, ,901,0,901,○, 513, ,964,0,964,,,,,,,○, 576, ,964,774,1738,○,  27, ,980,901,1881,○, 192, ,964,0,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1112,（株）菅原土木,藤城　利仁,愛知県田原市白谷町坂下３１２－１,3180301007715,C,1207, ,929,675,1604,C, 614, ,816,0,816,,,,,,,B, 716, ,681,0,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1113,杉江建設工業（株）,杉江　大三,愛知県西尾市一色町前野荒子１－８,6180301023288,C, 857, ,1043,765,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 443, ,856,0,856,,,,,,,○, 404, ,841,0,841,○, 712, ,877,0,877,,,,,,,,,,,,,○, 337, ,725,0,725,○, 337, ,877,0,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1114,（株）椙岡組,椙岡　典昭,岐阜県安八郡神戸町大字丈六道２０－２,7200001014600,C, 399, ,977,1184,2161,B, 277, ,882,848,1730,○, 657, ,716,0,716,B, 656, ,696,0,696,,,,,,,,,,,,,,,,,,,,,,,,,○, 449, ,822,0,822,○, 575, ,797,0,797,○, 834, ,841,0,841,,,,,,,○, 305, ,841,1174,2015,,,,,,,,,,,,,○, 507, ,716,0,716,,,,,,,,,,,,,○, 856, ,696,0,696,○, 744, ,696,0,696,,,,,,,20200201
1115,（株）杉建,杉本　敏,岐阜県高山市岡本町１－９８－８,9200001024894,C, 556, ,970,1045,2015,C, 714, ,788,0,788,○, 367, ,850,0,850,B, 450, ,734,0,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 527, ,956,0,956,,,,,,,○,1374, ,897,0,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1116,（株）杉田組,杉田　昌巳,愛知県豊田市稲武町中シモ田３－６,6180301019988,C,1170, ,846,783,1629,C,1091, ,701,0,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 861, ,701,0,701,,,,,,,○,1232, ,738,0,738,,,,,,,○,2293, ,738,0,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1117,（株）杉本組,杉本　智哉,三重県四日市市石原町１,9190001015219,C, 204, ,1026,1358,2384,C, 338, ,959,0,959,○, 513, ,771,0,771,,,,,,,C, 291, ,966,778,1744,,,,,,,,,,,,,,,,,,,○, 311, ,868,0,868,○, 433, ,835,0,835,○, 690, ,882,0,882,,,,,,,○, 291, ,882,1149,2031,,,,,,,○, 320, ,882,0,882,○, 359, ,771,0,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1118,杉山建設（株）,杉山　文康,岐阜県本巣市海老４３０,3200001010000,C,  39, ,1119,1534,2653,B, 108, ,1029,982,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 209, ,922,0,922,○, 276, ,893,0,893,○, 543, ,946,0,946,○, 658, ,739,0,739,○, 148, ,946,1309,2255,,,,,,,,,,,,,○, 327, ,786,0,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1119,（株）杉山工務店,杉山　裕巳,静岡県藤枝市駅前２－４－１６,3080001016497,C,1225, ,837,755,1592,,,,,,,,,,,,,,,,,,,C, 497, ,804,619,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1120,（株）鈴木組,鈴木　源士,静岡県富士宮市小泉３６２－６,6080101011528,C,1284, ,878,667,1545,C, 909, ,738,0,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1106, ,773,0,773,,,,,,,○,2050, ,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1121,（株）鈴木土建,鈴木　徹,静岡県牧之原市堀野新田１６１,9080001013654,C, 672, ,971,949,1920,C, 778, ,772,0,772,,,,,,,B, 672, ,693,0,693,D, 676, ,848,0,848,,,,,,,,,,,,,C, 732, ,765,0,765,○, 635, ,766,0,766,,,,,,,○, 882, ,830,0,830,,,,,,,○, 855, ,830,683,1513,○, 478, ,693,0,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1122,（株）鈴恭組,鈴木　和男,静岡県磐田市寺谷新田３３－１,7080401015847,C, 256, ,1005,1325,2330,B,  34, ,968,1245,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 361, ,851,0,851,,,,,,,○, 754, ,864,0,864,,,,,,,○, 263, ,864,1190,2054,○, 454, ,699,0,699,,,,,,,○, 543, ,699,0,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1123,（株）鈴鍵,鈴木　元弘,愛知県豊田市中金町塚ノ本１１１－３,6180301018486,C,1154, ,971,668,1639,,,,,,,,,,,,,B,  50, ,1007,0,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 655, ,891,0,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1124,鈴中工業（株）,鈴木　康仁,愛知県名古屋市中区丸の内１－９－７,9180301011100,C,  特,-06,1263,1595,2858,B,  51, ,1049,1102,2151,○, 259, ,966,0,966,B, 184, ,831,0,831,C,  特,-07,1240,1196,2436,,,,,,,,,,,,,,,,,,,○, 176, ,957,0,957,○, 179, ,969,0,969,○, 443, ,1037,0,1037,,,,,,,○, 381, ,1037,913,1950,○,  24, ,1026,923,1949,○, 142, ,1037,0,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1125,鈴博建設（株）,鈴木　博貴,愛知県西尾市吉良町上横須賀宮前１６３,5180301023033,C,1096, ,890,780,1670,C,1113, ,695,0,695,,,,,,,B, 849, ,644,0,644,C, 288, ,808,941,1749,○, 653, ,774,0,774,,,,,,,C,1271, ,644,0,644,○, 886, ,694,0,694,,,,,,,,,,,,,○,1059, ,659,0,659,○, 615, ,766,938,1704,○, 620, ,649,0,649,,,,,,,○, 520, ,709,0,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1126,鈴与建設（株）,大石　泰明,静岡県静岡市清水区松原町５－１７,9080001009462,C,  23, ,1287,1401,2688,B,  12, ,1108,1180,2288,○, 230, ,1007,0,1007,B,  54, ,998,0,998,B,  72, ,1431,1043,2474,○,  51, ,1298,0,1298,C, 211, ,979,0,979,C, 185, ,1000,0,1000,○, 147, ,995,0,995,○, 146, ,1007,0,1007,○, 426, ,1065,0,1065,,,,,,,○, 135, ,1067,1203,2270,○, 158, ,875,0,875,○, 124, ,1065,0,1065,,,,,,,,,,,,,○,  76, ,1111,0,1111,○, 388, ,992,0,992,○, 341, ,992,0,992,○, 355, ,903,0,903,20200201
1127,須藤建設工業（株）,須藤　昌昭,愛知県豊田市鴻ノ巣町５－５１,4180301018505,C, 546, ,1029,994,2023,B, 165, ,929,956,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 407, ,835,0,835,○, 554, ,802,0,802,○, 776, ,856,0,856,,,,,,,○,1530, ,856,0,856,,,,,,,○, 381, ,856,0,856,○, 527, ,705,0,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1128,（株）砂原建設工業,砂原　大人,富山県富山市呉羽町２１６４－１２,3230001001351,C,1378, ,851,620,1471,C,1086, ,702,0,702,○, 770, ,675,0,675,,,,,,,C, 307, ,883,840,1723,○, 682, ,768,0,768,,,,,,,C,1177, ,675,0,675,○, 858, ,702,0,702,○, 712, ,754,0,754,○,1082, ,781,0,781,○, 986, ,675,0,675,○,2011, ,781,0,781,,,,,,,○, 531, ,781,0,781,,,,,,,,,,,,,○, 404, ,768,0,768,○, 913, ,675,0,675,○, 800, ,675,0,675,,,,,,,20200201
1129,スバル興業（株）,永田　泉治,東京都千代田区有楽町１－１０－１,3010001008699,C, 463, ,1276,821,2097,C, 281, ,1124,0,1124,○, 155, ,1278,0,1278,B,  48, ,1010,0,1010,,,,,,,,,,,,,,,,,,,,,,,,,○, 115, ,1052,0,1052,○, 103, ,1138,0,1138,○, 416, ,1080,0,1080,○, 259, ,1038,0,1038,○,  16, ,1363,1519,2882,,,,,,,○, 100, ,1138,0,1138,,,,,,,,,,,,,,,,,,,○, 291, ,1210,0,1210,,,,,,,,,,,,,20200201
1130,（株）スポーツテクノ和広,高松　保雄,東京都品川区南大井３－６－１８,4010701005061,C, 646, ,1180,765,1945,C, 278, ,1132,0,1132,,,,,,,B,  70, ,954,0,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200201
1131,須山建設（株）,須山　宏造,静岡県浜松市中区布橋２－６－１,5080401002624,C,  10, ,1382,1352,2734,B,  36, ,1171,1037,2208,○, 215, ,1031,0,1031,B, 130, ,876,0,876,C, 117, ,1430,586,2016,○,  96, ,1160,0,1160,C, 252, ,951,0,951,C, 258, ,953,0,953,○, 112, ,1058,0,1058,○, 123, ,1068,0,1068,○, 386, ,1169,0,1169,○, 375, ,874,0,874,○,1066, ,1142,0,1142,○, 163, ,871,0,871,,,,,,,○, 162, ,899,0,899,,,,,,,○,  65, ,1155,0,1155,,,,,,,,,,,,,,,,,,,20200201
1132,スワテック建設（株）,岩波　寿亮,長野県諏訪市城南２－２３５３,1100001018443,C, 319, ,1115,1135,2250,B, 189, ,995,853,1848,○, 340, ,869,0,869,B, 159, ,848,0,848,C, 154, ,1159,806,1965,○, 120, ,1096,0,1096,C, 507, ,835,0,835,C, 398, ,872,0,872,○, 237, ,908,0,908,,,,,,,○, 199, ,982,671,1653,○, 370, ,875,0,875,○,1195, ,984,0,984,○, 230, ,783,0,783,,,,,,,,,,,,,,,,,,,○, 141, ,961,0,961,,,,,,,,,,,,,,,,,,,20200201
