,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
232,（株）沖縄エネテック,4360001008655,沖縄県,中小企業,721,,407,,1033,,792,,793,,20200201
233,沖縄企画開発（株）,7360001013735,沖縄県,中小企業,1270,,,,1276,,715,,738,,20200201
234,（株）沖縄計測,8360001007273,沖縄県,中小企業,797,,,,1295,,486,,,,20200201
235,（株）沖縄構造設計,3360001007617,沖縄県,中小企業,1050,,,,1225,,710,,,,20200201
236,（有）沖繩磁探総業,2360002000844,沖縄県,中小企業,687,,,,,,,,,,20200201
237,沖縄シビル開発（株）,1360001020407,沖縄県,中小企業,1378,,,,1789,,,,,,20200201
238,（株）沖縄設計センター,2360001000341,沖縄県,中小企業,987,,,,854,,679,,,,20200201
239,（株）沖縄総研,6360001000370,沖縄県,中小企業,1304,,969,,1671,,771,,240,,20200201
240,（株）沖縄高崎コンサルタント,2360001011512,沖縄県,中小企業,1430,,,,1847,,,,,,20200201
241,（株）沖縄探査開発,4360001008614,沖縄県,中小企業,1181,,,,,,329,,,,20200201
242,（株）沖縄チャンドラー,6360001000437,沖縄県,中小企業,1298,,949,,1368,,708,,712,,20200201
243,（株）沖縄中央エンジニアリング,1360001008617,沖縄県,中小企業,902,,,,1031,,160,,,,20200201
244,（株）沖縄土木設計コンサルタント,7360001008561,沖縄県,中小企業,402,,780,,508,,406,,573,,20200201
245,（株）沖縄プランニング,5360001002351,沖縄県,中小企業,989,,,,579,,693,,,,20200201
246,（株）沖縄用地測量設計,5360001000529,沖縄県,中小企業,890,,818,,1587,,,,71,,20200201
247,（株）沖縄ランドコンサルタント,3360001000539,沖縄県,中小企業,1241,,904,,,,,,111,,20200201
248,沖昌エンジニアリング（株）,5011501009391,東京都,大企業,254,,947,,187,,,,,,20200201
249,（株）オクトコンサルタント,9320001003093,大分県,中小企業,668,,,,1018,,,,721,,20200201
250,（株）オクパック,6320001007782,大分県,中小企業,1343,,,,1355,,791,,,,20200201
251,（株）奥村組,7120001004931,大阪府,大企業,421,,147,,412,,,,,,20200201
252,（株）押川測量設計,5290801000470,福岡県,中小企業,789,,,,1507,,,,544,,20200201
253,（有）オフィスツーワン,2240002036438,広島県,中小企業,1353,,,,1730,,,,,,20200201
254,（株）オリエンタルコンサルタンツ,4011001005165,東京都,大企業,226,,143,,5,,55,,237,,20200201
255,（株）オリエントアイエヌジー,5310001000392,長崎県,中小企業,308,,749,,705,,386,,129,,20200201
256,オリエントエンジニアリング（株）,3340001000771,鹿児島県,中小企業,1208,,,,1129,,,,638,,20200201
257,オリジナル設計（株）,8011001065098,東京都,大企業,212,,199,,52,,437,,,,20200201
258,（株）オリンピアコンサルタント,2200001013350,岐阜県,中小企業,676,,,,803,,,,,,20200201
259,（株）オルビットプラン,2020001042005,神奈川県,中小企業,1354,,,,1735,,774,,,,20200201
260,ＨＡＲＶＥＹ（株）,1180001123913,愛知県,中小企業,1367,,,,1414,,,,,,20200201
261,パーソンラボ（株）,2120101027928,大阪府,中小企業,1389,,,,1387,,,,,,20200201
262,（株）パートナーズ,6180301025227,愛知県,大企業,422,,,,376,,,,,,20200201
263,（株）ハイウェイ・エンジニアリング,4180001039751,愛知県,中小企業,647,,,,216,,,,,,20200201
264,（株）萩原技研,3340001003493,鹿児島県,中小企業,112,,548,,322,,613,,85,,20200201
265,（株）ハシカンプラ,9370001020489,宮城県,中小企業,1352,,,,1392,,,,,,20200201
266,橋口技術設計（株）,4310001008338,長崎県,中小企業,664,,,,1020,,739,,695,,20200201
267,（株）橋組,2310001005898,長崎県,中小企業,771,,,,1147,,,,,,20200201
268,パシフィックコンサルタンツ（株）,8013401001509,東京都,大企業,108,,48,,2,,33,,557,,20200201
269,（株）橋本測地設計事務所,9120901008014,大阪府,中小企業,487,,,,1454,,,,,,20200201
270,（株）パスコ,5013201004656,東京都,大企業,1,,215,,11,,72,,300,,20200201
271,（株）八大,8310002003747,長崎県,中小企業,1362,,,,1768,,815,,,,20200201
272,（株）八光開発コンサルタント,6350001008209,宮崎県,中小企業,298,,,,519,,179,,268,,20200201
273,（株）八州,1010601035005,東京都,大企業,8,,,,169,,170,,64,,20200201
274,（株）果無,8170001009529,和歌山県,中小企業,830,,,,1104,,651,,623,,20200201
275,（株）はとコンサルタント,8250001010718,山口県,中小企業,1334,,,,1851,,,,872,,20200201
276,（有）羽生土木設計,7360002022272,沖縄県,中小企業,1047,,,,1267,,673,,733,,20200201
277,（株）パブリック,7290001027536,福岡県,中小企業,1391,,,,1067,,,,,,20200201
278,（株）パブリックコンサルタント,3330001003809,熊本県,中小企業,852,,,,1103,,,,,,20200201
279,（株）濱設計,5360001007400,沖縄県,中小企業,679,,,,856,,699,,,,20200201
