,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
42,鹿島道路（株）,吉弘　英光,東京都文京区後楽１－７－２７　後楽鹿島ビル　８Ｆ,1010001001805,B,37,,1639,1197,2836,A,5,,1744,1905,3649,○,71,,1111,781,1892,B,18,,1157,0,1157,C,647,,1418,0,1418,○,84,,1249,0,1249,C,317,,918,0,918,,,,,,,○,2,,1559,1567,3126,○,111,,1209,0,1209,○,363,,1378,0,1378,○,260,,1034,0,1034,○,10,,1485,1379,2864,,,,,,,,,,,,,○,71,,1111,0,1111,,,,,,,,,,,,,○,286,,1156,0,1156,,,,,,,,,,,,,○,22,,1506,0,1506,20211101
43,（株）加藤建設,加藤　徹,愛知県海部郡蟹江町大字蟹江新田字下市場１９－１,1180001096804,B,13,,1509,1574,3083,A,38,,1320,1134,2454,○,207,,984,0,984,B,110,,895,0,895,C,79,,1135,1062,2197,,,,,,,,,,,,,,,,,,,○,68,,1168,0,1168,○,129,,1121,0,1121,○,399,,1194,0,1194,,,,,,,○,37,,1305,1281,2586,○,170,,881,0,881,○,75,,1194,0,1194,,,,,,,,,,,,,○,106,,1004,0,1004,,,,,,,,,,,,,,,,,,,○,54,,1338,0,1338,20211101
44,株木建設（株）,株木　康吉,茨城県水戸市吉沢町３１１－１,7050001004071,B,23,,1387,1564,2951,B,67,,952,1230,2182,○,183,,1040,0,1040,B,175,,837,0,837,B,45,,1399,1185,2584,○,92,,1204,0,1204,,,,,,,C,323,,926,0,926,○,230,,904,0,904,○,175,,1006,0,1006,○,434,,1093,0,1093,,,,,,,○,53,,1189,1288,2477,○,15,,1130,1013,2143,○,104,,1093,0,1093,○,174,,888,0,888,,,,,,,○,52,,1175,0,1175,,,,,,,,,,,,,,,,,,,○,95,,1205,0,1205,20211101
45,（株）桑原組,桑原　勝良,滋賀県高島市安曇川町西万木９２６,4160001012347,B,29,,1401,1502,2903,A,23,,1304,1517,2821,○,170,,1062,0,1062,,,,,,,B,29,,1403,1284,2687,○,110,,1152,0,1152,,,,,,,C,374,,901,0,901,○,76,,1141,0,1141,○,136,,1097,0,1097,○,411,,1167,0,1167,,,,,,,○,64,,1167,1266,2433,○,153,,901,0,901,○,83,,1167,0,1167,○,77,,1062,0,1062,,,,,,,○,58,,1152,0,1152,○,344,,1025,0,1025,,,,,,,,,,,,,○,72,,1266,0,1266,20211101
46,国土開発工業（株）,林　伊佐雄,神奈川県厚木市中町２―６―１０,3021001020759,B,32,,1299,1564,2863,B,540,,853,731,1584,○,209,,979,0,979,B,238,,803,0,803,D,293,,979,0,979,○,199,,979,0,979,,,,,,,,,,,,,○,384,,853,0,853,○,193,,979,0,979,○,196,,1032,758,1790,,,,,,,○,54,,1118,1357,2475,○,286,,780,0,780,○,137,,1032,0,1032,○,109,,979,0,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,134,,1126,0,1126,20211101
47,松尾建設（株）,松尾　哲吾,佐賀県佐賀市多布施１－４－２７,6300001000905,B,7,,1510,1639,3149,A,17,,1431,1716,3147,○,143,,1181,0,1181,B,94,,911,0,911,B,19,,1675,1094,2769,○,56,,1397,0,1397,C,210,,991,0,991,C,159,,1062,0,1062,○,17,,1211,1123,2334,○,21,,1381,1450,2831,○,386,,1273,0,1273,○,310,,936,0,936,○,31,,1291,1348,2639,○,98,,1009,0,1009,○,70,,1229,0,1229,○,51,,1181,0,1181,,,,,,,○,39,,1264,0,1264,○,420,,911,0,911,○,406,,911,0,911,,,,,,,○,48,,1354,0,1354,20211101
48,村本建設（株）,村本　吉弘,奈良県北葛城郡広陵町大字平尾１１－１,1150001014512,B,8,,1561,1579,3140,B,706,,1058,0,1058,○,34,,1177,1252,2429,B,61,,968,0,968,B,特,-05,1703,1535,3238,○,5,,1297,1025,2322,C,191,,1020,0,1020,C,87,,1175,0,1175,○,96,,1037,0,1037,○,114,,1177,0,1177,○,85,,1254,790,2044,,,,,,,○,81,,1254,1117,2371,○,99,,1008,0,1008,○,65,,1254,0,1254,○,52,,1177,0,1177,,,,,,,○,32,,1297,0,1297,,,,,,,,,,,,,○,259,,1020,0,1020,○,73,,1254,0,1254,20211101
49,名工建設（株）,渡邉　清,愛知県名古屋市中村区名駅１－１－４　ＪＲセントラルタワーズ３４階,1180001027354,B,特,-06,1785,1528,3313,B,669,,1278,0,1278,○,127,,1339,0,1339,B,8,,1260,0,1260,B,特,-04,1632,1650,3282,○,57,,1395,0,1395,,,,,,,,,,,,,○,61,,1263,0,1263,○,90,,1372,0,1372,○,319,,1534,0,1534,○,220,,1198,0,1198,○,20,,1572,1127,2699,○,94,,1043,0,1043,○,48,,1363,0,1363,○,42,,1235,0,1235,,,,,,,○,29,,1321,0,1321,,,,,,,,,,,,,,,,,,,○,18,,1533,0,1533,20211101
50,（株）森組,吉田　裕司,大阪府大阪市中央区道修町４－５－１７,4120001077567,B,5,,1493,1704,3197,B,811,,893,0,893,○,157,,1114,0,1114,B,56,,982,0,982,C,612,,1485,0,1485,○,94,,1188,0,1188,C,277,,937,0,937,C,172,,1055,0,1055,○,259,,893,0,893,○,45,,1114,842,1956,○,35,,1188,1019,2207,○,286,,970,0,970,○,126,,1188,1073,2261,○,163,,893,0,893,○,76,,1188,0,1188,○,70,,1114,0,1114,,,,,,,,,,,,,,,,,,,,,,,,,○,322,,937,0,937,○,104,,1188,0,1188,20211101
51,（株）森本組,小林　宗二,大阪府大阪市中央区南本町２－６－１２,7120001106637,B,19,,1425,1590,3015,B,1149,,782,0,782,○,210,,977,0,977,B,279,,780,0,780,B,24,,1389,1325,2714,,,,,,,,,,,,,C,238,,986,0,986,○,671,,782,0,782,○,172,,1008,0,1008,○,191,,1102,695,1797,,,,,,,○,1075,,1102,0,1102,○,310,,768,0,768,○,101,,1102,0,1102,○,111,,977,0,977,,,,,,,○,72,,1083,0,1083,,,,,,,,,,,,,,,,,,,○,151,,1102,0,1102,20211101
52,日本国土開発（株）,朝倉　健夫,東京都港区赤坂４－９－９,3010401022812,B,特,-03,1693,1664,3357,B,724,,1008,0,1008,○,140,,1190,0,1190,B,55,,983,0,983,B,特,-07,1775,1429,3204,○,63,,1355,0,1355,C,117,,1117,0,1117,C,32,,1287,0,1287,○,136,,972,0,972,○,30,,1237,1032,2269,○,93,,1335,696,2031,,,,,,,○,116,,1473,801,2274,○,100,,1006,0,1006,○,52,,1335,0,1335,○,49,,1190,0,1190,○,43,,971,0,971,,,,,,,○,287,,1154,0,1154,,,,,,,,,,,,,,,,,,,20211101
53,（株）ノバック,立花　充,兵庫県姫路市北条１－９２,4140001058111,B,12,,1380,1716,3096,B,779,,918,0,918,,,,,,,B,62,,965,0,965,C,41,,1401,876,2277,○,135,,1092,0,1092,,,,,,,,,,,,,○,213,,911,0,911,○,167,,1011,0,1011,○,139,,1095,808,1903,,,,,,,○,489,,1095,757,1852,○,190,,855,0,855,○,103,,1095,0,1095,○,124,,955,0,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,158,,1095,0,1095,20211101
54,りんかい日産建設（株）,前田　祐治,東京都港区芝２－３－８,3010401031409,B,10,,1541,1581,3122,B,705,,1059,0,1059,○,186,,1035,0,1035,,,,,,,B,56,,1510,1014,2524,○,108,,1153,0,1153,,,,,,,,,,,,,○,112,,1006,0,1006,○,141,,1080,0,1080,○,406,,1181,0,1181,,,,,,,,,,,,,○,11,,1297,1008,2305,,,,,,,,,,,,,,,,,,,○,57,,1153,0,1153,,,,,,,,,,,,,,,,,,,○,106,,1181,0,1181,20211101
55,佐田建設（株）,土屋　三幸,群馬県前橋市元総社町１－１－７,9070001001420,B,27,,1394,1518,2912,B,3,,1158,1233,2391,○,184,,1040,0,1040,A,125,,861,748,1609,B,特,-10,1442,1665,3107,○,90,,1215,0,1215,C,287,,932,0,932,C,158,,1063,0,1063,○,89,,1058,0,1058,○,151,,1051,0,1051,○,11,,1219,1238,2457,,,,,,,○,58,,1255,1193,2448,○,202,,846,0,846,○,93,,1130,0,1130,○,82,,1040,0,1040,,,,,,,○,63,,1140,0,1140,○,414,,915,0,915,○,402,,915,0,915,,,,,,,○,86,,1222,0,1222,20211101
56,西武建設（株）,佐藤　誠,埼玉県所沢市くすのき台１－１１－１,3013301006249,B,1,,1544,1742,3286,B,391,,934,793,1727,○,154,,1134,0,1134,,,,,,,B,44,,1586,998,2584,○,52,,1448,0,1448,C,108,,1129,0,1129,C,56,,1231,0,1231,,,,,,,○,104,,1274,0,1274,○,54,,1329,798,2127,,,,,,,○,937,,1374,0,1374,,,,,,,,,,,,,○,65,,1134,0,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,98,,1200,0,1200,20211101
57,大旺新洋（株）,小西　啓太,高知県高知市仁井田１６２５－２,6490001003781,B,26,,1375,1553,2928,A,28,,1311,1374,2685,○,199,,1009,0,1009,B,159,,847,0,847,C,670,,1359,0,1359,○,105,,1161,0,1161,C,494,,847,0,847,C,312,,930,0,930,○,19,,1127,1080,2207,○,146,,1059,0,1059,○,15,,1138,1288,2426,○,365,,873,0,873,○,57,,1127,1324,2451,○,71,,1204,0,1204,○,14,,1127,797,1924,,,,,,,,,,,,,○,68,,1102,0,1102,○,353,,1009,0,1009,○,351,,1009,0,1009,○,462,,847,0,847,○,132,,1127,0,1127,20211101
58,大日本土木（株）,馬場　義雄,岐阜県岐阜市宇佐南１－３－１１,6200001003034,B,特,-05,1669,1664,3333,B,697,,1092,0,1092,○,151,,1144,0,1144,B,9,,1231,0,1231,B,特,-03,1645,1647,3292,○,81,,1267,0,1267,C,190,,1020,0,1020,C,68,,1214,0,1214,○,95,,1042,0,1042,○,20,,1362,1540,2902,○,384,,1281,0,1281,○,323,,917,0,917,○,86,,1281,1071,2352,○,138,,917,0,917,○,10,,1281,756,2037,○,61,,1144,0,1144,,,,,,,○,38,,1267,0,1267,○,345,,1025,0,1025,○,346,,1025,0,1025,○,258,,1020,0,1020,○,69,,1281,0,1281,20211101
59,大豊建設（株）,大隅　健一,東京都中央区新川１－２４－４,3010001034869,B,特,-01,1677,1762,3439,B,852,,872,0,872,○,203,,989,0,989,B,129,,872,0,872,B,特,-06,1657,1554,3211,,,,,,,C,205,,994,0,994,,,,,,,,,,,,,○,107,,1238,0,1238,○,81,,1258,805,2063,,,,,,,○,939,,1371,0,1371,○,178,,872,0,872,○,62,,1258,0,1258,○,98,,989,0,989,,,,,,,○,44,,1241,0,1241,,,,,,,,,,,,,,,,,,,○,37,,1395,0,1395,20211101
60,ＴＳＵＣＨＩＹＡ（株）,土屋　智義,岐阜県大垣市神田町２－５５,2200001013986,B,25,,1461,1469,2930,B,4,,1235,1154,2389,○,156,,1120,0,1120,B,77,,932,0,932,B,8,,1628,1237,2865,○,85,,1245,0,1245,C,230,,970,0,970,C,240,,980,0,980,○,75,,1143,0,1143,○,130,,1120,0,1120,○,401,,1191,0,1191,,,,,,,○,1016,,1191,0,1191,,,,,,,○,17,,1191,689,1880,○,67,,1120,0,1120,,,,,,,○,43,,1245,0,1245,,,,,,,,,,,,,○,294,,970,0,970,,,,,,,20211101
61,徳倉建設（株）,徳倉　正晴,愛知県名古屋市中区錦３－１３－５,5180001038835,B,39,,1365,1449,2814,B,716,,1037,0,1037,○,254,,924,0,924,B,213,,816,0,816,B,6,,1417,1485,2902,○,132,,1097,0,1097,C,539,,831,0,831,C,250,,966,0,966,○,126,,985,0,985,○,168,,1011,0,1011,○,437,,1091,0,1091,○,426,,831,0,831,○,46,,1091,1421,2512,○,23,,1056,897,1953,○,18,,1091,699,1790,○,142,,924,0,924,,,,,,,○,69,,1097,0,1097,○,423,,910,0,910,○,408,,910,0,910,○,494,,831,0,831,○,161,,1091,0,1091,20211101
62,若築建設（株）,烏田　克彦,東京都目黒区下目黒２－２３－１８,6290801012011,B,特,-02,1671,1695,3366,B,911,,848,0,848,○,179,,1043,0,1043,B,115,,890,0,890,B,2,,1511,1526,3037,○,99,,1173,0,1173,C,359,,893,0,893,C,202,,1031,0,1031,○,407,,848,0,848,○,97,,1291,0,1291,○,88,,1239,801,2040,,,,,,,○,1000,,1239,0,1239,○,4,,1385,1385,2770,○,4,,1239,1087,2326,○,92,,1003,0,1003,,,,,,,○,54,,1173,0,1173,○,262,,1229,0,1229,○,320,,1089,0,1089,○,376,,893,0,893,○,80,,1239,0,1239,20211101
63,矢作建設工業（株）,高柳　充広,愛知県名古屋市東区葵３－１９－７,6180001018506,B,17,,1514,1529,3043,B,769,,932,0,932,,,,,,,,,,,,,C,515,,1658,0,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,355,,1416,0,1416,,,,,,,○,968,,1325,0,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,42,-01,1373,0,1373,20211101
64,吉川建設（株）,吉川　昌利,長野県飯田市松尾町２－２５,8100001022835,B,36,,1275,1569,2844,B,13,,1093,1261,2354,○,68,,948,984,1932,B,173,,839,0,839,C,691,,1314,0,1314,○,118,,1133,0,1133,,,,,,,C,211,,1014,0,1014,○,27,,984,898,1882,○,194,,979,0,979,○,90,,1111,927,2038,○,287,,969,0,969,○,69,,1126,1275,2401,○,189,,856,0,856,○,124,,1048,0,1048,○,129,,948,0,948,,,,,,,○,83,,1050,0,1050,,,,,,,,,,,,,,,,,,,○,111,,1165,0,1165,20211101
65,（株）吉田組,壺阪　博昭,兵庫県姫路市広畑区正門通３－６－２,2140001062214,B,34,,1327,1529,2856,B,258,,973,876,1849,○,329,,857,0,857,B,298,,773,0,773,D,131,,1098,0,1098,○,23,,939,807,1746,C,702,,773,0,773,C,928,,773,0,773,○,402,,849,0,849,○,192,,979,0,979,○,453,,1050,0,1050,○,587,,773,0,773,○,220,,1050,1047,2097,○,17,,1125,926,2051,○,121,,1050,0,1050,○,390,,773,0,773,,,,,,,○,144,,939,0,939,○,494,,857,0,857,○,450,,857,0,857,○,645,,773,0,773,○,200,,1050,0,1050,20211101
66,（株）アースシフト,近藤　隆智,静岡県静岡市葵区山崎２－１７－１６,5080001004979,C,478,,1049,1042,2091,B,822,,885,0,885,○,398,,820,0,820,B,498,,720,0,720,C,506,,833,842,1675,○,556,,820,0,820,,,,,,,C,1256,,726,0,726,○,455,,834,0,834,○,395,,856,0,856,○,560,,938,0,938,○,835,,723,0,723,○,1334,,904,0,904,○,419,,735,0,735,○,291,,903,0,903,○,285,,820,0,820,,,,,,,○,523,,745,0,745,○,752,,730,0,730,○,658,,730,0,730,,,,,,,○,476,,903,0,903,20211101
67,（株）ＩＨＩインフラ建設,森内　昭,東京都江東区東陽７－１－１,5010601000905,C,102,,1202,1313,2515,,,,,,,○,24,,1263,1540,2803,,,,,,,,,,,,,,,,,,,C,513,,840,0,840,,,,,,,,,,,,,○,6,,1432,1815,3247,,,,,,,○,415,,840,0,840,○,26,,1176,1474,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,6,,1395,1669,3064,○,69,,1279,896,2175,○,482,,840,0,840,○,31,,1431,0,1431,20211101
68,（株）青木組,渡邊　一雄,広島県尾道市土堂２－８－１４,6010001036433,C,480,,1084,1006,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,90,,1051,0,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
69,青木建設（株）,滿石　良彦,熊本県球磨郡あさぎり町免田東１７７２,3330001016091,C,266,,1056,1257,2313,B,135,,959,1050,2009,○,377,,830,0,830,B,418,,738,0,738,D,337,,957,0,957,○,501,,832,0,832,,,,,,,,,,,,,○,329,,869,0,869,○,351,,869,0,869,○,486,,998,0,998,,,,,,,○,324,,915,1079,1994,,,,,,,○,267,,915,0,915,○,264,,830,0,830,,,,,,,○,283,,832,0,832,,,,,,,,,,,,,,,,,,,,,,,,,20211101
70,青木マリーン（株）,神原　正明,東京都港区芝４－６－１２　ＴＣＧ芝第２ビル　２階,5120001034105,C,574,,1015,1000,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1224,,689,0,689,○,617,,799,0,799,,,,,,,,,,,,,○,1635,,850,0,850,○,127,,933,0,933,○,438,,850,0,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
71,青葉工業（株）,噂　耕司,香川県高松市林町４７５－１,7470001000292,C,159,,1186,1262,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,14,,1143,1285,2428,,,,,,,○,232,,1002,1081,2083,,,,,,,○,97,,1107,0,1107,○,97,,990,0,990,○,54,,867,0,867,,,,,,,,,,,,,,,,,,,,,,,,,○,260,,1002,0,1002,20211101
72,赤穂産業（株）,竪山　兼二朗,鹿児島県奄美市名瀬伊津部町２９－１５,7340001010511,C,695,,1003,920,1923,B,802,,898,0,898,,,,,,,,,,,,,C,474,,919,797,1716,○,561,,818,0,818,,,,,,,,,,,,,,,,,,,,,,,,,○,749,,880,0,880,○,667,,756,0,756,○,974,,880,431,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
73,（株）東江建設,東江　丈二,沖縄県浦添市内間１－１０－７,5360001008407,C,908,,1028,794,1822,B,1124,,786,0,786,,,,,,,,,,,,,D,122,,1108,0,1108,○,348,,880,0,880,,,,,,,,,,,,,○,718,,770,0,770,○,466,,835,0,835,○,740,,881,0,881,,,,,,,○,1445,,881,0,881,○,50,,852,670,1522,○,343,,881,0,881,○,354,,791,0,791,,,,,,,○,207,,880,0,880,,,,,,,,,,,,,,,,,,,,,,,,,20211101
74,阿久根建設（株）,野元　健一郎,鹿児島県鹿児島市下荒田４－１６－５,7340001000264,C,603,,994,995,1989,B,155,,909,1057,1966,○,461,,787,0,787,,,,,,,C,118,,984,1149,2133,○,334,,886,0,886,,,,,,,,,,,,,○,282,,885,0,885,○,514,,821,0,821,○,829,,862,0,862,○,959,,707,0,707,○,800,,862,668,1530,○,386,,742,0,742,○,402,,862,0,862,○,362,,787,0,787,,,,,,,○,269,,840,0,840,,,,,,,,,,,,,,,,,,,,,,,,,20211101
75,（有）安護建設工業,安護　宗成,沖縄県国頭郡本部町字東１１９,1360002020182,C,789,,925,951,1876,B,1368,,740,0,740,○,895,,691,0,691,B,747,,666,0,666,D,572,,894,0,894,○,830,,761,0,761,C,731,,764,0,764,C,998,,761,0,761,○,977,,720,0,720,○,859,,754,0,754,○,1248,,794,0,794,,,,,,,○,699,,794,828,1622,○,793,,669,0,669,○,644,,794,0,794,○,768,,691,0,691,,,,,,,○,472,,761,0,761,○,981,,670,0,670,○,877,,664,0,664,○,803,,692,0,692,○,935,,794,0,794,20211101
76,旭建設（株）,黒木　繁人,宮崎県日向市向江町１－２００,2350001005944,C,294,,1019,1270,2289,B,22,,974,1352,2326,○,103,,750,877,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,364,,858,0,858,○,67,,823,817,1640,○,95,,952,1070,2022,,,,,,,○,165,,869,1319,2188,○,824,,662,0,662,○,376,,869,0,869,○,483,,750,0,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,361,,947,0,947,20211101
77,朝日工業（株）,瀬尾　直樹,大分県大分市豊海４－３－１９,9320001000421,C,232,,1063,1294,2357,A,29,,1140,1524,2664,,,,,,,B,397,,744,0,744,,,,,,,,,,,,,,,,,,,,,,,,,○,150,,960,0,960,,,,,,,○,89,,1042,997,2039,,,,,,,○,68,,1041,1368,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,335,,960,0,960,20211101
78,（株）旭工建,重里　一文,大阪府大阪市中央区南本町３－６－６,1120101043934,C,297,,1118,1167,2285,B,1600,,712,0,712,○,705,,729,0,729,B,565,,708,0,708,B,38,,1137,1483,2620,○,264,,923,0,923,,,,,,,C,1360,,713,0,713,○,1040,,712,0,712,○,347,,870,0,870,○,585,,930,0,930,,,,,,,○,178,,930,1247,2177,,,,,,,○,241,,930,0,930,○,578,,729,0,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
79,あさひ産業（株）,西村　望,宮崎県日向市大字日知屋１５８３７,7350001006203,C,763,,1012,880,1892,B,206,,976,919,1895,○,650,,740,0,740,,,,,,,D,807,,847,0,847,○,674,,789,0,789,,,,,,,C,1161,,740,0,740,○,275,,887,0,887,,,,,,,○,673,,898,0,898,,,,,,,○,1363,,898,0,898,○,397,,740,0,740,○,303,,898,0,898,,,,,,,,,,,,,○,382,,789,0,789,,,,,,,,,,,,,,,,,,,○,489,,898,0,898,20211101
80,味岡建設（株）,味岡　俊彦,熊本県球磨郡多良木町多良木１４４－１,1330001016085,C,39,,1170,1481,2651,B,140,,1045,953,1998,○,255,,924,0,924,,,,,,,D,156,,1080,0,1080,○,171,,1014,0,1014,,,,,,,C,948,,770,0,770,○,131,,976,0,976,○,171,,1009,0,1009,○,68,,1109,973,2082,○,414,,841,0,841,○,98,,1090,1228,2318,○,316,,767,0,767,○,159,,993,0,993,○,143,,924,0,924,,,,,,,○,179,,909,0,909,,,,,,,,,,,,,,,,,,,,,,,,,20211101
81,（株）飛鳥,菊川　寛治,東京都中野区大和町１－１５－３,3011201000173,C,829,,1031,827,1858,B,1041,,807,0,807,○,258,,919,0,919,B,85,,923,0,923,C,365,,896,952,1848,○,313,,896,0,896,,,,,,,,,,,,,○,998,,717,0,717,○,292,,896,0,896,○,103,,1076,890,1966,,,,,,,○,708,,896,717,1613,,,,,,,○,306,,896,0,896,○,167,,896,0,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,491,,896,0,896,20211101
82,（株）アスク工業,上村　信敏,熊本県菊池郡菊陽町津久礼７６―３,4330001009111,C,884,,986,848,1834,B,246,,943,914,1857,,,,,,,,,,,,,D,200,,1035,0,1035,○,17,,970,873,1843,,,,,,,,,,,,,,,,,,,,,,,,,○,948,,839,0,839,○,887,,716,0,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
83,（株）東組,東　宗弘,和歌山県和歌山市雑賀崎２５０番地,6170001002758,C,98,,1125,1397,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,19,,999,1004,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
84,アスミオ．（株）,吉岡　澄男,福岡県福岡市西区大字羽根戸１５９－４,8290001000302,C,123,,1175,1317,2492,B,233,,932,940,1872,○,298,,874,0,874,B,373,,751,0,751,D,104,,1129,0,1129,○,267,,921,0,921,C,601,,805,0,805,,,,,,,○,369,,857,0,857,○,265,,908,0,908,○,262,,967,681,1648,○,643,,761,0,761,○,562,,967,812,1779,○,364,,747,0,747,○,181,,967,0,967,○,193,,874,0,874,,,,,,,○,159,,921,0,921,,,,,,,,,,,,,,,,,,,○,313,,967,0,967,20211101
85,安積建設（株）,安積　輝義,大阪府枚方市田口４－５９－８,8120001148967,C,246,,1032,1306,2338,B,623,,818,639,1457,,,,,,,,,,,,,C,442,,921,831,1752,,,,,,,,,,,,,C,1630,,680,0,680,,,,,,,,,,,,,○,194,,853,939,1792,,,,,,,○,1611,,853,0,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
86,ＡＮＡＩ（株）,穴井　繁敏,大分県大分市大字中戸次４４６３－１,3320001001994,C,318,,964,1297,2261,B,442,,918,768,1686,○,551,,761,0,761,,,,,,,C,183,,912,1141,2053,○,613,,806,0,806,,,,,,,,,,,,,○,447,,836,0,836,○,564,,811,0,811,○,320,,850,673,1523,,,,,,,○,267,,850,1205,2055,○,594,,707,0,707,○,441,,850,0,850,○,435,,761,0,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211101
87,（株）安部組,安部　勉,大分県別府市京町４－１９,1320001006178,C,327,,1039,1207,2246,B,43,,992,1258,2250,○,681,,733,0,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,288,,883,0,883,○,60,,919,800,1719,○,304,,897,673,1570,○,778,,732,0,732,○,141,,896,1330,2226,○,433,,732,0,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,405,,929,0,929,20211101
88,安部建設（株）,安部　良,大分県津久見市文京町１２－１８,3320201000177,C,764,,931,960,1891,B,1536,,719,0,719,○,679,,734,0,734,B,608,,699,0,699,D,1565,,734,0,734,○,989,,734,0,734,,,,,,,,,,,,,○,983,,719,0,719,○,725,,781,0,781,○,1094,,817,0,817,,,,,,,○,1937,,817,0,817,○,479,,724,0,724,○,565,,817,0,817,○,551,,734,0,734,,,,,,,○,640,,704,0,704,○,787,,719,0,719,,,,,,,,,,,,,○,840,,817,0,817,20211101
89,（株）安部工務店,安部　清美,福岡県北九州市八幡西区真名子２－３－３５,9290801009582,C,845,,919,934,1853,B,1967,,671,0,671,○,987,,671,0,671,,,,,,,D,1979,,671,0,671,○,1326,,671,0,671,,,,,,,C,902,,779,0,779,○,1339,,671,0,671,○,785,,769,0,769,○,1174,,806,0,806,○,1174,,671,0,671,○,233,,806,1275,2081,,,,,,,○,606,,806,0,806,○,854,,671,0,671,,,,,,,○,731,,671,0,671,○,978,,671,0,671,○,861,,671,0,671,,,,,,,○,884,,806,0,806,20211101
