,airconditioning_exception,airconditioning_financial_score,airconditioning_qualification,airconditioning_rank,airconditioning_technical_score,airconditioning_total_score,asphalt_exception,asphalt_financial_score,asphalt_qualification,asphalt_rank,asphalt_technical_score,asphalt_total_score,bridge_exception,bridge_financial_score,bridge_qualification,bridge_rank,bridge_technical_score,bridge_total_score,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_score,bridgemaintenance_technical_score,builiding_exception,builiding_financial_score,builiding_qualification,builiding_rank,builiding_technical_score,builiding_total_score,cement_exception,cement_financial_score,cement_qualification,cement_rank,cement_technical_score,cement_total_score,ceo_name,civilengineering_exception,civilengineering_financial_score,civilengineering_qualification,civilengineering_rank,civilengineering_technical_score,civilengineering_total_score,communication_exception,communication_financial_score,communication_qualification,communication_rank,communication_technical_score,communication_total_score,date,dredging_exception,dredging_financial_score,dredging_qualification,dredging_rank,dredging_technical_score,dredging_total_score,electricity_exception,electricity_financial_score,electricity_qualification,electricity_rank,electricity_technical_score,electricity_total_score,firm_address,firm_id,firm_name,grout_exception,grout_financial_score,grout_qualification,grout_rank,grout_technical_score,grout_total_score,landscaping_exception,landscaping_financial_score,landscaping_qualification,landscaping_rank,landscaping_technical_score,landscaping_total_score,machinery_exception,machinery_financial_score,machinery_qualification,machinery_rank,machinery_technical_score,machinery_total_score,maintenance_exception,maintenance_financial_score,maintenance_qualification,maintenance_rank,maintenance_technical_score,maintenance_total_score,painting_exception,painting_financial_score,painting_qualification,painting_rank,painting_technical_score,painting_total_score,prefab_exception,prefab_financial_score,prefab_qualification,prefab_rank,prefab_technical_score,prefab_total_score,prestressed_exception,prestressed_financial_score,prestressed_qualification,prestressed_rank,prestressed_technical_score,prestressed_total_score,slope_exception,slope_financial_score,slope_qualification,slope_rank,slope_technical_score,slope_total_score,stakeout_exception,stakeout_financial_score,stakeout_qualification,stakeout_rank,stakeout_technical_score,stakeout_total_score,substation_exception,substation_financial_score,substation_qualification,substation_rank,substation_technical_score,substation_total_score,well_exception,well_financial_score,well_qualification,well_rank,well_technical_score,well_total_score,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_technical_score,woodenbuiliding_total_score
1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原　宏美,,842,C,1541,0,842,,,,,,,20211201,,,,,,,,,,,,,岡山県倉敷市児島唐琴３－７－３２,8260001014783,（株）マツマル,,,,,,,,745,○,398,0,745,,,,,,,,752,○,1651,0,752,,,,,,,,,,,,,,,,,,,,773,○,870,0,773,,,,,,,,,,,,,,,,,,,,,,,,
1145,,1001,C,210,0,1001,,1048,B,374,0,1048,,,,,,,,,,,,,,1612,C,337,0,1612,,1047,○,81,0,1047,村上　修,,1347,C,103,1133,2480,,,,,,,20211201,,898,○,134,0,898,,1028,C,246,0,1028,大阪府大阪市北区天満１－３－２１,7120001059694,（株）松村組,,,,,,,,988,○,177,0,988,,,,,,,,1125,○,343,778,1903,,999,○,248,0,999,,,,,,,,1058,○,128,0,1058,,1125,○,383,0,1125,,1000,○,85,0,1000,,,,,,,,,,,,,,1236,○,73,0,1236
1146,,,,,,,,,,,,,,,,,,,,,,,,,,853,C,995,0,853,,,,,,,松村　勇希,,919,C,814,653,1572,,,,,,,20211201,,,,,,,,,,,,,山口県萩市大字椿東３８５番地８,9250001017555,松村建設（株）,,,,,,,,,,,,,,,,,,,,777,○,1522,0,777,,,,,,,,,,,,,,,,,,,,,,,,,,838,○,212,0,838,,,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,,,,,974,○,286,974,0,,1156,C,38,1083,2239,,,,,,,松本　優三,,1185,C,129,1233,2418,,,,,,,20211201,,744,○,282,0,744,,,,,,,福岡県福岡市東区馬出１－１－１９,1290001004094,（株）松本組,,,,,,,,744,○,402,0,744,,,,,,,,974,○,485,733,1707,,,,,,,,,,,,,,,,,,,,974,○,465,0,974,,,,,,,,,,,,,,,,,,,,946,○,211,0,946
1148,,,,,,,,938,B,143,855,1793,,,,,,,,,,,,,,822,C,1092,0,822,,,,,,,松本　将治,,980,C,428,940,1920,,,,,,,20211201,,,,,,,,,,,,,鳥取県西伯郡大山町松河原２１８,2270002008277,（有）松本建設,,,,,,,,,,,,,,,,,,,,875,○,1090,0,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,696,C,976,0,696,,,,,,,,,,,,,,,,,,,,695,C,1482,0,695,,,,,,,松本　茂樹,,627,C,2221,0,627,,,,,,,20211201,,,,,,,,,,,,,鳥取県鳥取市千代水三丁目五九番地,8270002001103,（株）マツモト工務店,,,,,,,,,,,,,,,,,,,,607,○,2088,0,607,,662,○,875,0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,,763,B,657,0,763,,699,○,542,0,699,,750,○,675,750,0,,818,C,369,718,1536,,723,○,490,0,723,松本　一,,815,C,1645,0,815,,,,,,,20211201,,,,,,,,,,,,,岡山県瀬戸内市邑久町虫明５３１,9260001021449,（株）松本工務店,,750,○,462,0,750,,,,,,,,,,,,,,810,○,1361,0,810,,720,○,669,0,720,,728,○,342,0,728,,723,○,558,0,723,,751,○,915,0,751,,699,○,461,0,699,,,,,,,,,,,,,,777,○,515,0,777
1151,,,,,,,,1001,B,142,796,1797,,,,,,,,,,,,,,1130,C,563,0,1130,,,,,,,北川　克弘,,1030,C,1158,0,1030,,,,,,,20211201,,,,,,,,,,,,,岡山県岡山市北区表町３－１４－１,4260001006231,（株）まつもとコーポレーション,,,,,,,,,,,,,,,,,,,,914,○,570,664,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,834,B,518,0,834,,,,,,,,,,,,,,,,,,,,734,○,454,0,734,松本　守,,812,C,1658,0,812,,,,,,,20211201,,,,,,,,,,,,,島根県松江市野原町３５０－１,6280002002201,（有）松本産業建設,,,,,,,,,,,,,,,,,,,,742,○,1704,0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,,,,,,,,750,B,697,0,750,,,,,,,,,,,,,,838,C,364,720,1558,,,,,,,松本　善継,,896,C,1375,0,896,,,,,,,20211201,,,,,,,,,,,,,岡山県津山市横山５８３－３,8260002029822,（有）松本防災工業,,,,,,,,,,,,,,,,,,,,774,○,1537,0,774,,,,,,,,,,,,,,,,,,,,850,○,209,869,1719,,,,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,932,B,81,1056,1988,,,,,,,,912,○,394,912,0,,1007,C,674,0,1007,,819,○,290,0,819,松山　孝義,,1026,C,200,1238,2264,,,,,,,20211201,,642,○,526,0,642,,,,,,,福岡県福岡市中央区高砂２－２４－２３,1290001063297,松山建設（株）,,,,,,,,,,,,,,,,,,,,847,○,381,1004,1851,,,,,,,,,,,,,,,,,,,,847,○,663,0,847,,,,,,,,,,,,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,,,,,727,○,713,727,0,,720,C,410,708,1428,,,,,,,三上　文郎,,692,C,2092,0,692,,,,,,,20211201,,,,,,,,,,,,,鳥取県米子市上福原４－１－４４,7270001004017,マテリテック（株）,,,,,,,,,,,,,,,,,,,,,,,,,,669,○,199,539,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,○,767,0,587
1156,,843,C,471,0,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,的場　広宣,,860,C,1482,0,860,,,,,,,20211201,,700,○,401,0,700,,,,,,,大阪府吹田市川岸町２１番４５号,9120901008451,的場商事（株）,,,,,,,,,,,,,,,,,,,,843,○,1223,0,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,眞鍋　志郎,,824,C,1004,527,1351,,,,,,,20211201,,652,○,510,0,652,,,,,,,愛媛県今治市波方町波方甲１６１４－４,4500001012320,（株）眞鍋組,,,,,,,,613,○,598,0,613,,,,,,,,720,○,1809,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,,1009,C,202,0,1009,,1019,B,381,0,1019,,1041,○,173,0,1041,,1198,○,100,1198,0,,1466,B,38,1203,2669,,1001,○,100,0,1001,馬淵　圭雄,,1296,C,16,1385,2681,,,,,,,20211201,,,,,,,,,,,,,神奈川県横浜市南区花之木町２－２６,2020001013765,馬淵建設（株）,,1080,○,106,0,1080,,,,,,,,,,,,,,1080,○,71,1324,2404,,,,,,,,1137,○,67,0,1137,,1041,○,134,0,1041,,1080,○,400,0,1080,,1041,○,74,0,1041,,,,,,,,,,,,,,1137,○,103,0,1137
1159,,,,,,,,685,B,931,0,685,,,,,,,,,,,,,,620,C,1633,0,620,,,,,,,山田　晶,,809,C,965,600,1409,,,,,,,20211201,,722,○,329,0,722,,,,,,,東京都江東区潮見１－２１－９,7010601020802,（株）マリテックス,,,,,,,,,,,,,,620,○,831,0,620,,703,○,719,633,1336,,620,○,970,0,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,,571,C,1185,0,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関　敏也,,700,C,2064,0,700,,,,,,,20211201,,600,○,560,0,600,,,,,,,沖縄県名護市宮里５－８－５,3290001030320,（株）マリンワークス,,,,,,,,,,,,,,607,○,839,0,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,774,B,625,0,774,,903,○,257,0,903,,,,,,,,907,C,849,0,907,,,,,,,丸岡　優介,,882,C,1416,0,882,,,,,,,20211201,,,,,,,,756,C,639,0,756,広島県広島市安佐北区安佐町後山１４５０,5240001011125,（株）丸岡産商,,,,,,,,,,,,,,,,,,,,943,○,961,0,943,,902,○,315,0,902,,,,,,,,,,,,,,822,○,730,0,822,,,,,,,,,,,,,,,,,,,,,,,,
1162,,,,,,,,832,B,520,0,832,,680,○,569,0,680,,837,○,516,837,0,,790,C,1192,0,790,,,,,,,坂井　敏郎,,991,C,383,987,1978,,,,,,,20211201,,,,,,,,,,,,,新潟県見附市本町４－２－１２,4110001025072,丸勝建設（株）,,,,,,,,697,○,502,0,697,,718,○,689,0,718,,837,○,677,559,1396,,665,○,870,0,665,,,,,,,,870,○,292,0,870,,846,○,665,0,846,,,,,,,,,,,,,,,,,,,,,,,,
1163,,,,,,,,852,B,317,545,1397,,,,,,,,,,,,,,,,,,,,,,,,,石田　正則,,818,C,1633,0,818,,,,,,,20211201,,,,,,,,,,,,,岡山県岡山市南区藤田１８２９,8260001006285,丸建道路（株）,,,,,,,,,,,,,,,,,,,,761,○,1606,0,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三宅　正彦,-02,742,C,1921,0,742,,,,,,,20211201,,,,,,,,,,,,,岡山県倉敷市水島北緑町２－１８,5260001016452,（株）丸三工事,,,,,,,,,,,,,,,,,,,-01,719,○,1812,0,719,,,,,,,,,,,,,-01,686,○,615,0,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,1019,C,193,0,1019,,,,,,,,1055,○,48,1038,2093,,,,,,,,,,,,,,,,,,,島岡　秀和,,915,C,556,884,1799,,,,,,,20211201,,,,,,,,,,,,,大阪府大阪市中央区谷町５－３－１７,9120001090020,（株）丸島アクアシステム,,,,,,,,732,○,426,0,732,,1252,○,19,1519,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,,816,C,544,0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,服部　勝哉,,818,C,898,678,1496,,,,,,,20211201,,,,,,,,,,,,,大阪府大阪市中央区谷町５－３－１７,2120001090019,丸島産業（株）,,,,,,,,,,,,,,1075,○,128,833,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,823,B,204,846,1669,,,,,,,,,,,,,,719,C,1409,0,719,,,,,,,本川　宏之,,880,C,836,677,1557,,,,,,,20211201,,,,,,,,,,,,,広島県世羅郡世羅町西上原１５９２－１,5240001039075,（株）丸正商会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,,607,C,1151,0,607,,571,B,1110,0,571,,,,,,,,,,,,,,667,C,1556,0,667,,566,○,740,0,566,西岡　政博,,710,C,2033,0,710,,,,,,,20211201,,571,○,575,0,571,,631,C,843,0,631,広島県呉市広白岳２丁目１２番１１号,4240002034167,（有）丸真,,,,,,,,,,,,,,604,○,840,0,604,,632,○,2053,0,632,,582,○,1005,0,582,,,,,,,,616,○,660,0,616,,636,○,1106,0,636,,,,,,,,586,○,626,0,586,,,,,,,,603,○,761,0,603
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金島　聖貴,,901,C,1358,0,901,,,,,,,20211201,,700,○,400,0,700,,,,,,,広島県広島市安佐北区三入南一丁目１３番１４号,7240001011180,丸伸企業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,,715,C,895,0,715,,957,B,126,886,1843,,,,,,,,848,○,502,848,0,,,,,,,,848,○,254,0,848,山内　法知,,927,C,649,799,1726,,,,,,,20211201,,,,,,,,,,,,,香川県丸亀市田村町１２２０－４,4470001007670,（株）丸善,,843,○,338,0,843,,715,○,467,0,715,,,,,,,,848,○,1213,0,848,,,,,,,,,,,,,,813,○,396,0,813,,843,○,675,0,843,,,,,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玉川　文明,,1183,C,1070,0,1183,,,,,,,20211201,,,,,,,,,,,,,東京都江戸川区北葛西３－５－１７,6011701007483,丸泰土木（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,,887,○,103,676,1563,,,,,,,,,,,,,,,,,,,葛谷　政勝,,632,C,2212,0,632,,,,,,,20211201,,,,,,,,,,,,,岐阜県岐阜市則松３－２９２,6200001005063,（株）丸徳鉄工,,,,,,,,,,,,,,961,○,72,1251,2212,,637,○,2046,0,637,,632,○,950,0,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,持留　元男,,1104,C,1117,0,1104,,,,,,,20211201,,,,,,,,,,,,,愛知県豊川市佐奈川町１５番地,7180301010236,丸十工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,,721,C,870,0,721,,1070,B,2,1426,2496,,807,○,363,0,807,,1011,○,236,1011,0,,1033,C,72,1146,2179,,934,○,148,0,934,内藤　忠,,1125,C,65,1455,2580,,,,,,,20211201,,713,○,358,0,713,,,,,,,島根県松江市玉湯町布志名７６７－５２,4280001000744,まるなか建設（株）,,972,○,167,0,972,,713,○,470,0,713,,,,,,,,1013,○,158,1178,2191,,737,○,610,0,737,,900,○,173,0,900,,890,○,259,0,890,,1003,○,117,947,1950,,791,○,296,0,791,,,,,,,,,,,,,,946,○,210,0,946
1175,,,,,,,,,,,,,,,,,,,,,,,,,,733,C,1359,0,733,,,,,,,佐藤　均,,767,C,1820,0,767,,,,,,,20211201,,,,,,,,,,,,,愛知県名古屋市中区栄五丁目７番１０,4180001040759,（株）丸八テント商会,,,,,,,,,,,,,,800,○,529,0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,,,,,,,,968,B,55,1158,2126,,,,,,,,,,,,,,,,,,,,,,,,,小林　育也,,853,C,1507,0,853,,,,,,,20211201,,,,,,,,,,,,,山梨県甲府市東光寺一丁目７番８号,4090001002066,丸浜舗道（株）,,,,,,,,,,,,,,,,,,,,833,○,407,986,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福吉　正博,-01,593,C,2270,0,593,,,,,,,20211201,,,,,,,,,,,,,鳥取県米子市淀江町佐陀７１２－２,1270001003932,（株）丸福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,531,○,649,0,531,,560,○,817,560,0,,,,,,,,,,,,,圓山　賢治,,532,C,2308,0,532,,,,,,,20211201,,,,,,,,,,,,,鳥取県鳥取市福部町高江４５－２,4270002004893,（有）圓山組,,525,○,575,0,525,,,,,,,,,,,,,,517,○,2163,0,517,,,,,,,,,,,,,,520,○,685,0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉野　一彦,,774,C,806,805,1579,,,,,,,20211201,,,,,,,,,,,,,山口県下関市上田中町５－４－６,8250001006402,（株）ミカド交設,,,,,,,,,,,,,,,,,,,,861,○,318,1083,1944,,812,○,421,0,812,,,,,,,,,,,,,,871,○,161,976,1847,,,,,,,,,,,,,,,,,,,,,,,,
1180,,,,,,,,712,B,818,0,712,,,,,,,,,,,,,,,,,,,,,,,,,蛸瀬　光良,,832,C,952,590,1422,,,,,,,20211201,,,,,,,,,,,,,広島県山県郡安芸太田町大字坪野４８２－１１,1240001024072,（株）三河建設,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,○,897,0,760,,,,,,,,,,,,,,,,,,,,,,,,
1181,-01,1321,C,特,1196,2517,,1105,B,158,655,1760,,,,,,,-01,1089,○,161,1089,0,,1384,C,31,874,2258,,,,,,,岡田　尚一郎,,1251,C,79,1275,2526,,,,,,,20211201,,,,,,,,,,,,,兵庫県姫路市北条９５１－１,8140001061763,美樹工業（株）,,,,,,,,,,,,,,,,,,,,1105,○,342,799,1904,,,,,,,,,,,,,,,,,,,,1143,○,60,958,2101,,,,,,,,,,,,,,,,,,,,,,,,
1182,,857,C,438,0,857,,824,B,321,549,1373,,,,,,,,874,○,451,874,0,,965,C,124,1102,2067,,780,○,350,0,780,三木　康史,,975,C,492,885,1860,,,,,,,20211201,,,,,,,,850,C,476,0,850,岡山県真庭市本郷１７８２－１,8260001022704,（株）三木工務店,,,,,,,,,,,,,,,,,,,,854,○,702,509,1363,,759,○,542,0,759,,,,,,,,,,,,,,946,○,182,844,1790,,,,,,,,,,,,,,,,,,,,854,○,340,0,854
1183,,,,,,,,884,B,466,0,884,,,,,,,,,,,,,,,,,,,,,,,,,和田　英司,,1193,C,253,976,2169,,,,,,,20211201,,907,○,44,718,1625,,,,,,,茨城県神栖市知手中央２－１－２,9050001020819,三国屋建設（株）,,,,,,,,,,,,,,848,○,482,0,848,,948,○,563,646,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,辻　義明,,840,C,860,695,1535,,,,,,,20211201,,,,,,,,,,,,,岡山県岡山市南区箕島１０９９,5260001006420,箕島建設（株）,,,,,,,,,,,,,,,,,,,,767,○,1572,0,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,,704,C,937,0,704,,662,B,987,0,662,,,,,,,,,,,,,,814,C,1108,0,814,,662,○,652,0,662,三島　輝久,,856,C,826,712,1568,,,,,,,20211201,,,,,,,,,,,,,島根県松江市八雲町日吉２８２－１４,1280002002981,（有）三島工業所,,,,,,,,,,,,,,,,,,,,783,○,725,544,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,○,483,0,792
1186,,771,C,672,0,771,,926,B,203,743,1669,,834,○,329,0,834,,867,○,469,867,0,,1105,C,584,0,1105,,841,○,265,0,841,三島　弘敬,,1027,C,315,1041,2068,,,,,,,20211201,,693,○,419,0,693,,,,,,,広島県福山市駅家町万能倉１２９５－１,2240001041158,三島産業（株）,,867,○,300,0,867,,,,,,,,,,,,,,875,○,204,1238,2113,,,,,,,,906,○,170,0,906,,834,○,347,0,834,,871,○,617,0,871,,860,○,196,0,860,,,,,,,,,,,,,,886,○,289,0,886
1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正本　大,,777,C,1794,0,777,,,,,,,20211201,,,,,,,,,,,,,広島県広島市西区南観音８－２－３２,8240001011329,みずえ緑地（株）,,,,,,,,892,○,88,751,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,○,912,0,753,,,,,,,,,,,,,,,,,,,,,,,,
1188,,,,,,,,712,B,817,0,712,,,,,,,,,,,,,,,,,,,,,,,,,水口　弘士,,804,C,966,604,1408,,,,,,,20211201,,,,,,,,,,,,,広島県広島市安佐北区深川７－４０－１６,4240001011332,（株）水口組,,,,,,,,,,,,,,,,,,,,746,○,1683,0,746,,,,,,,,,,,,,,,,,,,,708,○,1023,0,708,,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,827,B,237,794,1621,,,,,,,,,,,,,,817,C,1102,0,817,,,,,,,三壽　賢吉,,937,C,672,775,1712,,,,,,,20211201,,,,,,,,,,,,,岡山県真庭市上水田３１７６,4260001022955,（株）三壽工業所,,,,,,,,,,,,,,,,,,,,833,○,637,649,1482,,745,○,585,0,745,,,,,,,,,,,,,,833,○,700,0,833,,,,,,,,,,,,,,,,,,,,,,,,
1190,,625,C,1130,0,625,,619,B,1071,0,619,,,,,,,,,,,,,,769,C,1252,0,769,,,,,,,水島　正敏,,753,C,961,662,1415,,,,,,,20211201,,,,,,,,,,,,,岡山県勝田郡勝央町植月中２８３０番地２,4260001020843,水島建設（株）,,,,,,,,,,,,,,,,,,,,704,○,1877,0,704,,619,○,971,0,619,,,,,,,,,,,,,,693,○,1052,0,693,,,,,,,,,,,,,,,,,,,,734,○,593,0,734
1191,,,,,,,,722,B,785,0,722,,,,,,,,,,,,,,735,C,365,818,1553,,,,,,,水島　宗一郎,,823,C,948,614,1437,,,,,,,20211201,,648,○,518,0,648,,,,,,,岡山県勝田郡勝央町東吉田４３番地の２,2260001020845,水島土建（株）,,,,,,,,,,,,,,,,,,,,740,○,1715,0,740,,662,○,876,0,662,,,,,,,,,,,,,,791,○,318,640,1431,,,,,,,,,,,,,,,,,,,,,,,,
1192,,,,,,,,830,B,528,0,830,,695,○,553,0,695,,738,○,695,738,0,,,,,,,,735,○,450,0,735,中原　勝,,843,C,1536,0,843,,,,,,,20211201,,,,,,,,,,,,,岡山県倉敷市神田４－１０－１５,2260001014863,水島臨海興業（株）,,738,○,476,0,738,,,,,,,,,,,,,,738,○,1724,0,738,,,,,,,,,,,,,,714,○,571,0,714,,738,○,953,0,738,,695,○,470,0,695,,,,,,,,,,,,,,,,,,
1193,,,,,,,,1062,B,364,0,1062,,832,○,334,0,832,,,,,,,,,,,,,,1035,○,84,0,1035,水谷　秀雄,,1369,C,70,1176,2545,,,,,,,20211201,,832,○,169,0,832,,,,,,,三重県桑名市大字蛎塚新田３２８,9190001012612,水谷建設（株）,,1092,○,102,0,1092,,847,○,256,0,847,,,,,,,,1092,○,844,0,1092,,,,,,,,,,,,,,1040,○,135,0,1040,,1092,○,394,0,1092,,,,,,,,,,,,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,,,,,,,,,,,784,C,1209,0,784,,,,,,,榊原　智恵子,,807,C,1673,0,807,,,,,,,20211201,,,,,,,,,,,,,岡山県倉敷市林５３８－１,2260001016967,（株）ミズチカ,,,,,,,,,,,,,,,,,,,,701,○,1893,0,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,1154,C,546,0,1154,,,,,,,水野　明人,,1269,C,1037,0,1269,,,,,,,20211201,,,,,,,,,,,,,大阪府大阪市住之江区南港北１－１２－３５,4120001077559,美津濃（株）,,,,,,,,1055,○,160,0,1055,,967,○,359,0,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,,,,,,,,942,B,134,877,1819,,,,,,,,,,,,,,,,,,,,,,,,,三谷　文人,,950,C,695,738,1688,,,,,,,20211201,,,,,,,,,,,,,広島県福山市瀬戸町大字地頭分７７０,4240001032262,瑞穂工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,,,,,,,,,,,,,,,,,,,,,,,,,,890,C,886,0,890,,,,,,,溝邊　達仁,,943,C,599,824,1767,,,,,,,20211201,,,,,,,,,,,,,島根県邑智郡邑南町矢上５８２４－４,2280001004838,（株）溝辺組,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,○,244,779,1644,,,,,,,,,,,,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,,,,,,,,,,,,,486,C,1697,0,486,,,,,,,藤田　信博,,507,C,2319,0,507,,607,○,706,0,607,20211201,,,,,,,,713,C,62,846,1559,東京都足立区保塚町３－３０,8011801025466,（株）美鷹,,,,,,,,,,,,,,,,,,,,636,○,2047,0,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,○,596,0,658,,,,,,,,,,,,
1199,,697,C,972,0,697,,697,B,301,754,1451,,832,○,336,0,832,,955,○,316,955,0,,832,C,1055,0,832,,698,○,573,0,698,美田　耕一郎,,967,C,328,1089,2056,,697,○,612,0,697,20211201,,697,○,410,0,697,,,,,,,鳥取県米子市八幡４８６－１,5270002009132,（株）みたこ土建,,850,○,327,0,850,,697,○,506,0,697,,697,○,733,0,697,,853,○,247,1193,2046,,697,○,94,945,1642,,697,○,379,0,697,,832,○,356,0,832,,908,○,219,795,1703,,832,○,227,0,832,,,,,,,,,,,,,,832,○,397,0,832
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三谷　修一,,884,C,754,749,1633,,,,,,,20211201,,761,○,245,0,761,,,,,,,鳥取県境港市福定町６７１－１,8270001003744,（株）三谷組,,,,,,,,,,,,,,,,,,,,751,○,1656,0,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,778,B,615,0,778,,,,,,,,,,,,,,922,C,814,0,922,,733,○,459,0,733,三谷　哲也,,946,C,1264,0,946,,,,,,,20211201,,665,○,485,0,665,,,,,,,広島県福山市赤坂町大字赤坂１６４７－１,9240001032274,三谷建設（株）,,,,,,,,,,,,,,,,,,,,822,○,1301,0,822,,,,,,,,,,,,,,,,,,,,822,○,732,0,822,,,,,,,,,,,,,,,,,,,,,,,,
