,airconditioning_exception,airconditioning_financial_score,airconditioning_qualification,airconditioning_rank,airconditioning_technical_score,airconditioning_total_score,asphalt_exception,asphalt_financial_score,asphalt_qualification,asphalt_rank,asphalt_technical_score,asphalt_total_score,bridge_exception,bridge_financial_score,bridge_qualification,bridge_rank,bridge_technical_score,bridge_total_score,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_score,bridgemaintenance_technical_score,builiding_exception,builiding_financial_score,builiding_qualification,builiding_rank,builiding_technical_score,builiding_total_score,cement_exception,cement_financial_score,cement_qualification,cement_rank,cement_technical_score,cement_total_score,ceo_name,civilengineering_exception,civilengineering_financial_score,civilengineering_qualification,civilengineering_rank,civilengineering_technical_score,civilengineering_total_score,communication_exception,communication_financial_score,communication_qualification,communication_rank,communication_technical_score,communication_total_score,date,dredging_exception,dredging_financial_score,dredging_qualification,dredging_rank,dredging_technical_score,dredging_total_score,electricity_exception,electricity_financial_score,electricity_qualification,electricity_rank,electricity_technical_score,electricity_total_score,firm_address,firm_id,firm_name,grout_exception,grout_financial_score,grout_qualification,grout_rank,grout_technical_score,grout_total_score,landscaping_exception,landscaping_financial_score,landscaping_qualification,landscaping_rank,landscaping_technical_score,landscaping_total_score,machinery_exception,machinery_financial_score,machinery_qualification,machinery_rank,machinery_technical_score,machinery_total_score,maintenance_exception,maintenance_financial_score,maintenance_qualification,maintenance_rank,maintenance_technical_score,maintenance_total_score,painting_exception,painting_financial_score,painting_qualification,painting_rank,painting_technical_score,painting_total_score,prefab_exception,prefab_financial_score,prefab_qualification,prefab_rank,prefab_technical_score,prefab_total_score,prestressed_exception,prestressed_financial_score,prestressed_qualification,prestressed_rank,prestressed_technical_score,prestressed_total_score,slope_exception,slope_financial_score,slope_qualification,slope_rank,slope_technical_score,slope_total_score,stakeout_exception,stakeout_financial_score,stakeout_qualification,stakeout_rank,stakeout_technical_score,stakeout_total_score,substation_exception,substation_financial_score,substation_qualification,substation_rank,substation_technical_score,substation_total_score,well_exception,well_financial_score,well_qualification,well_rank,well_technical_score,well_total_score,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_technical_score,woodenbuiliding_total_score
0,,,,,,,,849,B,503,0,849,,1044,○,169,0,1044,,1162,○,114,1162,0,,1424,B,80,994,2418,,837,○,269,0,837,逢澤　寛人,,1473,A,34,1731,3204,,,,,,,20211201,,969,○,24,1002,1971,,912,C,373,0,912,岡山県岡山市北区表町１－５－１,4260001000102,アイサワ工業（株）,,1162,○,81,0,1162,,872,○,240,0,872,,865,○,457,0,865,,1162,○,788,0,1162,,,,,,,,1136,○,68,0,1136,,1071,○,124,0,1071,,1162,○,375,0,1162,,1044,○,72,0,1044,,,,,,,,,,,,,,1136,○,104,0,1136
1,,1227,C,52,0,1227,,1077,B,361,0,1077,,1181,○,134,0,1181,,1330,○,58,1330,0,-01,1718,B,特,1902,3620,,1077,○,74,0,1077,辻井　靖,,1719,A,20,1740,3459,,,,,,,20211201,,1130,○,74,0,1130,,1035,C,237,0,1035,東京都千代田区神田美土代町１,4010401010452,青木あすなろ建設（株）,,1330,○,51,0,1330,,1134,○,144,0,1134,,1151,○,274,0,1151,,1330,○,97,1004,2334,,,,,,,,1329,○,28,0,1329,,1342,○,76,0,1342,,1330,○,52,807,2137,,1181,○,43,0,1181,,1035,○,229,0,1035,,,,,,,,1329,○,52,0,1329
2,,1355,C,2,0,1355,,1209,B,341,0,1209,,1283,○,122,0,1283,,1532,○,20,1532,0,,1932,A,4,1933,3865,,1145,○,62,0,1145,福富　正人,,1913,A,7,1965,3878,,1279,○,215,0,1279,20211201,,1202,○,67,0,1202,,1256,C,137,0,1256,東京都港区赤坂６－１－２０,2010401051696,（株）安藤・間,,1440,○,35,0,1440,,1200,○,139,0,1200,,1279,○,233,0,1279,,1435,○,660,0,1435,,1203,○,200,0,1203,,1454,○,14,0,1454,,1546,○,17,1386,2932,,1592,○,18,805,2397,,1283,○,32,0,1283,,1209,○,167,0,1209,,,,,,,,1591,○,22,0,1591
3,,1885,B,81,0,1885,,1399,B,314,0,1399,,1682,○,90,0,1682,,1745,○,1,1745,0,,2042,A,8,1726,3768,,1382,○,41,0,1382,蓮輪　賢治,,2018,A,3,1976,3994,,1511,○,167,0,1511,20211201,,1397,○,61,0,1397,,1774,B,222,0,1774,東京都港区港南２－１５－２,7010401088742,（株）大林組,,1770,○,20,0,1770,,1299,○,128,0,1299,,1759,○,160,0,1759,,1698,○,488,0,1698,,,,,,,,2013,○,3,0,2013,,1735,○,15,1304,3039,,1758,○,7,785,2543,,1672,○,16,0,1672,,1578,○,96,0,1578,,,,,,,,1744,○,14,0,1744
4,,1123,C,101,0,1123,,1049,B,373,0,1049,,1157,○,58,833,1990,,1444,○,29,1444,0,,1696,B,46,903,2599,,1049,○,80,0,1049,三宅　啓一,,1677,A,24,1698,3375,,,,,,,20211201,,1345,○,10,975,2320,,1075,C,219,0,1075,岡山県岡山市北区内山下１－１－１３,7260001001493,（株）大本組,,1314,○,55,0,1314,,1051,○,161,0,1051,,1215,○,255,0,1215,,1442,○,654,0,1442,,,,,,,,,,,,,,1210,○,91,0,1210,,1314,○,342,0,1314,,1157,○,50,0,1157,,,,,,,,,,,,,,1306,○,56,0,1306
5,,1283,C,30,0,1283,,1104,B,355,0,1104,,1245,○,125,0,1245,,1479,○,23,1479,0,,1844,A,20,1549,3393,,1104,○,69,0,1104,奥村　太加典,,1807,A,18,1787,3594,,1163,○,246,0,1163,20211201,,1173,○,68,0,1173,,1196,C,159,0,1196,大阪府大阪市阿倍野区松崎町２－２－２,7120001004931,（株）奥村組,,1358,○,7,817,2175,,1063,○,159,0,1063,,1163,○,269,0,1163,,1536,○,23,1161,2697,,,,,,,,1428,○,18,0,1428,,1316,○,36,729,2045,,1508,○,20,836,2344,,1245,○,34,0,1245,,1162,○,180,0,1162,,,,,,,,1476,○,30,0,1476
6,,1221,C,58,0,1221,,1053,B,368,0,1053,,1049,○,73,807,1856,,1299,○,62,1299,0,,1708,B,32,991,2699,,1033,○,87,0,1033,荒明　正紀,,1568,A,27,1774,3342,,,,,,,20211201,,1122,○,77,0,1122,,,,,,,新潟県新潟市中央区一番堀通町３－１０,9110001004880,（株）福田組,,1252,○,63,0,1252,,,,,,,,1059,○,314,0,1059,,1342,○,714,0,1342,,,,,,,,1257,○,41,0,1257,,1124,○,110,0,1124,,1361,○,9,1117,2478,,1068,○,4,939,2007,,,,,,,,,,,,,,1368,○,43,0,1368
7,,1528,B,153,0,1528,,1284,B,332,0,1284,,1358,○,116,0,1358,,1584,○,13,1584,0,,1953,A,16,1568,3521,,1209,○,52,0,1209,奥村　洋治,,1914,A,13,1738,3652,,,,,,,20211201,,1160,○,71,0,1160,,1344,C,117,0,1344,東京都渋谷区千駄ヶ谷４－２５－２,8011001039242,（株）フジタ,,1447,○,34,0,1447,,1309,○,127,0,1309,,1379,○,220,0,1379,,1575,○,110,715,2290,,1285,○,187,0,1285,,1508,○,12,0,1508,,1559,○,26,1048,2607,,1570,○,273,0,1570,,1368,○,28,0,1368,,1395,○,114,0,1395,,,,,,,,1594,○,21,0,1594
8,,,,,,,,1009,B,385,0,1009,,1160,○,140,0,1160,,1268,○,71,1268,0,,1195,C,516,0,1195,,1009,○,94,0,1009,奥田　眞也,,1642,A,23,1742,3384,,,,,,,20211201,,1277,○,7,1345,2622,,,,,,,東京都中央区日本橋小網町７－２,4010001141053,（株）不動テトラ,,1228,○,69,0,1228,,1011,○,170,0,1011,,,,,,,,1228,○,763,0,1228,,857,○,355,0,857,,,,,,,,1279,○,84,0,1279,,1228,○,356,0,1228,,1160,○,49,0,1160,,,,,,,,,,,,,,,,,,
9,,1432,B,170,0,1432,,1399,B,315,0,1399,,1411,○,113,0,1411,,1544,○,16,1544,0,,2042,A,3,1870,3912,,1375,○,42,0,1375,天野　裕正,,2022,A,1,2051,4073,,1400,○,194,0,1400,20211201,,1398,○,60,0,1398,,1434,C,96,0,1434,東京都港区元赤坂１－３－１,8010401006744,鹿島建設（株）,,1544,○,27,0,1544,,1094,○,154,0,1094,,1514,○,201,0,1514,,1588,○,36,1006,2594,,1194,○,203,0,1194,,1625,○,9,0,1625,,1732,○,7,1504,3236,,1544,○,284,0,1544,,1411,○,24,0,1411,,1438,○,110,0,1438,,1069,○,31,0,1069,,1678,○,18,0,1678
10,,1213,C,65,0,1213,,1163,B,347,0,1163,,1362,○,115,0,1362,,1385,○,40,1385,0,,1872,A,13,1680,3552,,1163,○,59,0,1163,櫻野　泰則,,1863,A,10,1813,3676,,1243,○,227,0,1243,20211201,,1168,○,69,0,1168,,1213,C,149,0,1213,東京都新宿区津久戸町２－１,1210001001082,（株）熊谷組,,1385,○,42,0,1385,,1160,○,142,0,1160,,1243,○,242,0,1243,,1576,○,21,1135,2711,,963,○,272,0,963,,1394,○,22,0,1394,,1578,○,61,0,1578,,1562,○,278,0,1562,,1277,○,33,0,1277,,1166,○,178,0,1166,,,,,,,,1443,○,36,0,1443
11,,1426,B,172,0,1426,,1090,B,359,0,1090,,1331,○,118,0,1331,,1597,○,10,1597,0,,1909,A,7,1868,3777,,1032,○,88,0,1032,渡津　弘己,,1843,A,11,1832,3675,,1039,○,292,0,1039,20211201,,1004,○,96,0,1004,,1280,C,129,0,1280,大阪府大阪市中央区北久宝寺町３－６－１,5120001026309,（株）鴻池組,,1407,○,39,0,1407,,1019,○,168,0,1019,,1183,○,263,0,1183,,1407,○,673,0,1407,,1065,○,229,0,1065,,1431,○,17,0,1431,,1479,○,27,949,2428,,1407,○,39,803,2210,,1331,○,30,0,1331,,1311,○,133,0,1311,,,,,,,,1523,○,27,0,1523
12,,1290,C,24,0,1290,,1339,B,329,0,1339,,1464,○,110,0,1464,,1429,○,33,1429,0,,1879,A,6,1922,3801,,1373,○,43,0,1373,清水　琢三,,1907,A,9,1838,3745,,,,,,,20211201,,1591,○,6,1093,2684,,1251,C,139,0,1251,東京都文京区後楽２－２－８,1010001000006,五洋建設（株）,,1606,○,24,0,1606,,1067,○,158,0,1067,,1466,○,208,0,1466,,1554,○,16,1207,2761,,987,○,251,0,987,,,,,,,,1473,○,25,1146,2619,,1478,○,26,805,2283,,1118,○,61,0,1118,,,,,,,,,,,,,,1450,○,3,880,2330
13,,1463,B,163,0,1463,,1297,B,331,0,1297,,1495,○,109,0,1495,,1662,○,4,1662,0,,1969,B,14,887,2856,,1202,○,54,0,1202,前田　操治,,1965,A,6,1989,3954,,,,,,,20211201,,1333,○,64,0,1333,,1376,C,108,0,1376,東京都千代田区富士見２－１０－２,4010001008789,前田建設工業（株）,,1487,○,31,0,1487,,1415,○,119,0,1415,,1372,○,111,630,2002,,1655,○,50,826,2481,,,,,,,,1848,○,5,0,1848,,1634,○,14,1428,3062,,1602,○,12,837,2439,,1350,○,29,0,1350,,1286,○,139,0,1286,,,,,,,,1698,○,17,0,1698
14,,1280,C,33,0,1280,,1021,B,380,0,1021,,1284,○,121,0,1284,,1644,○,6,1644,0,,1865,A,18,1614,3479,,1021,○,90,0,1021,近藤　重敏,,1849,A,16,1784,3633,,1253,○,223,0,1253,20211201,,1124,○,76,0,1124,,1119,C,182,0,1119,東京都中央区佃２－１－６,2010001131477,三井住友建設（株）,,1478,○,32,0,1478,,1007,○,171,0,1007,,1338,○,226,0,1338,,1558,○,70,853,2411,,1095,○,223,0,1095,,1428,○,19,0,1428,,1720,○,2,1794,3514,,1447,○,30,808,2255,,1284,○,31,0,1284,,1119,○,193,0,1119,,,,,,,,1492,○,29,0,1492
15,,1348,C,5,0,1348,,1165,B,346,0,1165,,1187,○,133,0,1187,,1404,○,36,1404,0,,1888,A,12,1684,3572,,1165,○,58,0,1165,高瀬　伸利,,1882,A,8,1929,3811,,1187,○,239,0,1187,20211201,,1163,○,70,0,1163,,1203,C,155,0,1203,東京都港区虎ノ門１－１７－１,8010401021454,西松建設（株）,,1539,○,28,0,1539,,1122,○,149,0,1122,,1323,○,227,0,1323,,1620,○,20,1101,2721,,1171,○,205,0,1171,,1410,○,20,0,1410,,1407,○,35,758,2165,,1537,○,285,0,1537,,1215,○,39,0,1215,,1169,○,177,0,1169,,,,,,,,1493,○,28,0,1493
16,,1119,C,107,0,1119,,1004,B,389,0,1004,,1149,○,142,0,1149,,1267,○,72,1267,0,,1726,A,28,1462,3188,,982,○,110,0,982,平間　宏,,1671,A,19,1803,3474,,,,,,,20211201,,971,○,102,0,971,,1104,C,199,0,1104,東京都中央区日本橋本町４－１２－１９,2230001001055,佐藤工業（株）,,1267,○,58,0,1267,,944,○,195,0,944,,1030,○,328,0,1030,,1370,○,697,0,1370,,1008,○,242,0,1008,,1270,○,37,0,1270,,1279,○,85,0,1279,,1283,○,64,799,2082,,1149,○,53,0,1149,,1052,○,221,0,1052,,,,,,,,1286,○,61,0,1286
17,,1709,B,124,0,1709,,1215,B,340,0,1215,,1580,○,102,0,1580,,1536,○,17,1536,0,,2044,A,1,2069,4113,,1152,○,61,0,1152,井上　和幸,,2014,A,2,1994,4008,,1471,○,175,0,1471,20211201,,1423,○,58,0,1423,,1545,C,65,0,1545,東京都中央区京橋２－１６－１,1010401013565,清水建設（株）,,1683,○,23,0,1683,,1212,○,138,0,1212,,1644,○,178,0,1644,,1731,○,31,906,2637,,1547,○,121,0,1547,,1677,○,6,0,1677,,1710,○,9,1494,3204,,1610,○,257,0,1610,,1480,○,20,0,1480,,1573,○,97,0,1573,,1071,○,30,0,1071,,1846,○,9,0,1846
18,,1140,C,89,0,1140,,867,B,486,0,867,,1102,○,152,0,1102,,1196,○,101,1196,0,,1703,A,14,1839,3542,,865,○,228,0,865,銭高　久善,,1547,A,31,1745,3292,,,,,,,20211201,,864,○,152,0,864,,938,C,340,0,938,大阪府大阪市西区西本町２－２－４,5120001049004,（株）錢高組,,1196,○,72,0,1196,,883,○,237,0,883,,,,,,,,1196,○,773,0,1196,,,,,,,,1234,○,47,0,1234,,1406,○,21,1383,2789,,1206,○,360,0,1206,,869,○,182,0,869,,,,,,,,,,,,,,1234,○,75,0,1234
19,,1760,B,113,0,1760,,1467,B,291,0,1467,,1671,○,91,0,1671,,1572,○,14,1572,0,,2070,A,10,1528,3598,,1452,○,38,0,1452,相川　善郎,,2050,A,5,1915,3965,,1480,○,174,0,1480,20211201,,1493,○,52,0,1493,,1703,C,17,0,1703,東京都新宿区西新宿１－２５－１,4011101011880,大成建設（株）,,1731,○,21,0,1731,,1401,○,120,0,1401,,1620,○,185,0,1620,,1821,○,7,1140,2961,,1338,○,173,0,1338,,1675,○,7,0,1675,,1790,○,12,1305,3095,,1714,○,213,0,1714,,1717,○,14,0,1717,,1602,○,92,0,1602,,,,,,,,1757,○,12,0,1757
20,,,,,,,,1215,B,339,0,1215,,1160,○,139,0,1160,-01,1346,○,51,1346,0,,1231,C,488,0,1231,,1137,○,65,0,1137,竹中　康一,,1815,A,17,1791,3606,,,,,,,20211201,,1109,○,79,0,1109,,,,,,,東京都江東区新砂１－１－１,4010601030580,（株）竹中土木,,1346,○,5,899,2245,,1173,○,141,0,1173,,1114,○,288,0,1114,,1346,○,710,0,1346,,,,,,,,,,,,,,1382,○,70,0,1382,,1419,○,35,808,2227,,1160,○,48,0,1160,,,,,,,,,,,,,,,,,,
21,,1096,C,131,0,1096,,1174,B,345,0,1174,,1231,○,126,0,1231,,1357,○,48,1357,0,,1774,A,19,1652,3426,,1174,○,55,0,1174,伊藤　泰司,,1832,A,14,1803,3635,,,,,,,20211201,,933,○,117,0,933,,1040,C,236,0,1040,東京都千代田区神田三崎町２－５－３,2010001008709,鉄建建設（株）,,1357,○,46,0,1357,,1001,○,173,0,1001,,1238,○,244,0,1238,,1454,○,648,0,1454,,1113,○,220,0,1113,,1332,○,27,0,1332,,1488,○,16,1467,2955,,1357,○,336,0,1357,,1231,○,36,0,1231,,1040,○,225,0,1040,,,,,,,,1332,○,51,0,1332
22,,1142,C,87,0,1142,,1074,B,362,0,1074,,1173,○,138,0,1173,,1471,○,24,1471,0,,1702,B,10,1221,2923,,974,○,112,0,974,秋山　優樹,,1833,A,21,1610,3443,,1209,○,230,0,1209,20211201,,1583,○,1,1548,3131,,1112,C,188,0,1112,東京都新宿区西新宿３－７－１,3011101055078,東亜建設工業（株）,,1408,○,38,0,1408,,1016,○,169,0,1016,,1223,○,251,0,1223,,1492,○,42,1068,2560,,968,○,264,0,968,,1396,○,21,0,1396,,1379,○,34,844,2223,,1485,○,24,837,2322,,1151,○,51,0,1151,,987,○,261,0,987,,,,,,,,1437,○,1,1306,2743
23,,1343,C,6,0,1343,,1209,B,342,0,1209,,1224,○,26,1427,2651,,1365,○,46,1365,0,,1868,A,5,1953,3821,,1161,○,60,0,1161,寺田　光宏,,1809,A,15,1826,3635,,1314,○,208,0,1314,20211201,,1077,○,82,0,1077,,1299,C,124,0,1299,東京都渋谷区渋谷１－１６－１４,9011001040166,東急建設（株）,,1365,○,44,0,1365,,1131,○,146,0,1131,,1314,○,229,0,1314,,1365,○,701,0,1365,,1256,○,193,0,1256,,,,,,,,1331,○,77,0,1331,,1431,○,4,1170,2601,,1224,○,37,0,1224,,1164,○,179,0,1164,,,,,,,,1631,○,19,0,1631
24,,1438,B,169,0,1438,,1234,B,31,1061,2295,,1541,○,35,853,2394,,1648,○,5,1648,0,,1995,A,15,1530,3525,,1234,○,50,0,1234,大谷　清介,,1979,A,4,1994,3973,,1300,○,211,0,1300,20211201,,1273,○,65,0,1273,,1482,C,80,0,1482,東京都中央区八丁堀２－８－５,6010001034874,戸田建設（株）,,1501,○,30,0,1501,,1132,○,34,911,2043,,1300,○,230,0,1300,,1577,○,76,812,2389,,1057,○,230,0,1057,,1517,○,11,0,1517,,1449,○,29,936,2385,,1501,○,25,801,2302,,1378,○,26,0,1378,,1364,○,120,0,1364,,,,,,,,1555,○,24,0,1555
25,,1197,C,74,0,1197,,1052,B,370,0,1052,,1141,○,145,0,1141,,1343,○,52,1343,0,,1682,A,11,1905,3587,,1052,○,79,0,1052,乘京　正弘,,1760,A,12,1898,3658,,,,,,,20211201,,1154,○,72,0,1154,,1052,C,226,0,1052,東京都港区港南１－８－１５,8010001008703,飛島建設（株）,,1321,○,52,0,1321,,969,○,184,0,969,,,,,,,,1457,○,28,1187,2644,,914,○,306,0,914,,1287,○,34,0,1287,,1383,○,33,852,2235,,1348,○,46,809,2157,,1141,○,57,0,1141,,1034,○,231,0,1034,,,,,,,,1394,○,39,0,1394
26,,,,,,,,,,,,,,1673,○,3,1900,3573,,1547,○,15,1547,0,,1306,C,460,0,1306,,,,,,,石原　進,,1346,B,27,1537,2883,,,,,,,20211201,,,,,,,,975,C,291,0,975,大阪府堺市堺区大浜西町３,5120101023932,（株）ＩＨＩインフラシステム,,,,,,,,,,,,,,1563,○,3,1686,3249,,1323,○,728,0,1323,,946,○,284,0,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,947,B,409,0,947,,1085,○,154,0,1085,,1247,○,78,1247,0,,1130,C,564,0,1130,,947,○,134,0,947,河邊　知之,,1588,B,13,1459,3047,,,,,,,20211201,,1386,○,3,1441,2827,,,,,,,東京都千代田区外神田２－２－３,6010401076946,あおみ建設（株）,,1247,○,64,0,1247,,908,○,220,0,908,,,,,,,,1247,○,95,1092,2339,,,,,,,,,,,,,,1151,○,103,0,1151,,1247,○,352,0,1247,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,892,B,458,0,892,,,,,,,,,,,,,,1509,B,39,1158,2667,,892,○,193,0,892,池内　茂雄,,1438,B,15,1580,3018,,,,,,,20211201,,1260,○,9,1068,2328,,,,,,,和歌山県和歌山市小松原通３－６９,4170001000086,（株）淺川組,,,,,,,,892,○,233,0,892,,,,,,,,1168,○,783,0,1168,,,,,,,,,,,,,,1096,○,120,0,1096,,1168,○,38,1047,2215,,1067,○,68,0,1067,,,,,,,,,,,,,,,,,,
29,,1279,C,34,0,1279,,872,B,479,0,872,,1262,○,124,0,1262,,1211,○,91,1211,0,,1758,A,17,1738,3496,,872,○,220,0,872,浅沼　誠,,1548,B,6,1583,3131,,1064,○,282,0,1064,20211201,,872,○,148,0,872,,1072,C,220,0,1072,大阪府大阪市浪速区湊町１－２－３　マルイト難波ビル,8120001022651,（株）淺沼組,,1211,○,71,0,1211,,899,○,225,0,899,,1093,○,297,0,1093,,1266,○,124,990,2256,,963,○,271,0,963,,1280,○,36,0,1280,,1240,○,88,0,1240,,1267,○,68,805,2072,,1189,○,6,787,1976,,1036,○,228,0,1036,,,,,,,,1280,○,62,0,1280
30,,988,C,221,0,988,,899,B,452,0,899,,983,○,45,1179,2162,,1287,○,67,1287,0,,1401,B,20,1382,2783,,899,○,182,0,899,馬場　公勝,,1382,B,3,1787,3169,,961,○,332,0,961,20211201,,868,○,151,0,868,,845,C,484,0,845,兵庫県西宮市池田町１２－２０,9140001067900,（株）新井組,,1209,○,9,889,2098,,870,○,243,0,870,,961,○,366,0,961,,1116,○,45,1420,2536,,815,○,414,0,815,,1113,○,71,0,1113,,1034,○,136,0,1034,,1187,○,113,768,1955,,983,○,94,0,983,,845,○,383,0,845,,,,,,,,1113,○,111,0,1113
31,,827,C,504,0,827,,1237,B,5,1238,2475,,922,○,243,0,922,,1086,○,165,1086,0,,1322,B,36,1355,2677,,1068,○,75,0,1068,小川　健,,1341,B,21,1608,2949,,,,,,,20211201,,796,○,199,0,796,,834,C,500,0,834,岐阜県岐阜市鹿島町６－２７,1200001000374,（株）市川工務店,,1086,○,104,0,1086,,808,○,293,0,808,,,,,,,,1088,○,309,877,1965,,894,○,322,0,894,,1065,○,79,0,1065,,1011,○,148,0,1011,,1086,○,399,0,1086,,922,○,132,0,922,,,,,,,,,,,,,,1082,○,125,0,1082
32,,1248,C,43,0,1248,,968,B,400,0,968,,1299,○,42,904,2203,,1303,○,61,1303,0,,1652,B,24,1089,2741,,938,○,142,0,938,岩田　圭剛,-08,1618,B,特,1665,3283,,1177,○,242,0,1177,20211201,,917,○,125,0,917,,,,,,,北海道札幌市中央区北２条東１７－２,8430001001789,岩田地崎建設（株）,,1256,○,60,0,1256,,917,○,216,0,917,,1177,○,266,0,1177,,1340,○,135,886,2226,,939,○,286,0,939,,1252,○,43,0,1252,,1153,○,39,841,1994,,1336,○,51,803,2139,,941,○,119,0,941,,,,,,,,,,,,,,1336,○,50,0,1336
33,,1255,C,40,0,1255,,1386,A,26,1405,2791,,,,,,,-01,1245,○,79,1245,0,,1511,B,6,1554,3065,,1236,○,49,0,1236,植木　義明,,1561,B,2,1625,3186,,,,,,,20211201,,1053,○,85,0,1053,,982,C,283,0,982,新潟県柏崎市駅前１－５－４５,8110001017149,（株）植木組,,1245,○,65,0,1245,,941,○,197,0,941,,,,,,,,1344,○,32,1290,2634,,961,○,275,0,961,,1205,○,50,0,1205,,1154,○,100,0,1154,,1350,○,337,0,1350,,1141,○,3,882,2023,,,,,,,,992,○,7,886,1878,,1268,○,65,0,1268
34,,1267,C,37,0,1267,,1486,B,286,0,1486,,1049,○,165,0,1049,,1378,○,42,1378,0,,1305,C,461,0,1305,,1287,○,47,0,1287,舩橋　哲也,,1597,B,18,1370,2967,,1856,○,1,1459,3315,20211201,,,,,,,,1664,A,12,1724,3388,東京都渋谷区渋谷３－２９－２０,3011001031955,エクシオグループ（株）,,1319,○,54,0,1319,,1021,○,167,0,1021,,1146,○,276,0,1146,,1420,○,37,1171,2591,,1261,○,192,0,1261,,1113,○,70,0,1113,,1238,○,90,0,1238,,1319,○,341,0,1319,,1046,○,71,0,1046,,1511,○,11,1132,2643,,,,,,,,1113,○,110,0,1113
35,,,,,,,,1771,A,8,1709,3480,,,,,,,-01,1380,○,40,1380,0,,1329,C,452,0,1329,,1591,○,5,1458,3049,黒川　修治,,1746,B,19,1214,2960,,,,,,,20211201,,986,○,100,0,986,,,,,,,東京都千代田区神田猿楽町２－８－８,4010601028815,大林道路（株）,,,,,,,,986,○,178,0,986,,,,,,,,1380,○,15,1393,2773,,,,,,,,,,,,,,1284,○,81,0,1284,,1367,○,332,0,1367,,,,,,,,,,,,,,,,,,,,,,,,
36,,1060,C,154,0,1060,,1362,A,24,1456,2818,,934,○,229,0,934,,1150,○,120,1150,0,,1227,C,493,0,1227,,1117,○,67,0,1117,奥村　安正,,1516,B,12,1547,3063,,,,,,,20211201,,864,○,153,0,864,,,,,,,大阪府大阪市港区三先１－１１－１８,2120001028670,奥村組土木興業（株）,,1150,○,86,0,1150,,,,,,,,,,,,,,1256,○,140,960,2216,,,,,,,,990,○,113,0,990,,1050,○,133,0,1050,,1237,○,22,1089,2326,,934,○,126,0,934,,,,,,,,,,,,,,,,,,
37,,1189,C,76,0,1189,,939,B,417,0,939,,1177,○,74,678,1855,,1600,○,9,1600,0,,1415,C,415,0,1415,,939,○,140,0,939,大野　達也,-09,1629,B,特,1573,3202,,,,,,,20211201,,,,,,,,,,,,,東京都江東区豊洲５－６－５２,7010601040057,オリエンタル白石（株）,,1320,○,53,0,1320,,,,,,,,,,,,,,1403,○,34,1209,2612,,958,○,278,0,958,,,,,,,,1583,○,4,1798,3381,,,,,,,,1143,○,56,0,1143,,,,,,,,,,,,,,,,,,
38,,1303,C,19,0,1303,,1148,B,348,0,1148,,1163,○,60,806,1969,,1590,○,11,1590,0,,1667,B,17,1138,2805,,1303,○,45,0,1303,森　拓也,,1615,B,8,1482,3097,,,,,,,20211201,,950,○,110,0,950,,1044,C,230,0,1044,東京都中央区晴海２－５－２４,1010001008742,（株）ピーエス三菱,,1335,○,50,0,1335,,950,○,193,0,950,,1065,○,311,0,1065,,1436,○,24,1261,2697,,1023,○,241,0,1023,,1305,○,31,0,1305,,1693,○,1,1827,3520,,1335,○,340,0,1335,,1163,○,9,670,1833,,,,,,,,,,,,,,1376,○,40,0,1376
39,,,,,,,,,,,,,,,,,,,,,,,,,-01,1266,B,18,1532,2798,,,,,,,松本　哲,-01,1217,B,40,1560,2777,,,,,,,20211201,,,,,,,,,,,,,徳島県徳島市佐古八番町５－７,8480001002592,（株）姫野組,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-01,1022,○,151,0,1022
40,,1059,C,156,0,1059,,1023,B,379,0,1023,,1041,○,172,0,1041,,1297,○,63,1297,0,,1505,B,2,1637,3142,,1002,○,97,0,1002,本間　達郎,,1564,B,11,1516,3080,,,,,,,20211201,,1330,○,8,1181,2511,,1021,B,121,1050,2071,新潟県新潟市中央区西湊町通三ノ町３３００－３,6110001005155,（株）本間組,,1347,○,47,0,1347,,921,○,212,0,921,,,,,,,,1329,○,248,716,2045,,,,,,,,,,,,,,1133,○,106,0,1133,,1234,○,355,0,1234,,1041,○,73,0,1041,,,,,,,,,,,,,,1328,○,53,0,1328
41,,1000,C,211,0,1000,,1319,A,25,1489,2808,,1005,○,191,0,1005,,1174,○,109,1174,0,,1527,B,33,1164,2691,,1166,○,57,0,1166,市村　稿,,1421,B,17,1555,2976,,,,,,,20211201,,1067,○,83,0,1067,,963,C,308,0,963,新潟県新潟市中央区万代４丁目５番１５号,1110001001051,（株）加賀田組,,,,,,,,988,○,176,0,988,,,,,,,,1279,○,44,1270,2549,,1026,○,239,0,1026,,1173,○,58,0,1173,,1099,○,117,0,1099,,1183,○,366,0,1183,,1005,○,82,0,1005,,,,,,,,,,,,,,1269,○,64,0,1269
