,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,date
612,（株）福美建設,合澤　隆,広島県呉市広古新開７－３４－３６,8240001026517,C,586,,975,801,1776,B,722,,732,0,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,67,,990,1094,2084,○,689,,708,0,708,○,1047,,914,0,914,○,340,,710,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
613,（株）武晃建設,山根　千鶴子,鳥取県鳥取市的場３－９７－１,6270001000702,C,176,,962,1375,2337,B,885,,680,0,680,,,,,,,,,,,,,C,959,,850,0,850,○,446,,804,0,804,,,,,,,C,950,,680,0,680,○,582,,680,0,680,,,,,,,○,131,,878,999,1877,○,783,,680,0,680,○,614,,824,747,1571,,,,,,,○,352,,823,0,823,,,,,,,,,,,,,○,362,,701,0,701,,,,,,,,,,,,,,,,,,,20191216
614,富国合成塗料（株）,小西　雅之,兵庫県神戸市兵庫区永沢町３－７－１９,7140001014029,C,1923,-01,738,0,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,120,-01,828,722,1550,○,600,-01,832,755,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
615,フコク電興（株）,林　忠彦,福岡県福岡市博多区山王１－１５－８,4290001016319,C,2117,,683,0,683,,,,,,,○,503,,719,0,719,,,,,,,,,,,,,,,,,,,C,625,,747,0,747,,,,,,,,,,,,,,,,,,,,,,,,,○,593,,736,0,736,○,1798,,719,0,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,339,,901,0,901,○,509,,719,0,719,20191216
616,（株）フジイ建材,藤井　一也,岡山県岡山市中区西川原１－１－９,6260001005818,C,1428,,877,0,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,821,,769,0,769,,,,,,,○,1540,,769,0,769,,,,,,,,,,,,,○,353,,749,0,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
617,（有）藤猪建設,藤猪　長人,広島県呉市阿賀北３－１－２７,1240002036315,C,2210,,635,0,635,,,,,,,,,,,,,,,,,,,C,1341,,728,0,728,○,720,,662,0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,918,,616,0,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
618,藤井建設（株）,重井　和弥,広島県三原市須波１－２３－８,7240001039759,C,515,,961,870,1831,B,764,,716,0,716,,,,,,,,,,,,,C,909,,874,0,874,,,,,,,,,,,,,C,297,,908,0,908,,,,,,,,,,,,,,,,,,,,,,,,,○,1079,,891,0,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
619,（株）富士植木,成家　岳,東京都千代田区九段南４－１－９,3010001027617,C,1540,,837,0,837,B,828,,699,0,699,,,,,,,A,10,,1089,1127,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1372,,806,0,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
620,藤岡建設（株）,藤岡　一貴,愛媛県西条市周布１７５８－３,1500001009385,C,398,,950,1001,1951,,,,,,,,,,,,,,,,,,,C,1075,,814,0,814,○,577,,747,0,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1389,,802,0,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
621,（株）藤川興業所,藤川　偉大,山口県岩国市岩国３－７－７,5250001011611,C,525,,1004,817,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,593,,864,0,864,,,,,,,,,,,,,○,290,,727,0,727,,,,,,,○,263,,805,0,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
622,（株）富士技建,中薗　明広,大阪府大阪市淀川区東三国四丁目１３番３号,2120001069871,C,1546,,836,0,836,,,,,,,○,150,,1153,0,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,645,,656,0,656,○,278,,870,0,870,○,657,,836,0,836,,,,,,,○,711,,836,613,1449,,,,,,,,,,,,,○,493,,668,0,668,,,,,,,,,,,,,,,,,,,○,333,,907,0,907,,,,,,,20191216
623,（株）藤木工務店,藤木　玄三,大阪府大阪市中央区備後町１－７－１０,8120001077539,C,1103,,1218,0,1218,,,,,,,,,,,,,,,,,,,B,26,,1602,1202,2804,○,68,,1238,0,1238,C,298,,952,0,952,C,149,,1071,0,1071,,,,,,,,,,,,,,,,,,,○,268,,950,0,950,○,834,,1187,0,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
624,（株）富士グリーンテック,森　明彦,山梨県甲府市富竹３－１－３,2090001000773,C,605,,971,784,1755,B,417,,943,0,943,,,,,,,A,28,,1040,1008,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
625,（株）富士建,牧薗　博文,佐賀県佐賀市富士町下熊川１５９－６８,9300001003723,C,861,,849,714,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,82,,928,1094,2022,,,,,,,,,,,,,,,,,,,○,39,,905,572,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
626,フジケンエンジニアリング（株）,松本　陵志,愛媛県松山市古三津２－１６－３,7500001003515,C,1293,,942,0,942,B,723,,732,0,732,○,284,,874,0,874,,,,,,,C,831,,902,0,902,○,539,,761,0,761,C,284,,971,0,971,C,153,,1064,0,1064,○,436,,732,0,732,,,,,,,,,,,,,○,481,,780,0,780,○,1037,,926,0,926,,,,,,,○,465,,736,0,736,○,379,,736,0,736,,,,,,,○,291,,761,0,761,○,160,,1173,596,1769,○,338,,902,0,902,○,378,,837,0,837,20191216
627,富士建設（株）,前田　充士,広島県福山市神島町１０－１８,1240001041860,C,256,,971,1208,2179,B,150,,763,1039,1802,,,,,,,,,,,,,C,272,,1030,798,1828,○,227,,924,0,924,,,,,,,,,,,,,○,441,,728,0,728,○,421,,795,0,795,○,603,,860,0,860,○,771,,683,0,683,○,101,,916,1424,2340,,,,,,,○,329,,834,0,834,○,284,,795,0,795,,,,,,,○,211,,844,0,844,,,,,,,,,,,,,,,,,,,20191216
628,（株）富士建設,富士野　彰宏,奈良県奈良市二条町３－３－８,5150001008683,C,2302,,552,0,552,B,1125,,442,0,442,○,675,,437,0,437,B,503,,540,0,540,C,1685,,447,0,447,○,804,,441,0,441,,,,,,,C,1150,,437,0,437,○,753,,439,0,439,○,693,,455,0,455,○,1134,,467,0,467,,,,,,,○,2168,,516,0,516,○,599,,440,0,440,○,584,,461,0,461,○,551,,437,0,437,,,,,,,○,445,,441,0,441,○,885,,437,0,437,○,737,,437,0,437,,,,,,,20191216
629,（株）フジ建装,藤井　理,群馬県渋川市北橘町八崎３９４－２,5070001018261,C,1988,,723,0,723,B,900,,676,0,676,,,,,,,,,,,,,C,1282,,750,0,750,○,593,,740,0,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,166,,799,566,1365,○,1671,,742,0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
630,（株）冨士工,楚山　和夫,東京都品川区東五反田１－２２－１,2010701017769,C,123,,1252,1179,2431,B,520,,829,0,829,○,186,,1035,0,1035,,,,,,,B,22,,1408,1418,2826,○,112,,1108,0,1108,C,484,,829,0,829,C,374,,871,0,871,○,261,,829,0,829,○,137,,1035,0,1035,○,389,,1039,0,1039,○,342,,871,0,871,○,911,,1039,0,1039,○,173,,829,0,829,○,126,,1039,0,1039,○,80,,1035,0,1035,,,,,,,○,73,,1108,0,1108,○,406,,908,0,908,,,,,,,,,,,,,20191216
631,富士整備（株）,市川　幸弘,広島県廿日市市大野原１－４－３１,1240001010130,C,2002,,720,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,526,,803,0,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
632,フジ総業（株）,藤井　正一,山口県周南市大字徳山５０４１,4250001009227,C,1775,,775,0,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,519,,805,0,805,,,,,,,,,,,,,,,,,,,,,,,,,○,1567,,762,0,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,764,,673,0,673,,,,,,,,,,,,,20191216
633,藤田建設（株）,藤田　享広,岡山県備前市東片上２８,2260001021686,C,890,,814,722,1536,B,187,,781,951,1732,,,,,,,,,,,,,C,880,,888,0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
634,藤田興業（株）,早瀬　裕一,岡山県岡山市南区藤田６７９番地,8260001005849,C,1321,,920,0,920,B,829,,698,0,698,,,,,,,B,158,,811,0,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,193,,934,783,1717,,,,,,,○,1327,,816,0,816,,,,,,,○,369,,816,0,816,○,244,,816,0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
635,藤田工業（株）,藤田　和正,山口県岩国市御庄５－１０８－３,1250001011615,C,886,,838,700,1538,B,802,,706,0,706,,,,,,,,,,,,,C,1413,,705,0,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
636,（株）フジタコーポレーション,藤田　昭男,広島県広島市佐伯区五日市中央１－６－３３,9240001010379,C,2314,,524,0,524,,,,,,,,,,,,,,,,,,,C,1497,,677,0,677,,,,,,,C,871,,525,0,525,C,1136,,528,0,528,,,,,,,,,,,,,,,,,,,○,992,,529,0,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
637,（有）藤田設備,藤田　佳久,兵庫県姫路市飾磨区今在家１０１３－８,4140002033096,C,2275,,587,0,587,B,1082,,581,0,581,,,,,,,,,,,,,C,1498,,677,0,677,,,,,,,C,812,,624,0,624,C,6,,673,780,1453,,,,,,,,,,,,,,,,,,,,,,,,,○,2088,,611,0,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
638,フジタ道路（株）,杉本　卓嗣,東京都中央区晴海１－８－１０,7010001034923,C,90,,1235,1291,2526,A,14,,1358,1808,3166,,,,,,,B,165,,808,0,808,C,729,,949,0,949,,,,,,,,,,,,,,,,,,,○,15,,1170,1456,2626,○,146,,1000,0,1000,○,384,,1052,0,1052,○,485,,778,0,778,○,88,,1077,1300,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
639,藤田緑化産業（株）,藤田　稔幸,島根県浜田市後野町２３８８－２,9280001004410,C,1421,,880,0,880,,,,,,,,,,,,,A,49,,901,1030,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,648,,841,0,841,,,,,,,○,439,,854,932,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
640,（株）富士テック,吉武　元成,岡山県岡山市北区野田５－２－１３,2260001005714,C,1250,,963,0,963,,,,,,,○,300,,860,0,860,,,,,,,,,,,,,,,,,,,C,770,,662,0,662,,,,,,,,,,,,,○,393,,812,0,812,○,211,,838,842,1680,○,98,,881,738,1619,○,323,,915,1036,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,731,,692,0,692,○,689,,634,0,634,○,561,,653,0,653,20191216
641,富士電機（株）,北澤　通宏,東京都品川区大崎１－１１－２,9020001071492,C,1138,,1128,0,1128,,,,,,,,,,,,,,,,,,,C,419,,1482,0,1482,,,,,,,A,28,,1877,1033,2910,A,51,,1621,921,2542,,,,,,,,,,,,,,,,,,,,,,,,,○,519,,1691,0,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,49,,1432,957,2389,○,23,,1491,1182,2673,○,2,,1856,1394,3250,20191216
642,富士道路施設（株）,佐藤　公一,香川県高松市小村町３２８－２,6470001002769,C,1332,,915,0,915,B,585,,785,0,785,,,,,,,,,,,,,,,,,,,,,,,,,B,109,,918,1152,2070,,,,,,,,,,,,,,,,,,,,,,,,,○,303,,911,0,911,○,237,,1001,1057,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
643,藤鳶工業（株）,藤原　照國,広島県尾道市栗原町９６５０－９,8240001038495,C,2138,,677,0,677,,,,,,,,,,,,,,,,,,,C,1187,,783,0,783,○,548,,758,0,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,559,,602,0,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
644,（株）不二土木工業,中村　強,広島県広島市安佐北区安佐町くすの木台１９－１６－５,8240001015809,C,1908,,743,0,743,B,992,,642,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,483,,657,0,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
645,（株）フジナガ,三宅　完治,岡山県倉敷市福田町古新田１０８０－３,2260002020885,C,1601,,820,0,820,B,990,,644,0,644,,,,,,,,,,,,,C,1440,,697,0,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1780,,723,0,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
646,（株）藤林商会,藤林　秀樹,青森県南津軽郡藤崎町大字久井名舘字早稲田２９５－２,3420001010201,C,1907,,743,0,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,952,,679,0,679,,,,,,,,,,,,,,,,,,,,,,,,,○,1955,,678,0,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
647,（株）藤原建設,藤原　昌一,島根県飯石郡飯南町都加賀６９,7280001005716,C,758,-01,871,770,1641,B,639,-01,757,0,757,,,,,,,,,,,,,,,,,,,○,506,-01,775,0,775,,,,,,,C,724,-01,738,0,738,○,396,-01,748,0,748,,,,,,,,,,,,,,,,,,,○,1244,-01,837,0,837,,,,,,,○,396,-01,791,0,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
648,（有）藤原工務店,藤原　博文,鳥取県倉吉市伊木１９５－１,5270002010569,C,1007,,748,667,1415,,,,,,,,,,,,,,,,,,,C,444,,786,596,1382,○,665,,697,0,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1940,,685,0,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
649,（株）富士ピー・エス,堤　忠彦,福岡県福岡市中央区薬院１－１３－８,6290001010204,C,39,,1306,1351,2657,,,,,,,○,188,,1028,0,1028,B,180,,789,0,789,C,639,,1028,0,1028,,,,,,,,,,,,,,,,,,,○,330,,789,0,789,○,9,,1426,1906,3332,○,362,,1122,0,1122,○,456,,789,0,789,○,265,,1122,896,2018,,,,,,,,,,,,,,,,,,,,,,,,,○,179,,875,0,875,,,,,,,,,,,,,,,,,,,20191216
650,富士古河Ｅ＆Ｃ（株）,日下　高,神奈川県川崎市幸区堀川町５８０番地,6020001077096,C,1118,,1170,0,1170,,,,,,,,,,,,,,,,,,,C,491,,1259,0,1259,,,,,,,A,25,,1626,1314,2940,A,11,,1574,1596,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,404,,914,0,914,○,92,,1201,738,1939,○,92,,1517,0,1517,20191216
651,（株）伏光組,伏見　光暁,広島県広島市南区出島１－３３－６１,2240001010410,C,13,,1167,1585,2752,B,215,,932,753,1685,○,234,,943,0,943,B,332,,712,0,712,C,120,,1019,1082,2101,○,267,,893,0,893,,,,,,,,,,,,,○,25,,932,1009,1941,○,64,,901,685,1586,○,123,,1036,866,1902,○,450,,792,0,792,○,32,,1146,1490,2636,○,53,,712,834,1546,○,26,,969,699,1668,○,155,,893,0,893,,,,,,,○,225,,823,0,823,○,405,,908,0,908,,,,,,,,,,,,,20191216
652,（有）藤本組,藤本　俊彦,鳥取県西伯郡伯耆町吉長５４－４,7270002008149,C,361,,960,1046,2006,B,64,,912,1156,2068,○,512,,714,0,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,34,,835,749,1584,,,,,,,○,640,,846,0,846,,,,,,,○,428,,846,948,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
653,藤本工業（株）,藤本　利範,山口県防府市佐波１－９－１９,8250001002194,C,291,,1008,1096,2104,B,126,,918,949,1867,,,,,,,,,,,,,C,914,,871,0,871,○,567,,750,0,750,,,,,,,,,,,,,○,35,,823,747,1570,,,,,,,○,632,,848,0,848,,,,,,,○,227,,848,1230,2078,○,460,,670,0,670,,,,,,,,,,,,,,,,,,,○,307,,750,0,750,,,,,,,,,,,,,,,,,,,20191216
654,（株）藤本設備,藤本　功,山口県岩国市平田５－５０－１１,2250001011622,C,1843,,758,0,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,283,,913,0,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
655,藤吉工業（株）,加藤　靖始,愛知県名古屋市中村区太閤４－２－８,8180001032505,C,1325,,919,0,919,,,,,,,,,,,,,,,,,,,C,1023,,831,0,831,,,,,,,C,510,,811,0,811,B,45,,1106,951,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,96,,1035,1009,2044,,,,,,,,,,,,,20191216
656,（株）藤原組,藤原　正,鳥取県鳥取市千代水１－１７,8270001000683,C,75,,1097,1466,2563,B,39,,978,1218,2196,,,,,,,,,,,,,C,116,,1044,1066,2110,○,190,,960,0,960,,,,,,,,,,,,,○,182,,899,0,899,○,54,,948,803,1751,○,45,,1010,1184,2194,,,,,,,○,308,,933,1030,1963,○,267,,737,0,737,,,,,,,,,,,,,,,,,,,○,174,,879,0,879,,,,,,,,,,,,,,,,,,,20191216
657,（株）藤原建工,藤原　哲也,広島県福山市引野町５－４６－１３,5240001031973,C,1495,,852,0,852,B,107,,957,961,1918,,,,,,,,,,,,,,,,,,,○,642,,709,0,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,620,,846,712,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
658,藤原工業（株）,藤原　浩一,大阪府吹田市寿町２－２６－９,4120901009982,C,2176,,660,0,660,,,,,,,,,,,,,,,,,,,C,72,,933,1268,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
659,藤原メセナ建設（株）,藤原　忠治,広島県東広島市志和町志和東２８８３,1240001022753,C,486,,916,943,1859,B,168,,851,918,1769,,,,,,,B,449,,647,0,647,C,1145,,799,0,799,,,,,,,C,677,,719,0,719,C,810,,717,0,717,,,,,,,○,506,,746,0,746,○,783,,786,0,786,,,,,,,○,603,,786,801,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
660,（株）フソウ,野村　充伸,香川県高松市郷東町７９２－８,9010001055694,C,1031,,1386,0,1386,,,,,,,○,51,,1175,734,1909,,,,,,,C,516,,1200,0,1200,,,,,,,B,89,,1270,873,2143,B,1,,1459,825,2284,,,,,,,○,95,,1203,0,1203,,,,,,,,,,,,,,,,,,,○,124,,925,0,925,,,,,,,,,,,,,,,,,,,,,,,,,○,32,,1399,1168,2567,,,,,,,,,,,,,20191216
661,（株）扶桑興業,福井　洋一,兵庫県美方郡新温泉町竹田６１６－５,2140001056711,C,1581,-01,824,0,824,,,,,,,,,,,,,B,401,-01,679,0,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,559,-01,876,0,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,104,-01,686,0,686,,,,,,,,,,,,,,,,,,,,,,,,,20191216
662,（株）フタバ,大森　孝男,岡山県加賀郡吉備中央町西３２７７－１,5260001023036,C,736,,836,819,1655,B,778,,711,0,711,○,478,,734,0,734,,,,,,,C,274,,787,1037,1824,○,604,,734,0,734,,,,,,,,,,,,,,,,,,,○,527,,734,0,734,○,253,,776,788,1564,○,861,,653,0,653,○,1512,,775,0,775,,,,,,,○,469,,734,0,734,○,385,,734,0,734,,,,,,,○,407,,660,0,660,,,,,,,,,,,,,,,,,,,20191216
663,双葉建設（有）,影　大地,島根県松江市佐草町２１１－６,4280002001972,C,1039,,828,545,1373,B,323,,818,646,1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,737,,826,589,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
664,物林（株）,淡中　克己,東京都江東区新木場１－７－２２,6010601006380,C,1453,-01,868,0,868,,,,,,,,,,,,,B,62,-01,962,0,962,C,697,-01,976,0,976,○,462,-01,799,0,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1524,-01,772,0,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
665,（株）不動,藤原　勇一,岡山県岡山市東区瀬戸町万富１０２０－４,6260001006898,C,1542,,836,0,836,B,976,,650,0,650,,,,,,,,,,,,,C,1405,,707,0,707,○,664,,697,0,697,,,,,,,,,,,,,○,693,,617,0,617,○,596,,697,0,697,○,961,,715,0,715,,,,,,,○,1613,,752,0,752,,,,,,,○,506,,713,0,713,○,448,,697,0,697,,,,,,,○,422,,629,0,629,,,,,,,,,,,,,,,,,,,20191216
666,舩越建設（株）,舩越　秀志,鳥取県西伯郡大山町押平７６３－１,8270001003959,C,315,,983,1093,2076,B,747,,723,0,723,,,,,,,B,289,,730,0,730,C,839,,901,0,901,,,,,,,,,,,,,,,,,,,○,454,,723,0,723,○,59,,872,795,1667,○,166,,925,859,1784,,,,,,,○,427,,862,932,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
667,船本建設（有）,山本　隆,鳥取県鳥取市船木１１３－２,3270002001322,C,712,,877,802,1679,,,,,,,,,,,,,,,,,,,C,1262,,758,0,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,745,,829,580,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
668,（株）プランニング三誠,平岡　誠晋,広島県広島市西区西観音町１－１８,6240001014853,C,1834,,760,0,760,B,1087,,577,0,577,,,,,,,,,,,,,C,802,,912,0,912,○,595,,738,0,738,,,,,,,C,1090,,599,0,599,,,,,,,,,,,,,,,,,,,,,,,,,○,1958,,677,0,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
669,フリー工業（株）,富田　満,東京都台東区東上野１－３－１,9010501012749,C,882,,822,718,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,84,,996,1011,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20191216
670,古河産機システムズ（株）,川下　勝平,東京都千代田区丸の内２－２－３,1010001087927,C,867,,830,726,1556,,,,,,,○,23,,1194,1464,2658,,,,,,,C,620,,1043,0,1043,,,,,,,C,490,,826,0,826,C,575,,787,0,787,,,,,,,,,,,,,,,,,,,○,594,,736,0,736,○,536,,948,726,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,100,,1218,811,2029,,,,,,,,,,,,,20191216
671,（株）フルサワ,古澤　成憲,広島県江田島市江田島町秋月４－１０－９,9240001027225,C,1394,,889,0,889,,,,,,,,,,,,,,,,,,,C,1259,,759,0,759,○,647,,704,0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,742,,685,0,685,,,,,,,,,,,,,20191216
