,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,pipe_qualification,pipe_rank,pipe_exception,pipe_financial_score,pipe_technical_score,pipe_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,waterproof_qualification,waterproof_rank,waterproof_exception,waterproof_financial_score,waterproof_technical_score,waterproof_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,others_qualification,others_rank,others_exception,others_financial_score,others_technical_score,others_total_score,date
430,（株）大前技建工業,大前　忍,北海道白糠郡白糠町東２条北８－１－４,27-00077,C,869,,892,349,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1565,,729,0,729,,,,,,,20210401
431,（株）大本組,大本　万平,岡山県岡山市北区内山下１－１－１３,11-00006,C,408,,1678,0,1678,B,74,,1696,0,1696,B,194,,1049,0,1049,○,79,,1157,0,1157,○,60,,1210,0,1210,○,33,,1345,0,1345,○,119,,1215,0,1215,A,194,,1123,0,1123,B,292,,1198,0,1198,,,,,,,○,79,,1051,0,1051,,,,,,,,,,,,,○,36,,1314,0,1314,○,210,,1442,0,1442,,,,,,,20210401
432,（株）岡崎組,岡崎　優,北海道中川郡本別町南２－１－４,28-00036,C,373,,917,808,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,154,,790,741,1531,,,,,,,20210401
433,（株）岡田共立興産,山本　康仁,北海道様似郡様似町栄町２３６－１０,26-00399,C,878,,849,386,1235,D,1682,,674,0,674,B,197,,839,209,1048,,,,,,,,,,,,,○,338,,669,0,669,,,,,,,C,1428,,673,0,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1370,,760,0,760,,,,,,,20210401
434,（株）岡部工務店,岡部　英明,茨城県日立市多賀町２－１０－７,11-01526,C,831,,1257,0,1257,B,252,,1218,0,1218,B,192,,1055,0,1055,○,236,,880,0,880,○,129,,963,0,963,○,95,,950,0,950,,,,,,,,,,,,,,,,,,,○,195,,875,0,875,,,,,,,○,51,,825,0,825,,,,,,,,,,,,,○,457,,1032,0,1032,,,,,,,20210401
435,尾形建設（株）,荒瀬　忠昌,北海道士別市朝日町中央４０２５番地,25-00085,C,369,,965,767,1732,C,817,,880,0,880,B,885,,715,0,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,317,,795,444,1239,,,,,,,20210401
436,小川組土建（株）,小川　広見,北海道深川市文光町８番３３号,22-00496,C,717,,905,418,1323,C,661,,926,0,926,B,1046,,683,0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,497,,697,0,697,○,528,,678,0,678,○,142,,681,0,681,,,,,,,,,,,,,○,1155,,794,0,794,,,,,,,20210401
437,小川建設（株）,小川　雅勝,北海道目梨郡羅臼町湯ノ沢町１２－４５,27-00305,C,880,,872,362,1234,D,1530,,717,0,717,B,1066,,679,0,679,,,,,,,,,,,,,,,,,,,,,,,,,C,1424,,674,0,674,,,,,,,,,,,,,○,539,,674,0,674,,,,,,,,,,,,,,,,,,,○,1862,,673,0,673,,,,,,,20210401
438,小川工業（株）,小川　和満,北海道室蘭市母恋北町１－２－５,26-00122,C,758,,910,389,1299,D,1327,,764,0,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,344,,975,0,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
439,奥アンツーカ（株）,奥　洋彦,大阪府東大阪市長田東３－２－７,11-03444,C,954,,1194,0,1194,C,878,,864,0,864,B,142,,1181,0,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,62,,1105,0,1105,,,,,,,,,,,,,,,,,,,○,341,,1187,0,1187,,,,,,,20210401
440,奥村組土木興業（株）,奥村　安正,大阪府大阪市港区三先１－１１－１８,11-01533,C,529,,1516,0,1516,B,249,,1227,0,1227,B,101,,1362,0,1362,○,172,,934,0,934,○,97,,1050,0,1050,○,129,,864,0,864,,,,,,,B,245,,1060,0,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,65,,1150,0,1150,○,306,,1256,0,1256,,,,,,,20210401
441,（株）小椋組,北原　旭,北海道上川郡上川町字共進１５６－２１,25-00376,C,455,,952,665,1617,C,862,,867,0,867,B,797,,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,14,,980,872,1852,,,,,,,20210401
442,尾田建設（株）,尾田　美保子,北海道目梨郡羅臼町礼文町１５,27-00405,C,406,,915,764,1679,D,1041,,824,0,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,172,,796,715,1511,,,,,,,20210401
443,小野工業（株）,小野　哲弘,北海道様似郡様似町字田代２９０,26-00347,C,855,,828,420,1248,,,,,,,B,1161,,657,0,657,,,,,,,,,,,,,,,,,,,,,,,,,C,1528,,641,0,641,,,,,,,,,,,,,○,583,,642,0,642,,,,,,,,,,,,,,,,,,,○,1432,,750,0,750,,,,,,,20210401
444,小野田ケミコ（株）,井上　勝己,東京都千代田区神田錦町３－２１ＪＰＲクレスト竹橋ビル７階,11-00177,C,686,,1350,0,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,95,,1040,0,1040,,,,,,,,,,,,,20210401
445,（株）オホーツクエンバイロメント,森谷　正道,北海道北見市留辺蘂町旭中央２６－９,29-00295,C,662,,935,433,1368,,,,,,,B,215,,832,179,1011,,,,,,,,,,,,,,,,,,,,,,,,,C,659,,841,0,841,,,,,,,,,,,,,○,230,,798,0,798,,,,,,,,,,,,,,,,,,,○,1015,,818,0,818,,,,,,,20210401
446,小柳建設（株）,小柳　卓蔵,新潟県三条市東三条１－２１－５,11-03371,C,954,,1194,0,1194,B,275,,1194,0,1194,B,183,,1067,0,1067,,,,,,,,,,,,,○,57,,1145,0,1145,,,,,,,B,368,,958,0,958,B,672,,878,0,878,○,189,,886,0,886,○,173,,867,0,867,,,,,,,○,29,,853,0,853,,,,,,,○,361,,1163,0,1163,,,,,,,20210401
447,親松宮本建設（株）,佐藤　博克,北海道旭川市８条通２０－８８－１０,25-00021,C,568,,889,566,1455,,,,,,,B,1168,,656,0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,572,,655,0,655,,,,,,,,,,,,,,,,,,,○,97,,834,766,1600,,,,,,,20210401
448,オリエンタル白石（株）,大野　達也,東京都江東区豊洲５－６－５２,11-00057,C,440,,1643,0,1643,B,158,,1415,0,1415,B,268,,939,0,939,○,71,,1177,0,1177,○,5,,1621,984,2605,,,,,,,○,85,,1303,0,1303,A,141,,1232,0,1232,,,,,,,○,139,,958,0,958,,,,,,,,,,,,,,,,,,,○,34,,1320,0,1320,○,229,,1411,0,1411,,,,,,,20210401
449,（株）ハイテコス,高瀬　優,北海道岩見沢市元町２条東９－１７,22-03271,C,613,,936,476,1412,,,,,,,B,388,,852,0,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,547,,671,0,671,,,,,,,,,,,,,,,,,,,○,1084,,806,0,806,,,,,,,20210401
450,橋場建設（株）,橋場　義哲,北海道名寄市風連町西町１９８番地,25-00051,C,639,,826,559,1385,D,1546,,714,0,714,B,1099,,671,0,671,○,459,,714,0,714,,,,,,,,,,,,,,,,,,,C,1530,,640,0,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1505,,738,0,738,,,,,,,20210401
451,長谷川体育施設（株）,仁ノ平　俊和,東京都世田谷区太子堂１－４－２１,11-00622,C,611,,1414,0,1414,C,465,,1024,0,1024,B,91,,1414,0,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,36,,1217,0,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
452,畠山建設工業（株）,岡田　清信,北海道中川郡豊頃町茂岩新和町６８－１,28-00095,C,914,,810,405,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,220,,801,629,1430,,,,,,,20210401
453,八晃建設（株）,田下　啓一,北海道留萌市東雲町２－２８,30-00014,C,393,,913,788,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
454,（株）浜田組,本多　純芳,北海道上川郡和寒町字西町１９９番地,25-00191,C,434,,980,671,1651,B,51,,964,807,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,789,,871,0,871,,,,,,,20210401
455,ハヤカワ建設（株）,岡　隆哉,北海道石狩郡当別町対雁３０,22-01779,C,653,,968,407,1375,,,,,,,B,708,,744,0,744,,,,,,,,,,,,,○,111,,905,0,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1471,,744,0,744,,,,,,,20210401
456,（株）早坂組,早坂　祐二,北海道稚内市大黒１－４－３２,31-00024,C,497,,886,665,1551,B,100,,793,829,1622,B,1174,,653,0,653,,,,,,,,,,,,,,,,,,,,,,,,,C,1499,,650,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1374,,759,0,759,,,,,,,20210401
457,林建設工業（株）,林　栄太郎,北海道根室市宝林町４－３０,27-00226,C,445,,866,764,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1459,,663,0,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1391,,756,0,756,,,,,,,20210401
458,（株）林工務店,武田　幹郎,北海道砂川市西１条北１５丁目１番２９号,22-03009,C,794,,980,293,1273,C,490,,1006,0,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
459,東日本コンクリート（株）,山縣　修,宮城県仙台市青葉区一番町２－２ー１３仙建ビル５階,11-03737,C,916,,1214,0,1214,C,538,,977,0,977,B,488,,804,0,804,○,89,,1114,0,1114,○,45,,1304,0,1304,,,,,,,,,,,,,,,,,,,,,,,,,○,284,,804,0,804,,,,,,,,,,,,,,,,,,,○,84,,1063,0,1063,○,436,,1063,0,1063,,,,,,,20210401
460,東日本冨士新道路（株）,萩原　久司,北海道帯広市東７条南８－２,28-00162,C,754,,961,340,1301,,,,,,,B,36,,1094,786,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,312,,829,418,1247,,,,,,,20210401
461,久島工業（株）,久島　正之,北海道常呂郡訓子府町東町８８,29-00297,C,644,,908,473,1381,C,658,,927,0,927,B,919,,707,0,707,○,407,,749,0,749,○,361,,779,0,779,,,,,,,,,,,,,C,1156,,726,0,726,,,,,,,,,,,,,○,462,,707,0,707,,,,,,,,,,,,,,,,,,,○,1036,,813,0,813,,,,,,,20210401
462,（株）久光組,村上　進,北海道士別市東二条北７ー１１０,25-00171,C,870,,906,333,1239,D,1029,,827,0,827,B,849,,720,0,720,○,398,,753,0,753,○,356,,781,0,781,,,,,,,,,,,,,C,1297,,703,0,703,,,,,,,○,430,,720,0,720,,,,,,,,,,,,,,,,,,,,,,,,,○,1321,,767,0,767,,,,,,,20210401
463,（株）久本組,川口　直昭,大阪府大阪市住吉区我孫子５－５－２５,11-01662,C,949,,1196,0,1196,C,837,,876,0,876,B,604,,764,0,764,○,296,,825,0,825,○,230,,870,0,870,○,324,,678,0,678,,,,,,,C,1349,,693,0,693,,,,,,,,,,,,,○,528,,678,0,678,,,,,,,,,,,,,○,145,,943,0,943,○,578,,943,0,943,,,,,,,20210401
464,（株）日立製作所,東原　敏昭,東京都千代田区丸の内１－６－６,11-00146,C,738,,1308,0,1308,B,189,,1339,0,1339,,,,,,,,,,,,,,,,,,,,,,,,,○,14,,1587,442,2029,A,55,,1495,0,1495,A,6,,1967,795,2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,56,,1683,0,1683,,,,,,,20210401
465,日立造船（株）,三野　禎男,大阪府大阪市住之江区南港北１－７－８９,11-00417,C,919,,1213,0,1213,B,56,,1743,0,1743,B,232,,976,0,976,○,4,,1538,857,2395,○,72,,1152,0,1152,○,88,,976,0,976,○,3,,1656,887,2543,A,75,,1402,0,1402,B,214,,1308,0,1308,○,102,,1008,0,1008,,,,,,,,,,,,,,,,,,,○,59,,1171,0,1171,○,156,,1528,0,1528,,,,,,,20210401
466,（株）日野,日野　信夫,北海道磯谷郡蘭越町蘭越町５８６－１５,24-00278,C,934,,820,384,1204,D,1631,,689,0,689,B,1057,,681,0,681,,,,,,,,,,,,,,,,,,,,,,,,,C,1365,,688,0,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1444,,748,0,748,,,,,,,20210401
467,平井建設工業（株）,平井　健一郎,北海道上川郡当麻町３条西３－１１－４１,25-00247,C,437,,1001,648,1649,D,962,,843,0,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,324,,753,0,753,,,,,,,,,,,,,,,,,,,○,632,,924,0,924,,,,,,,20210401
468,（株）平野組,須田　光宏,岩手県一関市竹山町６－４,11-01175,C,826,,1258,0,1258,B,227,,1269,0,1269,B,190,,1056,0,1056,○,210,,900,0,900,○,97,,1050,0,1050,,,,,,,○,361,,822,0,822,B,492,,892,0,892,,,,,,,○,236,,841,0,841,○,205,,823,0,823,○,53,,821,0,821,○,34,,834,0,834,○,89,,1053,0,1053,○,364,,1160,0,1160,,,,,,,20210401
469,広島建設（株）,木村　裕,北海道北広島市中央４－６－４,22-00252,C,547,,914,575,1489,D,1148,,804,0,804,B,497,,802,0,802,,,,,,,,,,,,,,,,,,,,,,,,,C,1139,,729,0,729,,,,,,,,,,,,,○,375,,732,0,732,,,,,,,,,,,,,,,,,,,○,575,,944,0,944,,,,,,,20210401
470,美幌貨物自動車（株）,田村　博和,北海道網走郡美幌町字稲美９６,29-00394,C,699,,948,391,1339,D,953,,845,0,845,B,797,,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,252,,837,0,837,○,917,,837,0,837,,,,,,,20210401
471,（株）ピーエス三菱,森　拓也,東京都中央区晴海２－５－２４,11-00129,C,461,,1610,0,1610,B,87,,1667,0,1667,B,115,,1303,0,1303,○,77,,1163,0,1163,○,4,,1711,925,2636,○,95,,950,0,950,,,,,,,A,72,,1405,0,1405,,,,,,,○,98,,1023,0,1023,○,118,,950,0,950,○,26,,950,0,950,,,,,,,○,30,,1335,0,1335,○,214,,1436,0,1436,,,,,,,20210401
472,深田サルベージ建設（株）,山本　寿生,大阪府大阪市港区築港４－１－１,11-00490,C,627,,1396,0,1396,,,,,,,,,,,,,○,58,,1222,0,1222,,,,,,,○,56,,1148,0,1148,○,100,,1258,0,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
473,（株）福島建設,福島　雅史,北海道磯谷郡蘭越町字大谷３６３,24-00214,C,776,,856,433,1289,D,1546,,714,0,714,B,1142,,661,0,661,○,459,,714,0,714,,,,,,,○,342,,664,0,664,,,,,,,C,1495,,652,0,652,,,,,,,○,577,,652,0,652,○,578,,652,0,652,,,,,,,,,,,,,○,303,,767,0,767,○,206,,830,620,1450,,,,,,,20210401
474,（株）フクタ,福田　憲司,北海道十勝郡浦幌町字万年３５４－１,28-00302,C,373,,964,761,1725,D,1377,,752,0,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,119,,816,751,1567,,,,,,,20210401
475,（株）福田組,荒明　正紀,新潟県新潟市中央区一番堀通町３－１０,11-00723,C,485,,1568,0,1568,B,68,,1708,0,1708,B,187,,1058,0,1058,○,115,,1049,0,1049,,,,,,,○,61,,1122,0,1122,,,,,,,A,121,,1287,0,1287,B,395,,1080,0,1080,,,,,,,○,110,,981,0,981,,,,,,,,,,,,,○,44,,1252,0,1252,○,267,,1342,0,1342,,,,,,,20210401
476,福田道路（株）,海野　正美,新潟県新潟市中央区川岸町１－５３－１,11-00413,C,642,,1384,0,1384,C,602,,949,0,949,B,78,,1532,0,1532,○,164,,949,0,949,,,,,,,○,121,,881,0,881,,,,,,,B,527,,881,0,881,,,,,,,○,117,,985,0,985,○,137,,918,0,918,,,,,,,,,,,,,,,,,,,○,246,,1382,0,1382,,,,,,,20210401
477,（株）藤岡建設,藤岡　靖士,北海道雨竜郡北竜町字和１９－７,22-00345,C,377,,1026,696,1722,D,1029,,827,0,827,B,719,,743,0,743,○,294,,827,0,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,316,,755,0,755,,,,,,,,,,,,,,,,,,,○,144,,888,650,1538,,,,,,,20210401
478,藤川建設（株）,藤川　康司,北海道室蘭市東町３－２１－１,26-00146,C,712,,881,447,1328,B,73,,967,734,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1382,,757,0,757,,,,,,,20210401
479,（株）藤木工務店,藤木　玄三,大阪府大阪市中央区備後町１－７－１０,11-01309,C,897,,1227,0,1227,B,99,,1626,0,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
480,不二建設（株）,中山　晶敬,北海道滝川市西滝川２３２－１,22-00050,C,455,,1089,528,1617,,,,,,,A,19,,1145,954,2099,,,,,,,,,,,,,○,149,,826,0,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,540,,960,0,960,,,,,,,20210401
481,藤建設工業（株）,工藤　喜作,北海道札幌市白石区栄通１５－８－６,21-00501,C,957,,876,315,1191,C,463,,1025,0,1025,B,1085,,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
482,（株）冨士工,日高　利美,東京都品川区東五反田１－２２－１,11-00487,C,785,,1278,0,1278,B,146,,1443,0,1443,B,290,,917,0,917,,,,,,,,,,,,,,,,,,,○,267,,919,0,919,B,520,,883,0,883,B,600,,911,0,911,○,232,,844,0,844,○,182,,850,0,850,○,48,,840,0,840,,,,,,,○,85,,1061,0,1061,○,440,,1061,0,1061,,,,,,,20210401
483,（株）藤沢土木,藤澤　公人,北海道北見市柏木３８４－７,29-00524,C,822,,874,386,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,419,,720,0,720,,,,,,,,,,,,,,,,,,,○,1317,,768,0,768,,,,,,,20210401
484,フジタ道路（株）,杉本　卓嗣,東京都中央区晴海１－８－１０,11-00231,C,735,,1312,0,1312,C,574,,957,0,957,B,88,,1427,0,1427,,,,,,,,,,,,,,,,,,,,,,,,,C,686,,832,0,832,B,757,,844,0,844,○,248,,832,0,832,○,176,,862,0,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
485,（株）フジテク工業,藤原　剣哉,北海道苫小牧市美原町３－１８－２３,26-00727,C,846,,952,299,1251,,,,,,,B,408,,838,0,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1115,,801,0,801,,,,,,,20210401
486,（株）富士ピー・エス,堤　忠彦,福岡県福岡市中央区薬院１－１３－８,11-00529,C,708,,1330,0,1330,C,416,,1054,0,1054,B,462,,812,0,812,○,113,,1054,0,1054,○,24,,1450,0,1450,,,,,,,,,,,,,B,225,,1087,0,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,372,,1145,0,1145,,,,,,,20210401
487,（株）藤原組,藤原　利洋,北海道川上郡標茶町旭２－８－３,27-00033,C,742,,835,471,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,569,,656,0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
488,（株）フソウ,野村　充伸,香川県高松市郷東町７９２－８,11-01114,C,919,,1213,0,1213,C,368,,1098,0,1098,,,,,,,○,127,,1034,0,1034,○,81,,1105,0,1105,,,,,,,○,97,,1267,0,1267,A,109,,1321,0,1321,B,314,,1171,0,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
489,双葉建設産業（株）,浅井　富雄,北海道芦別市北６条西２－９－１１,22-01552,C,788,,891,385,1276,C,925,,852,0,852,B,807,,726,0,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,430,,699,373,1072,,,,,,,20210401
490,（株）舟山組,二本松　雅行,北海道北見市寿町６－３－４,29-00124,C,468,,855,744,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,415,,721,0,721,,,,,,,,,,,,,,,,,,,○,1405,,753,0,753,,,,,,,20210401
491,（株）古垣建設,古垣　恒次,北海道余市郡余市町入舟町１２６,24-00274,C,851,,843,407,1250,D,1497,,724,0,724,B,1090,,673,0,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1516,,736,0,736,,,,,,,20210401
492,（株）ホクエー,吉野　孝志,北海道北見市無加川町４０１,29-00306,C,772,,906,385,1291,,,,,,,B,61,,980,729,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,406,,722,0,722,,,,,,,,,,,,,,,,,,,○,867,,849,0,849,,,,,,,20210401
493,北央道路工業（株）,三澤　朗,北海道札幌市東区北８条東１－１－３５,21-00301,C,570,,1056,398,1454,,,,,,,A,17,,1201,974,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,77,,896,739,1635,,,,,,,20210401
494,（株）ホクカイ,山端　修,北海道北見市美山町東２丁目６８番地５６,29-00311,C,631,,951,440,1391,D,1114,,811,0,811,,,,,,,,,,,,,,,,,,,,,,,,,○,448,,735,0,735,C,1102,,736,0,736,,,,,,,,,,,,,○,329,,750,0,750,,,,,,,,,,,,,,,,,,,○,836,,858,0,858,,,,,,,20210401
495,北駿建設（株）,側瀬　邦彦,北海道北広島市東共栄３－４－３,22-00484,C,702,,952,384,1336,,,,,,,,,,,,,,,,,,,○,338,,799,0,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,963,,829,0,829,,,,,,,20210401
496,北辰公業（株）,久保　參生,北海道勇払郡厚真町字本郷２６４－２,26-00313,C,454,,992,627,1619,,,,,,,B,672,,750,0,750,,,,,,,,,,,,,,,,,,,,,,,,,B,335,,804,178,982,,,,,,,,,,,,,○,421,,719,0,719,,,,,,,,,,,,,,,,,,,○,852,,853,0,853,,,,,,,20210401
497,ホクセイ建設（株）,柴田　充久,北海道上川郡上川町新光町９８－３９,25-00404,C,492,,959,602,1561,C,676,,922,0,922,B,822,,724,0,724,,,,,,,,,,,,,,,,,,,,,,,,,C,870,,787,0,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,27,,957,827,1784,,,,,,,20210401
498,北成建設（株）,久島　和俊,北海道北見市北５条東３－２,29-00127,C,566,,989,469,1458,C,404,,1062,0,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,145,,793,744,1537,,,,,,,20210401
499,（株）北創,佐々木　康宏,北海道夕張郡栗山町桜丘１丁目１１１ー８,22-00031,C,480,,1033,541,1574,C,756,,896,0,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
500,北東開発工業（株）,佐藤　伸也,北海道紋別市渚滑町９－１８,29-00836,C,495,,844,709,1553,D,1412,,743,0,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1213,,716,0,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1184,,788,0,788,,,,,,,20210401
501,北斗建設（株）,古澤　明,北海道滝川市扇町３－１－４１,22-01533,C,916,,833,381,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1449,,747,0,747,,,,,,,20210401
502,（株）北都重機,保坂　美智子,北海道苫小牧市新明町５－１－１４,26-00933,C,933,,901,304,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210401
503,北武建設（株）,飯崎　仁一,北海道稚内市萩見２－１３－１５,31-00057,C,512,,884,651,1535,D,1722,,656,0,656,B,1180,,651,0,651,○,528,,656,0,656,○,408,,729,0,729,,,,,,,,,,,,,C,753,,813,0,813,,,,,,,,,,,,,○,580,,651,0,651,,,,,,,,,,,,,,,,,,,○,1325,,766,0,766,,,,,,,20210401
504,ホクホウ建設（株）,窪田　健一,北海道厚岸郡厚岸町真栄２－２６０,27-00047,C,411,,909,767,1676,,,,,,,B,704,,745,0,745,,,,,,,○,382,,756,0,756,○,267,,715,0,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1147,,796,0,796,,,,,,,20210401
