,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,pipe_qualification,pipe_rank,pipe_exception,pipe_financial_score,pipe_technical_score,pipe_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,waterproof_qualification,waterproof_rank,waterproof_exception,waterproof_financial_score,waterproof_technical_score,waterproof_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,others_qualification,others_rank,others_exception,others_financial_score,others_technical_score,others_total_score,date
551,（株）加藤建設,加藤　徹,愛知県海部郡蟹江町大字蟹江新田字下市場１９－１,11-00881,C,539,,1512,0,1512,C,329,,1135,0,1135,B,110,,1320,0,1320,○,146,,984,0,984,○,77,,1121,0,1121,○,126,,881,0,881,,,,,,,B,489,,895,0,895,,,,,,,,,,,,,○,157,,895,0,895,,,,,,,,,,,,,○,52,,1194,0,1194,○,287,,1305,0,1305,,,,,,,20210521
552,（株）加藤土建,加藤　清,北海道茅部郡森町字森川町２７２－２,23-00518,C,897,,825,406,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1408,,684,0,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,316,,755,0,755,○,1412,,755,0,755,,,,,,,20210521
553,角川建設（株）,角川　義捷,北海道野付郡別海町西春別駅前錦町２２９番地１,27-00462,C,852,,909,343,1252,D,1098,,815,0,815,B,1088,,676,0,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1236,,781,0,781,,,,,,,20210521
554,（株）カナザワ,金澤　優,北海道登別市中央町２－２０－２０,26-00046,C,897,,842,389,1231,,,,,,,B,1155,,661,0,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1491,,743,0,743,,,,,,,20210521
555,（株）金山若林,金山　智徳,北海道深川市４条１６－７,22-01767,C,608,,970,452,1422,D,981,,841,0,841,B,904,,712,0,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,869,,850,0,850,,,,,,,20210521
556,（株）曲小小倉工務店,小倉　正信,北海道函館市亀田町１７－２,23-00394,C,642,,1000,390,1390,B,55,,1032,712,1744,B,724,,743,0,743,,,,,,,,,,,,,,,,,,,,,,,,,B,505,,889,0,889,,,,,,,○,344,,764,0,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
557,金下建設（株）,金下　昌司,京都府宮津市宇須津４７１－１,11-03422,C,874,,1244,0,1244,B,217,,1284,0,1284,B,132,,1228,0,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
558,（株）カネス杉澤事業所,杉澤　真吾,北海道函館市西桔梗町８６３－１,23-00460,C,599,,1033,398,1431,C,907,,858,0,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,678,,836,0,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1005,,821,0,821,,,,,,,20210521
559,（株）三浦組,三浦　友二,北海道上川郡愛別町字東町１８３番地,25-00115,C,483,,878,701,1579,D,1206,,794,0,794,B,1067,,681,0,681,,,,,,,,,,,,,,,,,,,,,,,,,C,1470,,666,0,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,328,,763,451,1214,,,,,,,20210521
560,（株）菊地建設工業,樋渡　敦,北海道中川郡幕別町札内豊町２５番地１３,28-00530,C,725,,832,493,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1570,,732,0,732,,,,,,,20210521
561,（株）川田建設,川田　泰正,北海道白老郡白老町字石山１５番地,26-00469,C,757,,884,419,1303,D,1135,,810,0,810,B,1201,,649,0,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,330,,752,0,752,,,,,,,,,,,,,,,,,,,○,1358,,762,0,762,,,,,,,20210521
562,（株）ゴダイ,石井　秀行,北海道北見市豊地６９－１８,29-00443,C,586,,848,598,1446,,,,,,,B,932,,706,0,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,158,,756,770,1526,,,,,,,20210521
563,（株）村上建設,村上　隆樹,北海道函館市大川町６番６号,23-00551,C,680,,1004,358,1362,,,,,,,B,899,,713,0,713,,,,,,,,,,,,,,,,,,,,,,,,,B,556,,875,0,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
564,構口建設（株）,構口　等,北海道上磯郡知内町字重内６４－２１７,23-00507,C,811,,879,388,1267,,,,,,,B,676,,750,0,750,○,486,,699,0,699,○,382,,759,0,759,,,,,,,,,,,,,C,1293,,707,0,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1184,,790,0,790,,,,,,,20210521
565,鎌田建設工業（株）,鎌田　健治,北海道中川郡本別町共栄２３－１５,28-00524,C,447,,954,693,1647,D,1092,,816,0,816,B,909,,711,0,711,○,307,,816,0,816,○,313,,816,0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,269,,821,0,821,○,383,,708,426,1134,,,,,,,20210521
566,（株）亀谷組,亀谷　優,北海道留萌市潮静３ー１２,30-00109,C,486,,851,725,1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,371,,736,0,736,,,,,,,,,,,,,,,,,,,○,1412,,755,0,755,,,,,,,20210521
567,茅沼建設工業（株）,草薙　博昭,北海道古宇郡泊村大字茅沼村５７０,24-00046,C,468,,1006,607,1613,C,751,,900,0,900,B,741,,739,0,739,○,281,,838,0,838,○,280,,839,0,839,○,242,,731,0,731,○,466,,726,0,726,C,903,,781,0,781,C,1005,,726,0,726,○,422,,727,0,727,,,,,,,,,,,,,,,,,,,○,217,,880,0,880,○,57,,1000,680,1680,,,,,,,20210521
568,（株）カユカワ,粥川　衛二,北海道稚内市若葉台２１８８－６,31-00173,C,871,,911,335,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1162,,795,0,795,,,,,,,20210521
569,（株）河井工業,河井　善雄,北海道二海郡八雲町野田生１８１番地,23-00253,C,961,,800,399,1199,D,1864,,602,0,602,B,1111,,671,0,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1774,,697,0,697,,,,,,,20210521
570,河井ローダー建設（株）,横山　宣昭,北海道帯広市西２４条北２－５－５８,28-00214,C,404,,1058,637,1695,D,1076,,820,0,820,B,904,,712,0,712,,,,,,,○,258,,850,0,850,,,,,,,,,,,,,C,1224,,717,0,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,249,,896,481,1377,,,,,,,20210521
571,川崎重工業（株）,橋本　康彦,東京都港区海岸１－１４－５,11-00293,C,829,,1261,0,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,30,,1627,0,1627,,,,,,,A,92,,1678,0,1678,○,48,,1211,0,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
572,川崎土建（株）,小笠原　喬,北海道寿都郡黒松内町字黒松内３１０番地,24-00185,C,850,,852,402,1254,D,1581,,711,0,711,B,873,,718,0,718,,,,,,,,,,,,,○,323,,684,0,684,,,,,,,C,1408,,684,0,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1344,,765,0,765,,,,,,,20210521
573,川田建設（株）,川田　琢哉,東京都北区滝野川６－３－１,11-01641,C,590,,1442,0,1442,B,262,,1205,0,1205,B,349,,872,0,872,○,35,,1416,0,1416,○,11,,1575,475,2050,,,,,,,○,125,,1205,0,1205,,,,,,,,,,,,,○,202,,872,0,872,○,171,,872,0,872,,,,,,,,,,,,,,,,,,,○,321,,1238,0,1238,,,,,,,20210521
574,川端建設（株）,川端　宏昌,北海道砂川市西１条南２１丁目１番７号,22-00035,C,693,,941,411,1352,D,1553,,717,0,717,B,469,,810,0,810,○,461,,717,0,717,○,345,,793,0,793,○,294,,703,0,703,○,508,,703,0,703,,,,,,,,,,,,,,,,,,,○,479,,703,0,703,,,,,,,,,,,,,○,264,,827,0,827,○,975,,827,0,827,,,,,,,20210521
575,（株）川村組,川村　忠義,北海道茅部郡森町字森川町２９９－７,23-00103,C,958,,832,368,1200,,,,,,,B,255,,714,236,950,,,,,,,,,,,,,,,,,,,,,,,,,C,1395,,686,0,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1358,,762,0,762,,,,,,,20210521
576,（株）環境開発,牟田　義彦,福岡県福岡市博多区吉塚６－６－３６,11-04577,C,832,,1260,0,1260,C,380,,1085,0,1085,B,262,,942,0,942,○,163,,952,0,952,○,105,,1014,0,1014,○,98,,958,0,958,,,,,,,B,406,,938,0,938,,,,,,,○,189,,891,0,891,○,181,,856,0,856,○,37,,898,0,898,,,,,,,○,83,,1064,0,1064,○,402,,1113,0,1113,,,,,,,20210521
577,（株）冠建,山田　豊,北海道新冠郡新冠町字高江４６３,26-00048,C,484,,914,663,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1017,,819,0,819,,,,,,,20210521
578,管清工業（株）,長谷川　健司,東京都世田谷区上用賀１－７－３,11-03342,C,811,,1267,0,1267,,,,,,,,,,,,,,,,,,,,,,,,,○,108,,923,0,923,,,,,,,B,246,,1062,0,1062,,,,,,,○,160,,918,0,918,,,,,,,,,,,,,,,,,,,,,,,,,○,400,,1114,0,1114,,,,,,,20210521
579,（株）かんでんエンジニアリング,青嶋　義晴,大阪府大阪市北区中之島６－２－２７,11-03428,C,682,,1359,0,1359,,,,,,,B,153,,1146,0,1146,,,,,,,,,,,,,,,,,,,○,107,,1229,0,1229,A,99,,1339,0,1339,A,76,,1727,0,1727,○,44,,1248,0,1248,,,,,,,,,,,,,,,,,,,,,,,,,○,244,,1386,0,1386,,,,,,,20210521
580,（株）ガイアート,山本　健司,東京都新宿区新小川町８－２７,11-00009,C,511,,1544,0,1544,,,,,,,A,9,,1621,842,2463,○,159,,962,0,962,○,63,,1182,0,1182,○,113,,912,0,912,,,,,,,B,444,,912,0,912,,,,,,,○,124,,973,0,973,○,85,,1024,0,1024,,,,,,,,,,,,,○,42,,1255,0,1255,○,281,,1317,0,1317,,,,,,,20210521
581,ガイア工業（株）,太田　正利,北海道札幌市白石区北郷９条８－５－１０,21-00140,C,491,,780,790,1570,,,,,,,B,1001,,694,0,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,378,,747,0,747,,,,,,,,,,,,,,,,,,,,,,,,,○,415,,693,403,1096,,,,,,,20210521
582,（有）基覚工業,橋本　幸博,北海道河東郡音更町木野大通西１８－４,28-00952,C,927,,723,492,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2041,,635,0,635,,,,,,,20210521
583,菊地建設（株）,菊地　敏,北海道天塩郡天塩町字川口５６９０－５,30-00149,C,500,,909,652,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1165,,794,0,794,,,,,,,20210521
584,（株）騎西組,土手　裕司,北海道旭川市東８条７－５－６,25-00002,C,420,,1050,624,1674,,,,,,,B,437,,822,0,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,208,,821,0,821,,,,,,,,,,,,,,,,,,,○,280,,895,423,1318,,,,,,,20210521
585,岸本建設（株）,谷口　賢治,大阪府摂津市昭和園９－１３,11-05203,C,660,,1377,0,1377,,,,,,,B,252,,951,0,951,,,,,,,○,69,,1155,0,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,426,,1079,0,1079,,,,,,,20210521
586,岸本産業（株）,岸本　教範,北海道札幌市中央区北１条西２０－３－２５,22-00160,C,379,,1023,706,1729,D,1103,,814,0,814,,,,,,,○,468,,711,0,711,○,310,,817,0,817,,,,,,,○,497,,711,0,711,B,480,,898,0,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,231,,867,0,867,○,103,,810,784,1594,,,,,,,20210521
587,（株）北一組,忠津　章,北海道苫前郡羽幌町南大通５丁目３番地,30-00007,C,836,,843,415,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
588,北垣建設工業（株）,北垣　威史,北海道雨竜郡秩父別町１８７３番地,22-00768,C,836,,899,359,1258,D,1024,,831,0,831,B,713,,744,0,744,,,,,,,,,,,,,,,,,,,,,,,,,C,1254,,713,0,713,,,,,,,○,390,,743,0,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
589,北川ヒューテック（株）,北川　隆明,石川県金沢市神田１－１３－１,11-00330,C,865,,1248,0,1248,,,,,,,B,91,,1418,0,1418,,,,,,,,,,,,,,,,,,,,,,,,,B,291,,1020,0,1020,,,,,,,○,181,,896,0,896,○,123,,941,0,941,,,,,,,,,,,,,,,,,,,○,289,,1297,0,1297,,,,,,,20210521
590,（株）北沢建設,北澤　暉義,北海道虻田郡倶知安町南四条東一丁目三,24-00116,C,951,,827,376,1203,D,1236,,788,0,788,B,1092,,675,0,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1388,,759,0,759,,,,,,,20210521
591,北野建設（株）,北野　貴裕,長野県長野市県町５２４,11-01140,C,557,,1478,0,1478,B,61,,1720,0,1720,B,152,,1147,0,1147,,,,,,,○,54,,1264,0,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
592,機動建設工業（株）,中野　正明,大阪府大阪市福島区福島４－６－３１,11-00268,C,917,,1220,0,1220,,,,,,,B,625,,760,0,760,○,378,,772,0,772,○,75,,1132,0,1132,,,,,,,,,,,,,A,220,,1100,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,105,,1003,0,1003,○,482,,1003,0,1003,,,,,,,20210521
593,（株）木村建設,木村　耕志,北海道伊達市錦町９,26-00165,C,416,,932,745,1677,,,,,,,B,894,,714,0,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1116,,802,0,802,,,,,,,20210521
594,（株）九電工,佐藤　尚文,福岡県福岡市南区那の川１－２３－３５,11-05252,C,852,,1252,0,1252,B,149,,1437,0,1437,B,166,,1098,0,1098,,,,,,,,,,,,,,,,,,,○,107,,1229,0,1229,A,13,,1819,0,1819,A,47,,1901,0,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
595,（株）共栄,小泉　幸一,北海道天塩郡遠別町字本町４－３,30-00066,C,789,,859,426,1285,C,914,,856,0,856,B,975,,698,0,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,545,,682,0,682,,,,,,,,,,,,,,,,,,,,,,,,,○,1001,,822,0,822,,,,,,,20210521
596,（有）共栄土木運輸,菅野　智,北海道標津郡中標津町東２０－北５－３,27-00514,C,783,,910,380,1290,D,1200,,796,0,796,B,803,,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
597,共成土木（株）,中村　嘉孝,北海道室蘭市中央町２－８－２１,26-00073,C,541,,816,692,1508,D,1427,,744,0,744,B,1275,,619,0,619,,,,,,,,,,,,,,,,,,,,,,,,,C,1422,,681,0,681,,,,,,,○,579,,657,0,657,,,,,,,,,,,,,,,,,,,,,,,,,○,1684,,713,0,713,,,,,,,20210521
598,共創技建（株）,櫻　修二,北海道札幌市清田区清田１条１－９－１２,21-00967,C,766,,926,374,1300,,,,,,,B,298,,912,0,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
599,京谷建設工業（株）,京谷　日出男,北海道桧山郡上ノ国町字中須田５番地,23-00322,C,815,,928,338,1266,D,1158,,805,0,805,B,330,,886,0,886,,,,,,,,,,,,,,,,,,,,,,,,,C,693,,832,0,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,980,,825,0,825,,,,,,,20210521
600,共立建設（株）,佐藤　啓孝,東京都渋谷区道玄坂１－１６－１０,11-00136,C,697,,1348,0,1348,A,5,,1608,1141,2749,B,269,,939,0,939,,,,,,,,,,,,,,,,,,,,,,,,,B,237,,1073,0,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
601,共立道路（株）,鵜川　昌久,北海道夕張郡栗山町字大井分３２６,22-00852,C,795,,940,338,1278,,,,,,,B,41,,1082,724,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,96,,924,680,1604,,,,,,,20210521
602,（株）協和エクシオ,舩橋　哲也,東京都渋谷区渋谷３－２９－２０,11-00635,C,478,,1597,0,1597,B,186,,1347,0,1347,B,84,,1486,0,1486,○,116,,1049,0,1049,○,57,,1238,0,1238,,,,,,,○,154,,1146,0,1146,A,129,,1267,0,1267,A,5,,1856,1021,2877,○,40,,1261,0,1261,○,87,,1021,0,1021,,,,,,,,,,,,,○,35,,1319,0,1319,○,224,,1420,0,1420,,,,,,,20210521
603,教和建設（株）,岩田　幸博,北海道雨竜郡沼田町字高穂１０３の２１９,22-01655,C,673,,931,435,1366,D,1158,,805,0,805,B,947,,702,0,702,○,328,,800,0,800,○,336,,800,0,800,○,297,,701,0,701,,,,,,,C,1279,,709,0,709,,,,,,,,,,,,,○,481,,701,0,701,,,,,,,,,,,,,,,,,,,○,1017,,819,0,819,,,,,,,20210521
604,（株）協和日成,川野　茂,東京都中央区入船３－８－５,11-02607,C,600,,1429,0,1429,,,,,,,B,117,,1300,0,1300,,,,,,,,,,,,,,,,,,,,,,,,,A,64,,1450,0,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,377,,1141,0,1141,,,,,,,20210521
605,極東興和（株）,藤田　公康,広島県広島市東区光町２－６－３１,11-03478,C,823,,1263,0,1263,,,,,,,B,748,,738,0,738,○,160,,961,0,961,○,35,,1378,0,1378,,,,,,,,,,,,,,,,,,,,,,,,,○,400,,738,0,738,,,,,,,,,,,,,,,,,,,○,81,,1076,0,1076,○,394,,1119,0,1119,,,,,,,20210521
606,清田軌道工業（株）,清田　穣,大阪府大阪市北区堂島浜１丁目４番４号　アクア堂島東館１０階,11-04850,C,974,,1190,0,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,458,,1033,0,1033,,,,,,,20210521
607,桐谷建設工業（株）,松田　昭博,北海道帯広市西１６条南１－１２－５,28-00205,C,508,,977,570,1547,,,,,,,B,899,,713,0,713,○,331,,798,0,798,,,,,,,,,,,,,,,,,,,C,1289,,708,0,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,251,,839,0,839,○,232,,777,631,1408,,,,,,,20210521
608,金田一建設（株）,金田一　宏明,北海道千歳市千代田町５丁目１番８,22-01629,C,633,,960,438,1398,,,,,,,B,289,,918,0,918,,,,,,,,,,,,,,,,,,,,,,,,,C,853,,793,0,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
609,（株）きんでん,上坂　隆勇,大阪府大阪市北区本庄東２－３－４１,11-00123,C,531,,1526,0,1526,B,93,,1639,0,1639,B,131,,1230,0,1230,○,94,,1109,0,1109,○,52,,1277,0,1277,,,,,,,○,184,,1079,0,1079,A,23,,1740,0,1740,A,36,,2011,0,2011,○,32,,1305,0,1305,○,66,,1091,0,1091,,,,,,,,,,,,,○,29,,1336,0,1336,○,152,,1533,0,1533,,,,,,,20210521
610,（株）ギケン,川中　信幸,北海道伊達市長和町３９９－１,26-00544,C,922,,806,410,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1095,,742,0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1288,,774,0,774,,,,,,,20210521
611,（株）クボタ,北尾　裕一,大阪府大阪市浪速区敷津東１－２－４７,11-00107,C,905,,1228,0,1228,B,277,,1192,0,1192,,,,,,,,,,,,,,,,,,,,,,,,,○,16,,1593,433,2026,A,43,,1547,0,1547,B,298,,1196,0,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
612,（株）クボタ建設,荒川　範行,大阪府大阪市浪速区敷津東１－２－４７　クボタ第二ビル,11-03430,C,642,,1390,0,1390,B,274,,1195,0,1195,B,561,,779,0,779,○,233,,881,0,881,○,104,,1020,0,1020,○,181,,779,0,779,,,,,,,A,124,,1277,0,1277,,,,,,,,,,,,,,,,,,,○,67,,779,0,779,,,,,,,○,77,,1092,0,1092,,,,,,,,,,,,,20210521
613,（株）熊谷興業,西垣　孟,北海道帯広市西２３条南１－３５,28-00174,C,596,,908,528,1436,,,,,,,B,899,,713,0,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1064,,810,0,810,,,,,,,20210521
614,栗林機工（株）,栗林　和徳,北海道室蘭市寿町３－４－２,26-00493,C,548,,1012,485,1497,C,585,,956,0,956,,,,,,,○,214,,897,0,897,,,,,,,,,,,,,○,230,,992,0,992,B,556,,875,0,875,B,858,,802,0,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
615,黒光建設（株）,黒光　恵司,北海道室蘭市東町２－２６－９,26-00079,C,566,,962,501,1463,C,655,,929,0,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,886,,846,0,846,,,,,,,20210521
616,（株）桑野建設,桑野　秀基,北海道中川郡池田町字高島５９,28-00443,C,823,,797,466,1263,D,1553,,717,0,717,,,,,,,○,532,,656,0,656,○,450,,687,0,687,,,,,,,,,,,,,C,1254,,713,0,713,,,,,,,,,,,,,○,595,,637,0,637,,,,,,,,,,,,,○,350,,716,0,716,○,2030,,638,0,638,,,,,,,20210521
617,（株）桑原組,桑原　勝良,滋賀県高島市安曇川町西万木９２６,11-02602,C,626,,1404,0,1404,B,162,,1403,0,1403,B,115,,1304,0,1304,○,108,,1062,0,1062,○,85,,1097,0,1097,○,119,,901,0,901,○,214,,1025,0,1025,B,438,,915,0,915,B,555,,936,0,936,,,,,,,,,,,,,,,,,,,,,,,,,○,60,,1167,0,1167,○,358,,1167,0,1167,,,,,,,20210521
618,（株）ケー・エフ・シー,高田　俊太,大阪府大阪市北区西天満３－２－１７,11-00800,C,572,,1460,0,1460,B,222,,1273,0,1273,,,,,,,○,95,,1106,0,1106,,,,,,,,,,,,,○,218,,1023,0,1023,B,418,,931,0,931,B,360,,1117,0,1117,○,152,,934,0,934,,,,,,,,,,,,,,,,,,,○,55,,1183,0,1183,○,305,,1264,0,1264,,,,,,,20210521
619,ケミカルグラウト（株）,立和田　裕一,東京都港区虎ノ門２－２－５,11-00128,C,808,,1270,0,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,20,,1401,0,1401,,,,,,,,,,,,,20210521
620,（有）健勝重建,相澤　政則,北海道河東郡鹿追町鹿追北５線２－２３,28-00962,C,902,,860,370,1230,D,1476,,732,0,732,B,1105,,672,0,672,,,,,,,,,,,,,,,,,,,,,,,,,C,1482,,663,0,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1904,,671,0,671,,,,,,,20210521
621,建装工業（株）,高橋　修身,東京都港区西新橋３－１１－１,11-00679,C,897,,1231,0,1231,B,114,,1558,0,1558,,,,,,,,,,,,,○,92,,1066,0,1066,,,,,,,,,,,,,A,107,,1326,0,1326,,,,,,,○,24,,1456,0,1456,,,,,,,○,13,,1056,0,1056,,,,,,,,,,,,,○,231,,1410,0,1410,,,,,,,20210521
622,コーアツ工業（株）,出口　稔,鹿児島県鹿児島市伊敷５－１７－５,11-00649,C,806,,1272,0,1272,,,,,,,,,,,,,,,,,,,○,38,,1354,0,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210521
623,晃亜興業（株）,乳井　文夫,北海道札幌市清田区美しが丘２条４－１８－３,21-00052,C,648,,1019,366,1385,,,,,,,B,322,,894,0,894,,,,,,,,,,,,,,,,,,,,,,,,,B,614,,858,0,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1084,,807,0,807,,,,,,,20210521
624,光栄運輸（株）,神　弘,北海道留萌市東雲町１－６３－１,30-00027,C,922,,859,357,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,131,,888,665,1553,,,,,,,20210521
625,（株）宏栄建設,藤井　明,北海道檜山郡江差町字中歌町１９６－５,23-00926,C,948,,946,258,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1322,,769,0,769,,,,,,,20210521
