,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,pipe_qualification,pipe_rank,pipe_exception,pipe_financial_score,pipe_technical_score,pipe_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,waterproof_qualification,waterproof_rank,waterproof_exception,waterproof_financial_score,waterproof_technical_score,waterproof_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,others_qualification,others_rank,others_exception,others_financial_score,others_technical_score,others_total_score,date
597,金田一建設（株）,金田一　宏明,北海道千歳市千代田町５－１－８,22-01629,C,612,,901,514,1415,,,,,,,B,396,,847,0,847,,,,,,,,,,,,,,,,,,,,,,,,,C,1024,,754,0,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
598,（株）きんでん,上坂　隆勇,大阪府大阪市北区本庄東２－３－４１,11-00123,C,548,,1507,0,1507,B,95,,1620,0,1620,B,130,,1261,0,1261,○,107,,1069,0,1069,○,57,,1268,0,1268,,,,,,,○,188,,1069,0,1069,A,23,,1718,0,1718,A,33,,1999,0,1999,○,36,,1290,0,1290,○,68,,1084,0,1084,,,,,,,,,,,,,○,32,,1324,0,1324,○,173,,1521,0,1521,○,6,,1029,0,1029,20201021
599,技研興業（株）,関　一郎,東京都杉並区阿佐谷南３－７－２,11-00542,C,901,,1206,0,1206,B,247,,1228,0,1228,B,388,,849,0,849,○,143,,1003,0,1003,,,,,,,,,,,,,,,,,,,,,,,,,C,843,,799,0,799,○,278,,796,0,796,,,,,,,,,,,,,○,27,,881,0,881,○,100,,1003,0,1003,○,503,,1003,0,1003,○,41,,794,0,794,20201021
600,（株）クボタ,北尾　裕一,大阪府大阪市浪速区敷津東１－２－４７,11-00107,C,797,,1259,0,1259,B,255,,1219,0,1219,,,,,,,,,,,,,,,,,,,,,,,,,○,7,,1593,687,2280,A,44,,1571,0,1571,B,255,,1237,0,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
601,（株）クボタ建設,荒川　範行,大阪府大阪市浪速区敷津東１－２－４７　クボタ第二ビル,11-03430,C,701,,1324,0,1324,B,292,,1171,0,1171,B,718,,741,0,741,○,271,,844,0,844,○,118,,969,0,969,○,244,,741,0,741,,,,,,,A,169,,1191,0,1191,,,,,,,○,376,,741,0,741,,,,,,,○,86,,741,0,741,,,,,,,○,88,,1037,0,1037,○,457,,1037,0,1037,,,,,,,20201021
602,（株）熊谷興業,西垣　孟,北海道帯広市西２３条南１－３５,28-00174,C,660,,922,447,1369,,,,,,,B,773,,730,0,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1046,,827,0,827,○,215,,735,0,735,20201021
603,栗林機工（株）,栗林　和徳,北海道室蘭市寿町３－４－２,26-00493,C,614,,1013,399,1412,C,631,,937,0,937,,,,,,,○,196,,912,0,912,○,255,,850,0,850,,,,,,,○,234,,982,0,982,B,531,,875,0,875,B,765,,831,0,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
604,黒光建設（株）,黒光　恵司,北海道室蘭市東町２－２６－９,26-00079,C,557,,940,559,1499,C,684,,914,0,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1015,,832,0,832,,,,,,,20201021
605,（株）桑野建設,桑野　秀基,北海道中川郡池田町字高島５９,28-00443,C,712,,770,539,1309,D,1711,,677,0,677,,,,,,,○,555,,634,0,634,○,469,,657,0,657,,,,,,,,,,,,,C,1423,,680,0,680,,,,,,,,,,,,,○,645,,610,0,610,,,,,,,,,,,,,○,364,,687,0,687,○,1884,,687,0,687,○,1189,,611,0,611,20201021
606,（株）桑原組,桑原　勝良,滋賀県高島市安曇川町西万木９２６,11-02602,C,620,,1407,0,1407,B,168,,1408,0,1408,B,112,,1344,0,1344,○,97,,1089,0,1089,○,83,,1105,0,1105,○,118,,915,0,915,○,210,,1021,0,1021,B,300,,1006,0,1006,B,516,,946,0,946,,,,,,,,,,,,,,,,,,,,,,,,,○,57,,1175,0,1175,○,355,,1175,0,1175,,,,,,,20201021
607,（株）ケー・エフ・シー,高田　俊太,大阪府大阪市北区西天満３－２－１７,11-00800,C,636,,1393,0,1393,B,260,,1213,0,1213,,,,,,,○,114,,1054,0,1054,,,,,,,,,,,,,○,239,,964,0,964,B,492,,888,0,888,B,378,,1067,0,1067,○,191,,876,0,876,,,,,,,,,,,,,,,,,,,○,64,,1134,0,1134,○,299,,1296,0,1296,,,,,,,20201021
608,ケミカルグラウト（株）,立和田　裕一,東京都港区虎ノ門２－２－５,11-00128,C,795,,1260,0,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,19,,1392,0,1392,,,,,,,,,,,,,20201021
609,（有）健勝重建,相澤　政則,北海道河東郡鹿追町鹿追北５線２－２３,28-00962,C,871,,866,354,1220,,,,,,,B,1099,,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,C,1495,,662,0,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1376,,770,0,770,○,1024,,643,0,643,20201021
610,コーアツ工業（株）,吉田　三郎,鹿児島県鹿児島市伊敷５－１７－５,11-00649,C,859,,1227,0,1227,,,,,,,,,,,,,,,,,,,○,54,,1276,0,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
611,晃亜興業（株）,乳井　文夫,北海道札幌市清田区美しが丘２条４－１８－３,21-00052,C,495,,1013,555,1568,,,,,,,B,325,,889,0,889,,,,,,,,,,,,,,,,,,,,,,,,,C,651,,843,0,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,563,,965,0,965,○,420,,708,0,708,20201021
612,光栄運輸（株）,神　弘,北海道留萌市東雲町１－６３－１,30-00027,C,607,,861,557,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,188,,883,609,1492,○,187,,741,0,741,20201021
613,（株）宏栄建設,藤井　明,北海道檜山郡江差町字中歌町１９６－５,23-00926,C,938,,928,258,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,883,,862,0,862,○,331,,719,0,719,20201021
614,弘栄建設（株）,宮下　勇次,北海道帯広市西１１条南３１丁目１番地,28-00390,C,588,,893,556,1449,,,,,,,B,1182,,652,0,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1476,,755,0,755,○,963,,652,0,652,20201021
615,コウケツ建設工業（株）,纐纈　周,北海道中川郡幕別町札内中央町４８６,28-00263,C,577,,998,472,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,835,,874,0,874,○,176,,742,0,742,20201021
616,弘徳建設（株）,岡田　勝治,北海道旭川市６条通２－２４７１－５,25-00112,C,790,,911,354,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1418,,763,0,763,,,,,,,20201021
617,公南山明建設（株）,佐々木　豊和,北海道岩見沢市８条西２３－１,22-00191,C,566,,1074,411,1485,,,,,,,B,615,,762,0,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,274,,777,0,777,,,,,,,,,,,,,,,,,,,○,74,,1025,678,1703,○,97,,760,0,760,20201021
618,（株）河野組,河野　昭彦,北海道茅部郡森町字森川町２８０－１８,23-00042,C,552,,1058,444,1502,,,,,,,B,761,,732,0,732,,,,,,,,,,,,,○,99,,962,0,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,771,,888,0,888,○,270,,727,0,727,20201021
619,（株）河面組,河面　孝三,北海道斜里郡斜里町本町１６－１,29-00087,C,389,,963,749,1712,B,265,,943,260,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,883,,862,0,862,○,331,,719,0,719,20201021
620,向陽建設（株）,関根　光人,北海道釧路市春採４－１０－３３,27-00116,C,822,,857,384,1241,C,708,,909,0,909,B,898,,711,0,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,458,,707,0,707,,,,,,,,,,,,,,,,,,,,,,,,,○,1329,,779,0,779,○,414,,709,0,709,20201021
621,（株）興和,池野　正志,新潟県新潟市中央区新光町６－１,11-01301,C,834,,1238,0,1238,,,,,,,B,542,,786,0,786,○,124,,1028,0,1028,,,,,,,,,,,,,○,218,,1007,0,1007,B,271,,1028,0,1028,C,876,,786,0,786,○,269,,802,0,802,○,257,,786,0,786,,,,,,,○,6,,1064,0,1064,○,90,,1035,0,1035,○,460,,1035,0,1035,,,,,,,20201021
622,国土開発工業（株）,林　伊佐雄,神奈川県厚木市中町２－６－１０　東武太朋ビル９階,11-00811,C,696,,1328,0,1328,C,352,,1113,0,1113,B,257,,954,0,954,○,127,,1026,0,1026,○,100,,1026,0,1026,○,166,,818,0,818,○,288,,891,0,891,B,474,,894,0,894,,,,,,,,,,,,,○,197,,841,0,841,,,,,,,,,,,,,,,,,,,○,431,,1068,0,1068,○,35,,814,0,814,20201021
623,小坂建設（株）,若佐　誠,北海道虻田郡豊浦町字浜町４８－１６,26-00358,C,859,,869,358,1227,D,1052,,823,0,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1370,,693,0,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1026,,830,0,830,,,,,,,20201021
624,（株）小島組,小島　徳明,愛知県名古屋市港区木場町１－６,11-00792,C,885,,1212,0,1212,,,,,,,,,,,,,,,,,,,,,,,,,○,50,,1238,0,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
625,（株）コタニ工業,小谷　昇,北海道旭川市北門町１８－２１５３,25-00230,C,555,,940,561,1501,C,678,,916,0,916,B,1020,,690,0,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,750,,894,0,894,○,791,,674,0,674,20201021
626,小谷産業（株）,小谷　純也,北海道岩見沢市上幌向町５２９－１０,22-01643,C,531,,937,591,1528,D,1120,,807,0,807,B,920,,707,0,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,870,,865,0,865,○,391,,713,0,713,20201021
627,小寺建設（株）,小寺　友之,北海道河東郡上士幌町字上士幌東２線２２９,28-00369,C,668,,922,439,1361,D,1028,,830,0,830,B,816,,724,0,724,○,336,,797,0,797,○,336,,797,0,797,,,,,,,,,,,,,C,1202,,723,0,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,268,,809,0,809,○,879,,863,0,863,○,111,,756,0,756,20201021
628,（株）小林建設,小林　誠,北海道檜山郡上ノ国町字大留１５１,23-00230,C,397,,1100,600,1700,C,623,,939,0,939,B,359,,863,0,863,,,,,,,,,,,,,,,,,,,,,,,,,B,407,,925,0,925,,,,,,,,,,,,,○,248,,790,0,790,,,,,,,,,,,,,,,,,,,○,455,,1038,0,1038,○,45,,788,0,788,20201021
629,小廣川建設（株）,小廣川　眞起子,北海道上川郡東神楽町北２条西３－１－１６,25-00493,C,782,,902,368,1270,,,,,,,B,855,,717,0,717,,,,,,,,,,,,,,,,,,,,,,,,,C,1264,,710,0,710,,,,,,,,,,,,,○,490,,705,0,705,,,,,,,,,,,,,,,,,,,○,1190,,800,0,800,○,457,,705,0,705,20201021
630,（株）駒井ハルテック,田中　進,大阪府大阪市西区立売堀４－２－２１,11-00275,C,858,,1228,0,1228,,,,,,,,,,,,,○,10,,1510,667,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,140,,930,0,930,,,,,,,,,,,,,,,,,,,,,,,,,○,363,,1165,0,1165,,,,,,,20201021
631,（株）今道東建設工業,今　誠,北海道川上郡弟子屈町泉３－８－１,27-00245,C,656,,947,426,1373,D,1092,,815,0,815,B,615,,762,0,762,,,,,,,,,,,,,,,,,,,,,,,,,C,1288,,706,0,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1081,,819,0,819,○,625,,691,0,691,20201021
632,五栄土木（株）,玉井　昭治,東京都江東区有明３－７－２６,11-00935,C,737,,1296,0,1296,D,1102,,812,0,812,B,299,,908,0,908,○,402,,751,0,751,○,125,,956,0,956,○,65,,1159,0,1159,○,434,,751,0,751,B,269,,1030,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,65,,1126,0,1126,○,500,,1004,0,1004,,,,,,,20201021
633,（株）ゴダイ,石井　秀行,北海道北見市豊地６９－１８,29-00443,C,503,,885,670,1555,,,,,,,B,670,,750,0,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,157,,798,747,1545,○,625,,691,0,691,20201021
634,牧野建設（株）,蟻戸　信行,北海道標津郡中標津町南中５－１２,27-00195,C,899,,863,344,1207,,,,,,,B,941,,704,0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,297,,770,0,770,○,1376,,770,0,770,○,660,,687,0,687,20201021
635,牧野工業（株）,牧野　雅之,北海道虻田郡ニセコ町字里見６１－１,24-00258,C,492,,886,693,1579,D,1389,,753,0,753,B,877,,714,0,714,,,,,,,,,,,,,○,350,,676,0,676,,,,,,,C,1311,,702,0,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,848,,870,0,870,○,369,,715,0,715,20201021
636,幕別興業（株）,平井　清裕,北海道中川郡幕別町字明野２０４－１３,28-00259,C,850,,896,336,1232,D,1276,,775,0,775,B,1099,,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,C,1241,,714,0,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,288,,782,0,782,○,988,,838,0,838,○,810,,672,0,672,20201021
637,増毛土建（株）,古川　秀昭,北海道増毛郡増毛町暑寒町１－２２,30-00023,C,512,,879,669,1548,D,1084,,816,0,816,,,,,,,,,,,,,○,369,,763,0,763,○,82,,688,371,1059,,,,,,,C,1397,,688,0,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,947,,848,0,848,○,625,,691,0,691,20201021
638,真下建設（株）,真下　明,北海道日高郡新ひだか町静内青柳町３－５－１０,26-00543,C,888,,868,342,1210,C,770,,893,0,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,486,,706,0,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
639,松井建設（株）,松井　隆弘,東京都中央区新川１－１７－２２,11-00255,C,620,,1407,0,1407,B,60,,1793,0,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
640,松江土建（株）,川上　裕治,島根県松江市学園南２－３－５,11-02566,C,901,,1206,0,1206,B,256,,1218,0,1218,B,168,,1117,0,1117,○,139,,1007,0,1007,○,127,,955,0,955,○,179,,796,0,796,○,294,,881,0,881,C,902,,781,0,781,,,,,,,○,226,,832,0,832,○,295,,766,0,766,○,64,,790,0,790,,,,,,,○,92,,1017,0,1017,○,379,,1143,0,1143,,,,,,,20201021
641,松尾建設（株）,松尾　哲吾,佐賀県佐賀市多布施１－４－２７,11-01558,C,588,,1449,0,1449,B,98,,1604,0,1604,B,107,,1366,0,1366,○,87,,1121,0,1121,○,52,,1304,0,1304,○,114,,924,0,924,○,327,,852,0,852,A,195,,1136,0,1136,,,,,,,○,212,,843,0,843,○,198,,838,0,838,○,41,,841,0,841,,,,,,,○,58,,1166,0,1166,○,361,,1166,0,1166,,,,,,,20201021
642,松尾建設工業（株）,松尾　典彦,北海道釧路市芦野２－１９－７,27-00398,C,947,,850,331,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,472,,721,0,721,C,711,,827,0,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1354,,775,0,775,,,,,,,20201021
643,（株）松島組,松島　信春,北海道恵庭市大町４丁目５番６号,22-01510,C,799,,887,369,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,192,,832,655,1487,○,440,,706,0,706,20201021
644,（株）松村組,岩本　恭治,大阪府大阪市北区天満１－３－２１,11-00236,C,745,,1292,0,1292,B,116,,1541,0,1541,B,235,,991,0,991,,,,,,,○,105,,1005,0,1005,,,,,,,,,,,,,B,371,,947,0,947,B,452,,991,0,991,○,127,,945,0,945,○,117,,949,0,949,,,,,,,,,,,,,,,,,,,○,429,,1070,0,1070,,,,,,,20201021
645,（株）丸栄組,氣仙　英二,北海道川上郡標茶町桜８－２,27-00196,C,510,,879,670,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,282,,785,538,1323,○,610,,692,0,692,20201021
646,丸幸鈴木建設工業（株）,鈴木　武幸,北海道白老郡白老町字社台５３－１,26-00035,C,766,,901,377,1278,,,,,,,B,904,,710,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1169,,804,0,804,○,469,,704,0,704,20201021
647,丸高北進建設（株）,高橋　清貴,北海道札幌市北区篠路８条３－５－２４,21-00985,C,519,,937,603,1540,D,1617,,702,0,702,B,556,,781,0,781,,,,,,,,,,,,,,,,,,,,,,,,,B,550,,871,0,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,316,,808,444,1252,○,681,,685,0,685,20201021
648,（株）マルトヨ渡島土木,中川　元明,北海道函館市湯浜町１０番２７号,23-00577,C,806,,910,343,1253,,,,,,,,,,,,,,,,,,,,,,,,,○,279,,721,0,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
649,（株）丸庭佐藤建設,南部　真樹,北海道岩見沢市岡山町１８－１０,22-01786,C,379,,1062,714,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
650,丸福建設（株）,谷口　明広,鹿児島県鹿児島市易居町４番３号,11-04890,C,906,,1205,0,1205,C,527,,983,0,983,B,182,,1094,0,1094,○,301,,822,0,822,○,132,,949,0,949,○,181,,795,0,795,,,,,,,C,962,,768,0,768,,,,,,,○,295,,785,0,785,,,,,,,,,,,,,,,,,,,○,94,,1010,0,1010,○,449,,1042,0,1042,,,,,,,20201021
651,丸藤産業（株）,武田　昌文,北海道滝川市幸町３－８－３,22-00516,C,786,,913,354,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,278,,818,513,1331,○,359,,716,0,716,20201021
652,（株）丸物出口興産,出口　将平,北海道厚岸郡浜中町浜中桜北７番地,27-00268,C,784,,921,348,1269,,,,,,,B,956,,702,0,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1087,,818,0,818,○,542,,698,0,698,20201021
653,（株）丸本組,佐藤　昌良,宮城県石巻市恵み野３－１－２,11-03262,C,639,,1392,0,1392,B,226,,1266,0,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
654,（株）丸松ササキ工業,佐々木　端,北海道旭川市忠和６条２－３－１６,25-00690,C,856,,902,327,1229,,,,,,,B,139,,880,337,1217,,,,,,,,,,,,,,,,,,,,,,,,,C,1417,,681,0,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1245,,791,0,791,○,726,,680,0,680,20201021
655,萬木建設（株）,漆崎　要,北海道釧路市住之江町８－７,27-00042,C,452,,909,722,1631,B,128,,900,612,1512,B,877,,714,0,714,,,,,,,,,,,,,,,,,,,,,,,,,C,1149,,732,0,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1164,,805,0,805,○,501,,701,0,701,20201021
656,（株）萬和建設,萬　昌幸,北海道中川郡幕別町本町４－４,28-00030,C,478,,976,628,1604,C,916,,856,0,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,941,,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,188,,846,646,1492,○,414,,709,0,709,20201021
657,（株）三浦組,三浦　友二,北海道上川郡愛別町字東町１８３,25-00115,C,441,,913,740,1653,D,1092,,815,0,815,B,865,,716,0,716,,,,,,,,,,,,,,,,,,,,,,,,,C,1453,,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,319,,791,456,1247,○,802,,673,0,673,20201021
658,（株）みかみ建設,三上　一臣,北海道小樽市塩谷１－１－４５,24-00416,C,886,,851,360,1211,D,1704,,678,0,678,B,443,,820,0,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1596,,737,0,737,○,1111,,626,0,626,20201021
659,右谷建設工業（株）,右谷　昌彦,北海道帯広市東６条南１３－１９－１,28-00019,C,603,,943,483,1426,C,580,,957,0,957,B,840,,720,0,720,○,279,,838,0,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,414,,724,0,724,,,,,,,,,,,,,,,,,,,,,,,,,○,968,,842,0,842,○,331,,719,0,719,20201021
660,三国屋建設（株）,和田　英司,茨城県神栖市知手中央２－１－２,11-04434,C,947,,1181,0,1181,,,,,,,B,315,,899,0,899,,,,,,,,,,,,,○,106,,941,0,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,583,,953,0,953,,,,,,,20201021
661,（株）三島組,三島　徹朗,北海道中川郡幕別町忠類白銀町１５８,28-00360,C,457,,915,713,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1152,,807,0,807,○,542,,698,0,698,20201021
662,（株）水上建設工業所,水上　博,北海道苫前郡羽幌町南町２２,30-00005,C,530,,896,633,1529,C,933,,850,0,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1176,,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,787,,884,0,884,○,414,,709,0,709,20201021
663,水島建設工業（株）,好川　章,北海道砂川市西１条北２１－１－１,22-00578,C,644,,807,578,1385,B,37,,902,1034,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1500,,661,0,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,516,,735,260,995,○,978,,650,0,650,20201021
664,美津濃（株）,水野　明人,大阪府大阪市住之江区南港北１－１２－３５,11-04839,C,756,,1287,0,1287,C,332,,1129,0,1129,B,178,,1098,0,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,67,,1085,0,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
665,（株）水堀組,田元　勝,北海道苫小牧市汐見町３－６－２２,26-00283,C,843,,916,319,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1209,,798,0,798,,,,,,,20201021
666,美田建設工業（株）,美田　大輔,北海道紋別郡西興部村字西興部４３,29-00091,C,745,,884,408,1292,D,954,,845,0,845,B,805,,725,0,725,,,,,,,○,374,,757,0,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,561,,674,0,674,,,,,,,,,,,,,,,,,,,○,1292,,784,0,784,,,,,,,20201021
667,（株）三井Ｅ＆Ｓマシナリー,高橋　岳之,東京都中央区築地５丁目６番４号,11-05279,C,866,,1225,0,1225,,,,,,,,,,,,,○,115,,1048,0,1048,,,,,,,,,,,,,○,65,,1376,0,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
668,（株）三井組,三井　福成,北海道河東郡鹿追町南町１－２４,28-00070,C,400,,980,717,1697,D,1120,,807,0,807,B,662,,752,0,752,,,,,,,,,,,,,,,,,,,,,,,,,C,1128,,735,0,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,902,,859,0,859,○,319,,720,0,720,20201021
669,三井住建道路（株）,松井　隆幸,東京都新宿区西新宿６－２４－１,11-00264,C,646,,1383,0,1383,,,,,,,A,14,,1530,715,2245,,,,,,,,,,,,,,,,,,,,,,,,,B,357,,959,0,959,,,,,,,○,166,,901,0,901,,,,,,,,,,,,,,,,,,,,,,,,,○,277,,1332,0,1332,○,29,,862,0,862,20201021
670,（株）皆口組,皆口　玲二,北海道茅部郡森町字本茅部町７５,23-00212,C,605,,778,641,1419,,,,,,,B,1225,,638,0,638,,,,,,,,,,,,,○,383,,641,0,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1846,,695,0,695,○,1101,,628,0,628,20201021
671,（株）宮武建設,丸山　美穂子,北海道登別市緑町１－１４－１,26-00221,C,909,,854,348,1202,D,1159,,801,0,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201021
