,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,date
1636,（株）大滝工務店,大滝　雄介,京都府舞鶴市字南田辺１２６－５,$業者コード$,D,1978, ,751,0,751,,,,,,,,,,,,,,,,,,,D, 615, ,928,0,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1637,（株）大竹組,大竹　茂,兵庫県神戸市東灘区御影塚町３－１０－８,$業者コード$,D,2545, ,678,0,678,,,,,,,,,,,,,,,,,,,D, 946, ,848,0,848,○, 891, ,727,0,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 523, ,727,0,727,,,,,,,,,,,,,,,,,,,20190801
1638,大竹建設（株）,溝川　竹司,大阪府富田林市中野町３丁目４ー１,$業者コード$,D,1911, ,760,0,760,C,1103, ,708,0,708,,,,,,,,,,,,,D, 958, ,846,0,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1639,大岳電気工業（株）,山本　孝司,愛知県名古屋市中川区中野本町２－２８,$業者コード$,D,2202, ,724,0,724,C,1491, ,659,0,659,○, 638, ,724,0,724,,,,,,,D,1759, ,724,0,724,○, 909, ,724,0,724,B,  38, ,935,1272,2207,C,1659, ,659,0,659,○,1109, ,659,0,659,○, 827, ,724,0,724,○,1604, ,701,0,701,○,1161, ,659,0,659,○,1589, ,858,0,858,○, 635, ,659,0,659,○, 740, ,724,0,724,○, 481, ,724,0,724,,,,,,,,,,,,,○,1011, ,659,0,659,○, 533, ,780,0,780,○, 546, ,801,0,801,20190801
1640,（株）大谷組,谷田　勝美,大阪府高槻市成合東の町２５,$業者コード$,D,  96, ,837,774,1611,C,1410, ,669,0,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 813, ,726,0,726,,,,,,,,,,,,,○,2526, ,756,0,756,○, 604, ,669,0,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1641,（有）大谷建設,大谷　幸司,兵庫県豊岡市野田１４６－１,$業者コード$,D,2340, ,705,0,705,,,,,,,,,,,,,B,1032, ,580,0,580,,,,,,,○,1283, ,640,0,640,,,,,,,C,1913, ,581,0,581,○,1272, ,598,0,598,,,,,,,○,1665, ,686,0,686,,,,,,,○,3390, ,668,0,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 986, ,665,0,665,,,,,,,,,,,,,20190801
1642,大谷塗装工業（株）,大谷　武志,京都府宮津市字吉原２６０５,$業者コード$,D,2810, ,621,0,621,,,,,,,,,,,,,,,,,,,D,1629, ,742,0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1826, ,632,0,632,○, 156, ,833,592,1425,○,2139, ,789,0,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1643,（株）大辻建設,大辻　泰三,和歌山県新宮市上本町１－１－１,$業者コード$,D, 585, ,762,588,1350,,,,,,,,,,,,,,,,,,,D, 915, ,855,0,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 989, ,687,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1644,（株）ＯＤＫ,西川　祐一,長崎県松浦市御厨町里免８９０,$業者コード$,D,3003, ,546,0,546,C,1862, ,546,0,546,○,1011, ,546,0,546,,,,,,,D,2491, ,546,0,546,○,1422, ,546,0,546,C,1202, ,643,0,643,C,1861, ,609,0,609,○,1347, ,546,0,546,○,1198, ,546,0,546,○,1930, ,546,0,546,○,1444, ,546,0,546,○,3829, ,575,0,575,○, 803, ,546,0,546,○, 962, ,546,0,546,○, 864, ,546,0,546,,,,,,,○, 859, ,546,0,546,○,1138, ,568,0,568,○, 927, ,568,0,568,○, 881, ,578,0,578,20190801
1645,（有）オオトモ,榎　敏彦,滋賀県大津市滋賀里１－２－２０,$業者コード$,D,1228, ,864,0,864,C, 597, ,789,0,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1498, ,722,0,722,,,,,,,○,2605, ,749,0,749,○, 651, ,653,0,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1646,鳳工業（株）,齊藤　久克,大阪府大阪市此花区伝法４－３－５９,$業者コード$,D, 681, ,1237,0,1237,B,  72, ,1189,856,2045,,,,,,,B, 315, ,791,0,791,,,,,,,○, 439, ,831,0,831,C, 677, ,841,0,841,B,  特,-01,1294,1369,2663,○, 115, ,1013,0,1013,○, 191, ,960,0,960,○, 522, ,1021,0,1021,○, 505, ,787,0,787,○,1218, ,1021,0,1021,,,,,,,○, 146, ,1021,0,1021,○, 298, ,787,0,787,,,,,,,○, 266, ,831,0,831,,,,,,,,,,,,,,,,,,,20190801
1647,（株）大仲造園,大仲　慶,大阪府堺市南区和田７１１－６８,$業者コード$,D,2528, ,681,0,681,,,,,,,,,,,,,B, 307, ,793,0,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3289, ,681,0,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1648,（株）大西東山造園,大西　新,大阪府大阪市中央区博労町１－５－８,$業者コード$,D,1959, ,754,0,754,,,,,,,,,,,,,B,  15, ,868,684,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1649,（株）大野,大野　利廣,大阪府松原市立部５－８－８,$業者コード$,D, 930, ,942,0,942,C, 738, ,761,0,761,,,,,,,,,,,,,D, 731, ,898,0,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1650,大野衛生設備（株）,木下　一彦,福井県大野市東中町３０１,$業者コード$,D,1724, ,786,0,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1043, ,709,0,709,C, 423, ,878,0,878,,,,,,,,,,,,,,,,,,,,,,,,,○,2613, ,748,0,748,,,,,,,,,,,,,,,,,,,○, 106, ,736,0,736,,,,,,,○, 743, ,747,0,747,,,,,,,,,,,,,20190801
1651,オオノ開發（株）,大野　剛嗣,愛媛県松山市北梅本町甲１８４番地,$業者コード$,D, 806, ,1015,0,1015,,,,,,,,,,,,,,,,,,,D, 268, ,1153,0,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1652,（株）大野組,大野　正勝,大阪府大阪市住吉区長居東４－４－７,$業者コード$,D,2339, ,705,0,705,C,1824, ,569,0,569,,,,,,,,,,,,,D,1516, ,756,0,756,,,,,,,,,,,,,,,,,,,○,1330, ,569,0,569,,,,,,,,,,,,,,,,,,,○,3556, ,642,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1653,オーバーシーズ・ベクテル・インコーポレーテツド,宮崎　丈彦,東京都千代田区丸の内２－２－３　丸の内仲通りビルヂング,$業者コード$,D,  14, ,1645,0,1645,,,,,,,,,,,,,,,,,,,D,  48, ,1619,0,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1654,（株）大林,大林　信吉,兵庫県加古川市野口町長砂１１６４,$業者コード$,D,1221, ,866,0,866,C, 535, ,807,0,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1588, ,858,0,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1655,大菱電気工業（株）,山中　仁,長崎県佐世保市俵町２４－２９,$業者コード$,D, 526, ,701,695,1396,C,1238, ,692,0,692,○, 742, ,693,0,693,B, 738, ,692,0,692,D,1998, ,693,0,693,○,1074, ,693,0,693,B,  93, ,972,1079,2051,B, 162, ,894,926,1820,○, 929, ,692,0,692,○, 954, ,693,0,693,○,1646, ,692,0,692,○, 957, ,692,0,692,○,1669, ,844,0,844,○, 492, ,692,0,692,○, 818, ,693,0,693,○, 595, ,693,0,693,,,,,,,○, 646, ,692,0,692,○, 568, ,833,0,833,○, 107, ,907,1038,1945,○, 126, ,847,545,1392,20190801
1656,（有）大広建設,松下　勝信,兵庫県姫路市林田町久保１９７,$業者コード$,D,   1,-10,650,1070,1720,C,1801, ,580,0,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1319, ,579,0,579,○,1173, ,579,0,579,○,1881, ,602,0,602,,,,,,,○,3620, ,629,0,629,,,,,,,○, 939, ,602,0,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1657,大廣建設（株）,福田　浩也,兵庫県加古川市平岡町新在家２－２６７－１１,$業者コード$,D,1688, ,790,0,790,C,1331, ,679,0,679,,,,,,,,,,,,,D,2223, ,653,0,653,○,1370, ,599,0,599,,,,,,,,,,,,,,,,,,,,,,,,,○,1721, ,671,0,671,○,1407, ,577,0,577,○,3369, ,671,0,671,○, 788, ,577,0,577,○, 857, ,671,0,671,○, 847, ,577,0,577,,,,,,,○, 827, ,599,0,599,,,,,,,,,,,,,,,,,,,20190801
1658,（株）大前工務店,大前　慶幸,広島県広島市西区己斐本町２－１２－３０,$業者コード$,D,1553, ,811,0,811,C, 781, ,753,0,753,,,,,,,,,,,,,D, 611, ,930,0,930,○, 332, ,876,0,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1999, ,803,0,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1659,（株）オオミ建設,橋本　安順,滋賀県彦根市野口町２８３－２,$業者コード$,D,1153, ,880,0,880,B, 201, ,868,923,1791,,,,,,,,,,,,,,,,,,,○, 945, ,715,0,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2179, ,786,0,786,○, 572, ,678,0,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1660,（株）大峯組,大峯　正弘,和歌山県田辺市新屋敷町８０－１０,$業者コード$,D,2418, ,696,0,696,,,,,,,,,,,,,,,,,,,D,1550, ,752,0,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1227, ,644,0,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1661,大宮建設（株）,川東　勝俊,大阪府大阪市鶴見区放出東２－３－２４－６０２,$業者コード$,D,2155, ,729,0,729,C, 767, ,756,0,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3244, ,687,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1662,（有）大村造園,福田　一範,福井県福井市日光二丁目２４－２４,$業者コード$,D,2102, ,735,0,735,,,,,,,,,,,,,B, 254, ,825,0,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1663,（株）大盛工業,和田　明彦,東京都千代田区神田多町２－１　神田進興ビル８階,$業者コード$,D, 789, ,1043,0,1043,,,,,,,,,,,,,,,,,,,D,1099, ,821,0,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1664,大山砕石（株）,西村　彰,京都府舞鶴市字喜多小字宮崎３１－１０３,$業者コード$,D, 268, ,847,696,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2489, ,759,0,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1665,大倭殖産（株）,矢追　家麻呂,奈良県奈良市藤ノ木台１－２－１５,$業者コード$,D,1787, ,777,0,777,C,1534, ,651,0,651,,,,,,,,,,,,,C, 211, ,1030,885,1915,○, 443, ,830,0,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1224, ,645,0,645,○,2714, ,739,0,739,,,,,,,,,,,,,,,,,,,,,,,,,○, 269, ,830,0,830,,,,,,,,,,,,,,,,,,,20190801
1666,（株）オオヨドコーポレーション,淀　雅和,大阪府大東市浜町８－２２,$業者コード$,D,1057, ,899,0,899,,,,,,,○, 610, ,735,0,735,B, 544, ,724,0,724,D, 266, ,1158,0,1158,,,,,,,C, 806, ,791,0,791,,,,,,,,,,,,,,,,,,,○,1053, ,797,0,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1667,オーロン物産（株）,木村　純己,和歌山県和歌山市梶取３２２,$業者コード$,D,2959,-01,571,0,571,,,,,,,,,,,,,,,,,,,D,2119,-01,671,0,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1397,-01,581,0,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1668,大輪建設（株）,大橋　廣勝,滋賀県大津市別保２－９－４８,$業者コード$,D,2343, ,705,0,705,,,,,,,,,,,,,,,,,,,D, 495, ,980,0,980,○, 412, ,840,0,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1669,（株）岡工務店,岡　栄治,兵庫県神戸市兵庫区水木通４－１－１,$業者コード$,D,2256, ,716,0,716,,,,,,,,,,,,,,,,,,,D, 248, ,1186,0,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1670,ＯＫＡＣＯＮ（株）,岡　彦吉,愛知県名古屋市名東区大針１－２８,$業者コード$,D,1068, ,896,0,896,C,1724, ,602,0,602,○, 559, ,749,0,749,,,,,,,D, 583, ,938,0,938,○, 780, ,749,0,749,,,,,,,,,,,,,○,1265, ,602,0,602,,,,,,,,,,,,,,,,,,,○,2602, ,749,0,749,,,,,,,○, 645, ,749,0,749,○, 386, ,749,0,749,,,,,,,○, 702, ,671,0,671,,,,,,,,,,,,,,,,,,,20190801
1671,（株）岡崎建設,岡崎　明夫,兵庫県加古川市加古川町粟津５５９－６,$業者コード$,D,2099, ,735,0,735,C,1095, ,709,0,709,,,,,,,B, 865, ,663,0,663,D,1882, ,708,0,708,○,1213, ,663,0,663,,,,,,,C,1742, ,642,0,642,○, 896, ,697,0,697,,,,,,,○,1635, ,694,0,694,○,1249, ,638,0,638,○,2626, ,746,0,746,,,,,,,,,,,,,,,,,,,,,,,,,○, 721, ,663,0,663,,,,,,,,,,,,,,,,,,,20190801
1672,岡正林業（株）,岡本　政和,兵庫県西脇市上比延町２４３－３－１,$業者コード$,D,2128,-01,731,0,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1839,-01,626,0,626,,,,,,,○,3639,-01,626,0,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1673,岡田建設（株）,岡田　聡,奈良県北葛城郡河合町大字川合８３－１,$業者コード$,D,1168, ,877,0,877,C, 577, ,794,0,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1475, ,682,0,682,,,,,,,○, 717, ,748,0,748,,,,,,,,,,,,,○,2372, ,769,0,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1674,（有）岡田建設,岡田　浩徳,鳥取県日野郡日南町生山１１－１,$業者コード$,D,1923, ,758,0,758,C, 160, ,697,586,1283,,,,,,,B, 953, ,631,0,631,,,,,,,,,,,,,,,,,,,C,1514, ,678,0,678,○, 932, ,691,0,691,,,,,,,○,1176, ,774,0,774,,,,,,,○,1953, ,807,0,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190801
1675,（株）岡田工務店,岡田　満,奈良県宇陀市大宇陀下品５２,$業者コード$,D, 227, ,867,693,1560,B, 204, ,846,941,1787,,,,,,,,,,,,,D,1260, ,795,0,795,,,,,,,,,,,,,C,1431, ,688,0,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 917, ,687,0,687,,,,,,,,,,,,,20190801
