,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
1254,（一社）東北地域づくり協会,8370005000034,宮城県,公益法人, 265, , 812, ,  90, ,,,,,20200101
1255,東北緑化環境保全（株）,6370001011342,宮城県,大企業, 845, ,,, 107, , 454, ,,,20200101
1256,東友エンジニアリング（株）,8370001009401,宮城県,中小企業,1036, , 962, ,1205, , 280, , 703, ,20200101
1257,東洋技建（株）,2010001024136,東京都,中小企業, 834, , 551, ,1364, , 435, ,  78, ,20200101
1258,東洋技研コンサルタント（株）,6120001057162,大阪府,大企業, 218, ,,, 131, , 243, ,,,20200101
1259,東洋建設（株）,9120001077496,東京都,中小企業, 640, , 675, , 936, , 251, ,,,20200101
1260,（株）東洋コンサルタント,8013301008587,東京都,中小企業, 449, , 732, , 243, , 233, ,,,20200101
1261,東洋コンサルタント（株）,7090001011139,山梨県,中小企業, 644, ,,, 697, ,,,,,20200101
1262,（株）東洋設計,1220001004571,石川県,大企業, 222, , 546, ,  89, , 425, , 179, ,20200101
1263,（株）東洋設計事務所,4010001005357,東京都,中小企業, 887, , 537, , 560, , 429, ,,,20200101
1264,東洋測量設計（株）,8180001012903,愛知県,中小企業, 855, ,,,1472, ,,, 386, ,20200101
1265,（株）東洋測量設計,7300001004640,佐賀県,中小企業, 628, , 881, , 802, , 615, , 366, ,20200101
1266,（株）道路計画,8013301022357,東京都,中小企業,1155, , 794, , 565, ,,,,,20200101
1267,（株）道路建設コンサルタント,2040001008227,千葉県,中小企業, 478, ,,, 193, , 631, ,,,20200101
1268,東和環境科学（株）,5240001018450,広島県,中小企業,1318, ,1060, ,1224, , 771, , 823, ,20200101
1269,東和コンサルタント（株）,5200001010064,岐阜県,中小企業, 623, ,,,1252, ,,, 536, ,20200101
1270,（株）東和設計,2040001021543,千葉県,中小企業,1294, ,,, 770, , 748, ,,,20200101
