,firm_name,firm_id,prefecture,firm_size,surveying_rank,surveying_exception,buildingConsulting_rank,buildingConsulting_exception,civilEngineeringConsulting_rank,civilEngineeringConsulting_exception,geologicalSurvey_rank,geologicalSurvey_exception,compensationConsultanting_rank,compensationConsultanting_exception,date
0,（株）アーキジオ,2230001010477,富山県,中小企業, 178, ,,, 594, ,  99, ,,,20200215
1,アークコーポレーション（株）,4460101000007,北海道,中小企業,1270, ,,,1007, ,,,,,20200215
2,（株）アーク・ジオ・サポート,1011001044505,東京都,中小企業, 549, ,,,1264, ,,,,,20200215
3,（株）アース・アナライザー,9130001062613,京都府,中小企業,1330, ,,,,,,,,,20200215
4,アーステック（株）,7160001006924,滋賀県,中小企業, 577, ,,, 590, ,,, 488, ,20200215
5,（株）アーステック東洋,4130001013678,京都府,中小企業,1094, ,,,1258, , 196, ,,,20200215
6,（株）アート総合設計,1080401017824,静岡県,中小企業,1315,-01, 623,-01,,,,,,,20200215
7,（株）アーバンクリエイト,2140001080075,兵庫県,中小企業,1061, ,,,,,,,,,20200215
8,（株）アーバン設計,7300001000020,佐賀県,中小企業,1164, ,,,1354, , 773, , 325, ,20200215
9,（株）アーバンデザインコンサルタント,6011101000543,東京都,中小企業, 951, , 730, , 917, ,,,,,20200215
10,（株）アーバントラフィックエンジニアリング,2011101000547,東京都,中小企業,1197, ,,, 731, ,,,,,20200215
11,（株）アーバンパイオニア設計,3120001053676,大阪府,中小企業, 913, ,1053, , 463, ,,,,,20200215
12,（株）アールズ環境ソリューションズ,9021001024003,神奈川県,中小企業,1124, ,,,1655, , 745, , 795, ,20200215
13,アールテックコンサルタント（株）,9010701011534,東京都,中小企業,1087, ,,,1008, , 710, ,,,20200215
14,ＲＢコンサルタント（株）,6080101016130,静岡県,中小企業,1082, ,,,1636, ,,, 748, ,20200215
15,（株）アイエスシイ,6180001033595,愛知県,中小企業, 479, ,,, 365, , 286, , 695, ,20200215
16,相生エンジニアリング（株）,8240001021682,広島県,中小企業, 191, ,,, 588, , 738, , 289, ,20200215
17,（株）愛河調査設計,9180001033634,愛知県,中小企業, 302, , 850, , 650, , 566, , 143, ,20200215
18,（株）アイコン,4140001064340,兵庫県,中小企業, 578, ,,, 674, ,,,,,20200215
19,（株）あい造園設計事務所,4011301015442,東京都,中小企業,1312, ,1033, ,1532, ,,,,,20200215
20,（株）あいだ測量設計,6050001015301,茨城県,中小企業, 790, ,,,,,,,,,20200215
21,会津土建（株）,3380001017151,福島県,中小企業, 958, ,,,,,,,,,20200215
22,（株）アイ・ディー・エー,8070001006008,群馬県,大企業, 276, , 605, , 113, , 640, , 649, ,20200215
23,アイテックコンサルタント（株）,5011101049771,東京都,中小企業,1212, ,,, 206, ,,,,,20200215
24,愛徳コンサルタント（株）,5180301017778,愛知県,中小企業, 814, ,,,1433, ,,, 187, ,20200215
25,（株）アイネス,3430001000226,北海道,中小企業, 406, ,,, 268, , 385, ,,,20200215
26,アイレック技建（株）,4010501004362,東京都,大企業,1243, ,,, 367, ,,,,,20200215
27,（株）相和コンサルタント,3200001025485,岐阜県,中小企業, 684, ,,,1182, ,,, 674, ,20200215
28,（株）葵エンジニアリング,6180001029197,愛知県,中小企業, 203, , 721, , 222, , 340, , 453, ,20200215
29,あおい建設コンサルタント（株）,6180001015924,愛知県,中小企業, 902, , 534, ,1479, ,,, 199, ,20200215
30,葵コンサルタント（株）,9180301000012,愛知県,中小企業, 618, , 875, , 696, , 601, , 473, ,20200215
31,（株）葵設計事務所,8180301004906,愛知県,中小企業, 215, ,,, 498, , 467, , 343, ,20200215
32,（株）アオイテック,7180001011435,愛知県,中小企業, 863, ,,,1127, ,  78, ,,,20200215
33,（株）アオキ技術コンサルタント,6210001004774,福井県,中小企業,1078, , 984, ,1261, ,,, 753, ,20200215
34,（有）青木測量設計事務所,3080102013179,静岡県,中小企業, 888, ,,,1109, ,,, 418, ,20200215
35,あおぞら土地家屋調査士法人,2240005002734,広島県,中小企業, 756, ,,,,,,, 762, ,20200215
36,あおば技術コンサルタント（株）,9370001023062,宮城県,中小企業,1140, ,,,1325, , 767, ,,,20200215
37,青葉工業（株）,7470001000292,香川県,大企業, 673, ,,, 611, ,  50, ,,,20200215
38,青葉コンサルタント（株）,5170001012618,和歌山県,中小企業,1127, ,,, 776, , 740, ,,,20200215
39,あおみ建設（株）,6010401076946,東京都,中小企業, 957, ,,,1145, ,,,,,20200215
40,赤井測量設計（株）,1190001008312,三重県,中小企業, 998, ,,,1571, ,,, 691, ,20200215
41,（株）アガック,1013301014641,東京都,中小企業,1273,-01,,,,, 317,-01,,,20200215
42,（株）秋山測量設計,6260002016194,岡山県,中小企業, 803, ,,,1402, , 621, , 529, ,20200215
43,（株）アクアテルス,2030001010423,埼玉県,大企業, 447, ,,, 217, , 206, , 136, ,20200215
44,（株）アクアプラン,3110001000241,新潟県,中小企業,1031, ,,, 963, ,,,,,20200215
45,（株）アクセス,6180301013636,愛知県,中小企業, 974, ,,,1605, ,,, 667, ,20200215
46,（株）アクタス,8120001059941,大阪府,中小企業, 656, ,,, 905, , 610, ,,,20200215
47,（株）アクト,7080101003937,静岡県,中小企業, 763, ,,,1327, ,,, 804, ,20200215
48,（株）アグリコンサルタント,4210001015113,福井県,中小企業,1123, ,,,1658, ,,,,,20200215
49,（株）アクロス,3100001009011,長野県,中小企業,1111, ,1014, ,1301, , 744, , 787, ,20200215
50,（株）アコード,8120001040851,大阪府,中小企業, 525, ,,,1468, ,,,,,20200215
51,（有）淺田測量設計事務所,1021002056721,神奈川県,中小企業, 815, ,,,1528, ,,,,,20200215
52,（株）アサノ大成基礎エンジニアリング,5010001078914,東京都,大企業, 224, , 314, , 203, ,   9, ,,,20200215
53,（株）あさひ,1180001024624,愛知県,中小企業,1235, ,,,,,,, 248, ,20200215
54,（株）旭,9220001015256,石川県,中小企業, 787, ,,,1446, ,,,,,20200215
